Total Resident Memory on Device,Value
,460.606

Allocated Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Android Runtime",1183.531,9.762
"Executables & Mapped",785.137,226.344
"Graphics (Estimated)",445.314,
"Native",235.321,101.552
"Untracked*",158.565,
"Managed",50.862,50.468

Managed Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Virtual Machine",44.874,44.710
"Empty Heap Space",4.187,3.957
"Objects",1.801,1.801
