ts,value,counter_name,t_s
173512890466708,544993344.0,Clocks / Second,0.0
173512890472385,100.0,GPU % Bus Busy,5.677e-06
173512890476083,0.0,% Vertex Fetch Stall,9.375e-06
173512890478063,0.0,% Texture Fetch Stall,1.1355e-05
173512890481240,-1.0,L1 Texture Cache Miss Per Pixel,1.4532e-05
173512890483219,0.0,% Texture L2 Miss,1.6511e-05
173512890486500,0.0,% Stalled on System Memory,1.9792e-05
173512890488531,0.0,Pre-clipped Polygons/Second,2.1823e-05
173512890490302,0.0,% Prims Trivially Rejected,2.3594e-05
173512890492594,0.0,% Prims Clipped,2.5886e-05
173512890494938,0.0,Average Vertices / Polygon,2.823e-05
173512890497177,0.0,Reused Vertices / Second,3.0469e-05
173512890499104,-1.0,Average Polygon Area,3.2396e-05
173512890501083,0.0,% Shaders Busy,3.4375e-05
173512890503896,0.0,Vertices Shaded / Second,3.7188e-05
173512890506604,-1.0,Fragments Shaded / Second,3.9896e-05
173512890508896,-1.0,Vertex Instructions / Second,4.2188e-05
173512890511031,-1.0,Fragment Instructions / Second,4.4323e-05
173512890512958,-1.0,Fragment ALU Instructions / Sec (Full),4.625e-05
173512890514833,-1.0,Fragment ALU Instructions / Sec (Half),4.8125e-05
173512890516604,-1.0,Fragment EFU Instructions / Second,4.9896e-05
173512890518740,-1.0,Textures / Vertex,5.2032e-05
173512890520719,-1.0,Textures / Fragment,5.4011e-05
173512890522594,-1.0,ALU / Vertex,5.5886e-05
173512890524469,-1.0,ALU / Fragment,5.7761e-05
173512890526188,-1.0,EFU / Fragment,5.948e-05
173512890537125,-1.0,EFU / Vertex,7.0417e-05
173512890539260,0.0,% Time Shading Fragments,7.2552e-05
173512890541448,0.0,% Time Shading Vertices,7.474e-05
173512890543688,0.0,% Time Compute,7.698e-05
173512890546031,0.0,% Shader ALU Capacity Utilized,7.9323e-05
173512890548219,0.0,% Time ALUs Working,8.1511e-05
173512890550042,0.0,% Time EFUs Working,8.3334e-05
173512890554990,0.0,% Nearest Filtered,8.8282e-05
173512890557177,0.0,% Linear Filtered,9.0469e-05
173512890559677,0.0,% Anisotropic Filtered,9.2969e-05
173512890561708,0.0,% Non-Base Level Textures,9.5e-05
173512890563531,0.0,Read Total (Bytes/sec),9.6823e-05
173512890566135,150241.046875,Write Total (Bytes/sec),9.9427e-05
173512890568740,0.0,Texture Memory Read BW (Bytes/Second),0.000102032
173512890570927,0.0,Vertex Memory Read (Bytes/Second),0.000104219
173512890573844,0.0,SP Memory Read (Bytes/Second),0.000107136
173512890575823,-1.0,Avg Bytes / Fragment,0.000109115
173512890577750,0.0,Avg Bytes / Vertex,0.000111042
173512890579677,0.0,Preemptions / second,0.000112969
173512890582438,0.0,Avg Preemption Delay,0.00011573
173512890584365,545000000.0,GPU Frequency,0.000117657
