ts,value,counter_name,t_s
259444362425551,545210560.0,Clocks / Second,0.0
259444362430968,100.0,GPU % Bus Busy,5.417e-06
259444362433624,0.0,% Vertex Fetch Stall,8.073e-06
259444362435812,0.0,% Texture Fetch Stall,1.0261e-05
259444362439301,0.0,L1 Texture Cache Miss Per Pixel,1.375e-05
259444362442166,0.0,% Texture L2 Miss,1.6615e-05
259444362445030,0.0,% Stalled on System Memory,1.9479e-05
259444362447166,0.0,Pre-clipped Polygons/Second,2.1615e-05
259444362449197,0.0,% Prims Trivially Rejected,2.3646e-05
259444362451333,0.0,% Prims Clipped,2.5782e-05
259444362453312,0.0,Average Vertices / Polygon,2.7761e-05
259444362455395,0.0,Reused Vertices / Second,2.9844e-05
259444362457426,0.0,Average Polygon Area,3.1875e-05
259444362459458,0.0,% Shaders Busy,3.3907e-05
259444362462010,0.0,Vertices Shaded / Second,3.6459e-05
259444362464666,0.0,Fragments Shaded / Second,3.9115e-05
259444362466385,0.0,Vertex Instructions / Second,4.0834e-05
259444362468520,0.0,Fragment Instructions / Second,4.2969e-05
259444362470447,0.0,Fragment ALU Instructions / Sec (Full),4.4896e-05
259444362472270,0.0,Fragment ALU Instructions / Sec (Half),4.6719e-05
259444362474093,0.0,Fragment EFU Instructions / Second,4.8542e-05
259444362475968,0.0,Textures / Vertex,5.0417e-05
259444362478208,0.0,Textures / Fragment,5.2657e-05
259444362480083,0.0,ALU / Vertex,5.4532e-05
259444362482010,0.0,ALU / Fragment,5.6459e-05
259444362483885,0.0,EFU / Fragment,5.8334e-05
259444362489822,0.0,EFU / Vertex,6.4271e-05
259444362492218,0.0,% Time Shading Fragments,6.6667e-05
259444362494301,0.0,% Time Shading Vertices,6.875e-05
259444362496228,0.0,% Time Compute,7.0677e-05
259444362498416,0.0,% Shader ALU Capacity Utilized,7.2865e-05
259444362500447,0.0,% Time ALUs Working,7.4896e-05
259444362502374,0.0,% Time EFUs Working,7.6823e-05
259444362505603,0.0,% Nearest Filtered,8.0052e-05
259444362507843,0.0,% Linear Filtered,8.2292e-05
259444362509978,0.0,% Anisotropic Filtered,8.4427e-05
259444362511853,0.0,% Non-Base Level Textures,8.6302e-05
259444362513833,0.0,Read Total (Bytes/sec),8.8282e-05
259444362515708,121197.09375,Write Total (Bytes/sec),9.0157e-05
259444362517739,0.0,Texture Memory Read BW (Bytes/Second),9.2188e-05
259444362519770,0.0,Vertex Memory Read (Bytes/Second),9.4219e-05
259444362521697,0.0,SP Memory Read (Bytes/Second),9.6146e-05
259444362523572,0.0,Avg Bytes / Fragment,9.8021e-05
259444362525291,0.0,Avg Bytes / Vertex,9.974e-05
259444362527426,0.0,Preemptions / second,0.000101875
259444362529353,0.0,Avg Preemption Delay,0.000103802
259444362531124,545000000.0,GPU Frequency,0.000105573
259444363878520,544956160.0,Clocks / Second,0.001452969
259444363885343,100.0,GPU % Bus Busy,0.001459792
259444363886020,0.0,% Vertex Fetch Stall,0.001460469
259444363886489,0.0,% Texture Fetch Stall,0.001460938
259444363887322,0.0,L1 Texture Cache Miss Per Pixel,0.001461771
259444363887739,0.0,% Texture L2 Miss,0.001462188
259444363888156,0.0,% Stalled on System Memory,0.001462605
259444363888624,0.0,Pre-clipped Polygons/Second,0.001463073
259444363889145,0.0,% Prims Trivially Rejected,0.001463594
259444363889666,0.0,% Prims Clipped,0.001464115
259444363890135,0.0,Average Vertices / Polygon,0.001464584
259444363890603,0.0,Reused Vertices / Second,0.001465052
259444363891072,0.0,Average Polygon Area,0.001465521
259444363892010,0.0,% Shaders Busy,0.001466459
259444363892478,0.0,Vertices Shaded / Second,0.001466927
259444363893103,0.0,Fragments Shaded / Second,0.001467552
259444363893781,0.0,Vertex Instructions / Second,0.00146823
259444363894249,0.0,Fragment Instructions / Second,0.001468698
259444363894666,0.0,Fragment ALU Instructions / Sec (Full),0.001469115
259444363895135,0.0,Fragment ALU Instructions / Sec (Half),0.001469584
259444363895551,0.0,Fragment EFU Instructions / Second,0.00147
259444363895968,0.0,Textures / Vertex,0.001470417
259444363896385,0.0,Textures / Fragment,0.001470834
259444363896853,0.0,ALU / Vertex,0.001471302
259444363897478,0.0,ALU / Fragment,0.001471927
259444363897947,0.0,EFU / Fragment,0.001472396
259444363898364,0.0,EFU / Vertex,0.001472813
259444363899145,0.0,% Time Shading Fragments,0.001473594
259444363899614,0.0,% Time Shading Vertices,0.001474063
259444363900031,0.0,% Time Compute,0.00147448
259444363900447,0.0,% Shader ALU Capacity Utilized,0.001474896
259444363900916,0.0,% Time ALUs Working,0.001475365
259444363901385,0.0,% Time EFUs Working,0.001475834
259444363902010,0.0,% Nearest Filtered,0.001476459
259444363902426,0.0,% Linear Filtered,0.001476875
259444363903260,0.0,% Anisotropic Filtered,0.001477709
259444363903781,0.0,% Non-Base Level Textures,0.00147823
259444363904249,0.0,Read Total (Bytes/sec),0.001478698
259444363904718,132479.046875,Write Total (Bytes/sec),0.001479167
259444363905187,0.0,Texture Memory Read BW (Bytes/Second),0.001479636
259444363905708,0.0,Vertex Memory Read (Bytes/Second),0.001480157
259444363906176,0.0,SP Memory Read (Bytes/Second),0.001480625
259444363906697,0.0,Avg Bytes / Fragment,0.001481146
259444363907114,0.0,Avg Bytes / Vertex,0.001481563
259444363907739,0.0,Preemptions / second,0.001482188
259444363908260,0.0,Avg Preemption Delay,0.001482709
259444363908728,545000000.0,GPU Frequency,0.001483177
259444365505812,544921536.0,Clocks / Second,0.003080261
259444365514041,1.75380539894104,GPU % Bus Busy,0.00308849
259444365514979,0.0,% Vertex Fetch Stall,0.003089428
259444365515395,0.0,% Texture Fetch Stall,0.003089844
259444365516385,0.0,L1 Texture Cache Miss Per Pixel,0.003090834
259444365516854,0.0,% Texture L2 Miss,0.003091303
259444365517270,0.0,% Stalled on System Memory,0.003091719
