ts,value,counter_name,t_s
173898858638075,22.742305755615234,application_prediction_milliseconds,0.0
173898858745158,0.0,stale_frames_per_second,0.000107083
173898858747554,0.0,last_used_foveation_level,0.000109479
173898858750314,1.0,application_layer_count,0.000112239
173898858752293,7855.0,app_vss_mb,0.000114218
173898858754168,260.0,app_rss_mb,0.000116093
173898858755314,48.0,app_uss_mb,0.000117239
173898858756512,0.33003002405166626,app_gpu_ms,0.000118437
173898897782714,545161792.0,Clocks / Second,0.039144639
173898897790214,100.0,GPU % Bus Busy,0.039152139
173898897793235,0.0,% Vertex Fetch Stall,0.03915516
173898897795214,0.0,% Texture Fetch Stall,0.039157139
173898897798339,0.0,L1 Texture Cache Miss Per Pixel,0.039160264
173898897800422,0.0,% Texture L2 Miss,0.039162347
173898897803599,0.0,% Stalled on System Memory,0.039165524
173898897805631,0.0,Pre-clipped Polygons/Second,0.039167556
173898897807349,0.0,% Prims Trivially Rejected,0.039169274
173898897809433,0.0,% Prims Clipped,0.039171358
173898897811464,0.0,Average Vertices / Polygon,0.039173389
173898897813808,0.0,Reused Vertices / Second,0.039175733
173898897815370,0.0,Average Polygon Area,0.039177295
173898897817193,0.0,% Shaders Busy,0.039179118
173898897819641,0.0,Vertices Shaded / Second,0.039181566
173898897822037,0.0,Fragments Shaded / Second,0.039183962
173898897823756,-1.0,Vertex Instructions / Second,0.039185681
173898897825526,-1.0,Fragment Instructions / Second,0.039187451
173898897827401,0.0,Fragment ALU Instructions / Sec (Full),0.039189326
173898897829276,-1.0,Fragment ALU Instructions / Sec (Half),0.039191201
173898897830995,0.0,Fragment EFU Instructions / Second,0.03919292
173898897832558,0.0,Textures / Vertex,0.039194483
173898897834224,0.0,Textures / Fragment,0.039196149
173898897835839,-1.0,ALU / Vertex,0.039197764
173898897837349,-1.0,ALU / Fragment,0.039199274
173898897838756,-1.0,EFU / Fragment,0.039200681
173898897847558,0.0,EFU / Vertex,0.039209483
173898897849537,0.0,% Time Shading Fragments,0.039211462
173898897851412,0.0,% Time Shading Vertices,0.039213337
173898897852922,0.0,% Time Compute,0.039214847
173898897854641,0.0,% Shader ALU Capacity Utilized,0.039216566
173898897856047,0.0,% Time ALUs Working,0.039217972
173898897857506,0.0,% Time EFUs Working,0.039219431
173898897861985,0.0,% Nearest Filtered,0.03922391
173898897863651,0.0,% Linear Filtered,0.039225576
173898897865162,0.0,% Anisotropic Filtered,0.039227087
173898897866881,0.0,% Non-Base Level Textures,0.039228806
173898897868599,0.0,Read Total (Bytes/sec),0.039230524
173898897870422,148909.359375,Write Total (Bytes/sec),0.039232347
173898897872506,0.0,Texture Memory Read BW (Bytes/Second),0.039234431
173898897874120,0.0,Vertex Memory Read (Bytes/Second),0.039236045
173898897875943,0.0,SP Memory Read (Bytes/Second),0.039237868
173898897877401,0.0,Avg Bytes / Fragment,0.039239326
173898897878912,0.0,Avg Bytes / Vertex,0.039240837
173898897880474,0.0,Preemptions / second,0.039242399
173898897882401,0.0,Avg Preemption Delay,0.039244326
173898897883912,545000000.0,GPU Frequency,0.039245837
173898899231204,544968128.0,Clocks / Second,0.040593129
173898899235110,100.0,GPU % Bus Busy,0.040597035
173898899235579,0.0,% Vertex Fetch Stall,0.040597504
173898899235995,0.0,% Texture Fetch Stall,0.04059792
173898899236776,0.0,L1 Texture Cache Miss Per Pixel,0.040598701
173898899237245,0.0,% Texture L2 Miss,0.04059917
173898899237610,0.0,% Stalled on System Memory,0.040599535
173898899237974,0.0,Pre-clipped Polygons/Second,0.040599899
173898899238391,0.0,% Prims Trivially Rejected,0.040600316
173898899238808,0.0,% Prims Clipped,0.040600733
173898899239172,0.0,Average Vertices / Polygon,0.040601097
173898899239589,0.0,Reused Vertices / Second,0.040601514
173898899239954,0.0,Average Polygon Area,0.040601879
173898899240318,0.0,% Shaders Busy,0.040602243
173898899240683,0.0,Vertices Shaded / Second,0.040602608
173898899241204,0.0,Fragments Shaded / Second,0.040603129
173898899241672,-1.0,Vertex Instructions / Second,0.040603597
173898899242089,-1.0,Fragment Instructions / Second,0.040604014
173898899242506,0.0,Fragment ALU Instructions / Sec (Full),0.040604431
173898899242870,-1.0,Fragment ALU Instructions / Sec (Half),0.040604795
173898899243287,0.0,Fragment EFU Instructions / Second,0.040605212
173898899243704,0.0,Textures / Vertex,0.040605629
173898899244068,0.0,Textures / Fragment,0.040605993
173898899244485,-1.0,ALU / Vertex,0.04060641
173898899245058,-1.0,ALU / Fragment,0.040606983
173898899245422,-1.0,EFU / Fragment,0.040607347
173898899245787,0.0,EFU / Vertex,0.040607712
173898899246308,0.0,% Time Shading Fragments,0.040608233
173898899246776,0.0,% Time Shading Vertices,0.040608701
173898899247089,0.0,% Time Compute,0.040609014
173898899247454,0.0,% Shader ALU Capacity Utilized,0.040609379
173898899247818,0.0,% Time ALUs Working,0.040609743
173898899248287,0.0,% Time EFUs Working,0.040610212
173898899248704,0.0,% Nearest Filtered,0.040610629
173898899249068,0.0,% Linear Filtered,0.040610993
173898899249433,0.0,% Anisotropic Filtered,0.040611358
173898899249797,0.0,% Non-Base Level Textures,0.040611722
173898899250214,0.0,Read Total (Bytes/sec),0.040612139
173898899250579,130430.0390625,Write Total (Bytes/sec),0.040612504
173898899250943,0.0,Texture Memory Read BW (Bytes/Second),0.040612868
173898899251464,0.0,Vertex Memory Read (Bytes/Second),0.040613389
173898899251881,0.0,SP Memory Read (Bytes/Second),0.040613806
173898899252193,0.0,Avg Bytes / Fragment,0.040614118
173898899252558,0.0,Avg Bytes / Vertex,0.040614483
173898899253027,0.0,Preemptions / second,0.040614952
173898899253391,0.0,Avg Preemption Delay,0.040615316
173898899253756,545000000.0,GPU Frequency,0.040615681
173898900554589,544885824.0,Clocks / Second,0.041916514
173898900557870,100.0,GPU % Bus Busy,0.041919795
173898900558287,0.0,% Vertex Fetch Stall,0.041920212
173898900558652,0.0,% Texture Fetch Stall,0.041920577
173898900559277,0.0,L1 Texture Cache Miss Per Pixel,0.041921202
173898900559641,0.0,% Texture L2 Miss,0.041921566
173898900560058,0.0,% Stalled on System Memory,0.041921983
173898900560422,0.0,Pre-clipped Polygons/Second,0.041922347
173898900560839,0.0,% Prims Trivially Rejected,0.041922764
173898900561204,0.0,% Prims Clipped,0.041923129
173898900561568,0.0,Average Vertices / Polygon,0.041923493
173898900561933,0.0,Reused Vertices / Second,0.041923858
173898900562297,0.0,Average Polygon Area,0.041924222
173898900562714,0.0,% Shaders Busy,0.041924639
173898900563079,0.0,Vertices Shaded / Second,0.041925004
173898900563391,0.0,Fragments Shaded / Second,0.041925316
173898900563808,-1.0,Vertex Instructions / Second,0.041925733
173898900564277,-1.0,Fragment Instructions / Second,0.041926202
173898900564693,0.0,Fragment ALU Instructions / Sec (Full),0.041926618
173898900565058,-1.0,Fragment ALU Instructions / Sec (Half),0.041926983
173898900565422,0.0,Fragment EFU Instructions / Second,0.041927347
173898900565787,0.0,Textures / Vertex,0.041927712
173898900566152,0.0,Textures / Fragment,0.041928077
173898900566516,-1.0,ALU / Vertex,0.041928441
173898900566881,-1.0,ALU / Fragment,0.041928806
173898900567245,-1.0,EFU / Fragment,0.04192917
173898900567610,0.0,EFU / Vertex,0.041929535
173898900568079,0.0,% Time Shading Fragments,0.041930004
173898900568443,0.0,% Time Shading Vertices,0.041930368
173898900568808,0.0,% Time Compute,0.041930733
173898900569172,0.0,% Shader ALU Capacity Utilized,0.041931097
173898900569537,0.0,% Time ALUs Working,0.041931462
173898900569902,0.0,% Time EFUs Working,0.041931827
173898900570266,0.0,% Nearest Filtered,0.041932191
173898900570631,0.0,% Linear Filtered,0.041932556
173898900570995,0.0,% Anisotropic Filtered,0.04193292
173898900571360,0.0,% Non-Base Level Textures,0.041933285
173898900571777,0.0,Read Total (Bytes/sec),0.041933702
173898900572089,164252.984375,Write Total (Bytes/sec),0.041934014
173898900572506,0.0,Texture Memory Read BW (Bytes/Second),0.041934431
173898900572975,0.0,Vertex Memory Read (Bytes/Second),0.0419349
173898900573339,0.0,SP Memory Read (Bytes/Second),0.041935264
173898900573704,0.0,Avg Bytes / Fragment,0.041935629
173898900574016,0.0,Avg Bytes / Vertex,0.041935941
173898900574433,0.0,Preemptions / second,0.041936358
173898900574797,0.0,Avg Preemption Delay,0.041936722
173898900575162,545000000.0,GPU Frequency,0.041937087
173898901882923,545017024.0,Clocks / Second,0.043244848
173898901887141,100.0,GPU % Bus Busy,0.043249066
173898901887818,0.0,% Vertex Fetch Stall,0.043249743
173898901888287,0.0,% Texture Fetch Stall,0.043250212
173898901888912,0.0,L1 Texture Cache Miss Per Pixel,0.043250837
173898901889381,0.0,% Texture L2 Miss,0.043251306
173898901889850,0.0,% Stalled on System Memory,0.043251775
173898901890266,0.0,Pre-clipped Polygons/Second,0.043252191
173898901890735,0.0,% Prims Trivially Rejected,0.04325266
173898901891152,0.0,% Prims Clipped,0.043253077
173898901891621,0.0,Average Vertices / Polygon,0.043253546
173898901892141,0.0,Reused Vertices / Second,0.043254066
173898901892558,0.0,Average Polygon Area,0.043254483
173898901893027,0.0,% Shaders Busy,0.043254952
173898901893443,0.0,Vertices Shaded / Second,0.043255368
173898901893964,0.0,Fragments Shaded / Second,0.043255889
173898901894433,-1.0,Vertex Instructions / Second,0.043256358
173898901894798,-1.0,Fragment Instructions / Second,0.043256723
173898901895371,0.0,Fragment ALU Instructions / Sec (Full),0.043257296
173898901895787,-1.0,Fragment ALU Instructions / Sec (Half),0.043257712
