Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
11.8,67.7762222290039,32.20292663574219,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.025951385498047,31.73348999023437,79.65408325195312,17.853092193603516,96.1595458984375,3.840457439422608,0.5348194241523743,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,5.863261699676514,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,159550816256.0,1876801280.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1488261222839355,0.365209766796657,1099998208.0,63910603.428571425,8797735.0,1437024640.0,0.3533934652805328,1155.0,451.0,12253.0,2.0,25.78793716430664,2790.0,1920.0,4.0,64.0,62.0,61.0,62.0,73.0,65.0,90.0,545.0,2.0,37.51319348812103,2736.0,3.0,3.378178834915161
11.9,67.98672485351562,32.028343200683594,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,19.961498260498047,31.738279342651367,79.65408325195312,17.853092193603516,96.7581558227539,3.2418465614318848,0.5789529085159302,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,3.967050552368164,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,160919961600.0,1894548608.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1483579874038696,0.365209766796657,1037098432.0,63910603.428571425,8304336.0,1437024640.0,0.3533934652805328,1155.0,451.0,12253.0,2.0,25.78793716430664,2790.0,1920.0,4.0,64.0,62.0,61.0,62.0,73.0,65.0,90.0,545.0,2.0,37.51319348812103,2736.0,3.0,3.378178834915161
12.0,68.01206970214844,31.993391036987305,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,19.63459205627441,32.48849105834961,79.65408325195312,17.853092193603516,96.86929321289062,3.130704402923584,0.5382142663002014,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,161699151872.0,1905450752.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.147228479385376,0.365209766796657,1015231680.0,63910603.428571425,7980282.0,1437024640.0,0.1189099252223968,300.0,46.0,7810.0,1.0,22.83596611022949,2790.0,1920.0,4.0,64.0,62.0,61.0,62.0,73.0,65.0,90.0,545.0,2.0,37.51319348812103,2736.0,3.0,3.378178834915161
12.01,68.01206970214844,31.993391036987305,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,19.63459205627441,32.48849105834961,79.65408325195312,17.853092193603516,96.86929321289062,3.130704402923584,0.5382142663002014,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,161699151872.0,1905450752.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.147228479385376,0.365209766796657,1015231680.0,63910603.428571425,7980282.0,1437024640.0,0.3905804753303528,117.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,4.0,64.0,62.0,61.0,62.0,73.0,65.0,90.0,545.0,2.0,37.51319348812103,2736.0,3.0,3.378178834915161
12.1,62.25410079956055,37.73994827270508,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.36270904541016,32.368186950683594,79.65408325195312,17.853092193603516,97.79411315917967,2.205883264541626,1.3182090520858765,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,149819047936.0,1398189824.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.3595056533813477,0.365209766796657,797232384.0,63910603.428571425,4561619.0,1437024640.0,0.3905804753303528,117.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,4.0,64.0,62.0,61.0,62.0,73.0,65.0,90.0,545.0,2.0,37.51319348812103,2736.0,3.0,3.378178834915161
12.2,50.34219741821289,49.635868072509766,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.88249015808105,34.22935485839844,79.65408325195312,17.853092193603516,98.24051666259766,1.7594846487045288,2.9680380821228027,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,135748444160.0,702230720.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.1596014499664307,0.365209766796657,642256320.0,63910603.428571425,1180804.75,1437024640.0,0.3905804753303528,117.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,4.0,64.0,62.0,61.0,62.0,73.0,65.0,90.0,545.0,2.0,37.51319348812103,2736.0,3.0,3.378178834915161
12.22,50.34219741821289,49.635868072509766,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.88249015808105,34.22935485839844,79.65408325195312,17.853092193603516,98.24051666259766,1.7594846487045288,2.9680380821228027,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,135748444160.0,702230720.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.1596014499664307,0.365209766796657,642256320.0,63910603.428571425,1180804.75,1437024640.0,0.3005349040031433,1155.0,451.0,12253.0,2.0,23.91093635559082,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
12.3,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.00189018249512,33.38376235961914,79.65408325195312,17.853092193603516,98.21875762939452,1.7812414169311523,2.8209524154663086,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133817131008.0,692962112.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,641663808.0,63910603.428571425,1179894.5,1437024640.0,0.3005349040031433,1155.0,451.0,12253.0,2.0,23.91093635559082,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
12.4,50.35729217529297,49.66554260253906,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.998889923095703,33.39288711547852,79.65408325195312,17.853092193603516,98.17511749267578,1.8248804807662964,2.904470205307007,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,134423707648.0,696096192.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.1585142612457275,0.365209766796657,662530752.0,63910603.428571425,1219046.625,1437024640.0,0.3005349040031433,1155.0,451.0,12253.0,2.0,23.91093635559082,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
12.5,50.36140060424805,49.6397705078125,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.921062469482425,34.25941467285156,79.65408325195312,17.853092193603516,98.2503662109375,1.749631404876709,2.922473192214966,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,136511496192.0,706134208.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.160108804702759,0.365209766796657,642819904.0,63910603.428571425,1180733.875,1437024640.0,0.3005349040031433,1155.0,451.0,12253.0,2.0,23.91093635559082,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
12.6,50.32162857055664,49.654483795166016,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.999698638916016,33.40851593017578,79.65408325195312,17.853092193603516,98.23211669921876,1.7678803205490112,2.8755719661712646,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,134915743744.0,698632640.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158555507659912,0.365209766796657,640777344.0,63910603.428571425,1178443.375,1437024640.0,0.3005349040031433,1155.0,451.0,12253.0,2.0,23.91093635559082,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
12.7,50.33605194091797,49.66394805908203,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,25.024803161621094,33.40347671508789,79.65408325195312,17.853092193603516,98.22333526611328,1.7766671180725098,2.9054884910583496,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,6.154858589172363,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,133736095744.0,692542528.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,2.158513307571411,0.365209766796657,641275264.0,63910603.428571425,1179180.0,1437024640.0,0.3005349040031433,1155.0,451.0,12253.0,2.0,23.91093635559082,2790.0,1920.0,4.0,66.0,61.0,63.0,60.0,69.0,73.0,90.0,545.0,2.0,36.95020973682404,2736.0,3.0,3.370481014251709
