Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
7.1,68.18614959716797,31.82752227783203,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.2486629486084,32.48773956298828,78.64901351928711,21.578746795654297,96.85272979736328,3.1472716331481934,0.5904349088668823,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,0.6579501628875732,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,160648871936.0,1885775232.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1488540172576904,0.9419043958187102,1021801152.0,150566740.0,8182441.5,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,8353463295.5,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.11,67.66923522949219,32.31690216064453,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.5596923828125,31.757429122924805,78.64901351928711,21.578746795654297,96.88445281982422,3.115543365478516,0.5691339373588562,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,3.1013636589050293,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,158202822656.0,1858126592.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1502017974853516,0.9419043958187102,991936704.0,150566740.0,7865233.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,7074937485.0,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.12,67.66923522949219,32.31690216064453,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.5596923828125,31.757429122924805,78.64901351928711,21.578746795654297,96.88445281982422,3.115543365478516,0.5691339373588562,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,3.1013636589050293,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,158202822656.0,1858126592.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1502017974853516,0.9419043958187102,991936704.0,150566740.0,7865233.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,8397336763.5,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.13,67.66923522949219,32.31690216064453,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.5596923828125,31.757429122924805,78.64901351928711,21.578746795654297,96.88445281982422,3.115543365478516,0.5691339373588562,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,3.1013636589050293,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,158202822656.0,1858126592.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1502017974853516,0.9419043958187102,991936704.0,150566740.0,7865233.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,8426600884.5,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.14,67.66923522949219,32.31690216064453,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.5596923828125,31.757429122924805,78.64901351928711,21.578746795654297,96.88445281982422,3.115543365478516,0.5691339373588562,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,3.1013636589050293,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,158202822656.0,1858126592.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1502017974853516,0.9419043958187102,991936704.0,150566740.0,7865233.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,9750059999.0,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.15,67.66923522949219,32.31690216064453,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.5596923828125,31.757429122924805,78.64901351928711,21.578746795654297,96.88445281982422,3.115543365478516,0.5691339373588562,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,3.1013636589050293,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,158202822656.0,1858126592.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1502017974853516,0.9419043958187102,991936704.0,150566740.0,7865233.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,8470508957.0,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.16,67.66923522949219,32.31690216064453,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.5596923828125,31.757429122924805,78.64901351928711,21.578746795654297,96.88445281982422,3.115543365478516,0.5691339373588562,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,3.1013636589050293,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,158202822656.0,1858126592.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1502017974853516,0.9419043958187102,991936704.0,150566740.0,7865233.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,7190479408.0,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.17,67.66923522949219,32.31690216064453,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.5596923828125,31.757429122924805,78.64901351928711,21.578746795654297,96.88445281982422,3.115543365478516,0.5691339373588562,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,3.1013636589050293,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,158202822656.0,1858126592.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1502017974853516,0.9419043958187102,991936704.0,150566740.0,7865233.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,9808707814.0,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.18,67.66923522949219,32.31690216064453,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.5596923828125,31.757429122924805,78.64901351928711,21.578746795654297,96.88445281982422,3.115543365478516,0.5691339373588562,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,3.1013636589050293,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,158202822656.0,1858126592.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1502017974853516,0.9419043958187102,991936704.0,150566740.0,7865233.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,8148018983.333333,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.19,67.66923522949219,32.31690216064453,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.5596923828125,31.757429122924805,78.64901351928711,21.578746795654297,96.88445281982422,3.115543365478516,0.5691339373588562,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,3.1013636589050293,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,158202822656.0,1858126592.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1502017974853516,0.9419043958187102,991936704.0,150566740.0,7865233.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,9867132375.0,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.2,67.66923522949219,32.31690216064453,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.5596923828125,31.757429122924805,78.64901351928711,21.578746795654297,96.88445281982422,3.115543365478516,0.5691339373588562,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,3.1013636589050293,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,158202822656.0,1858126592.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1502017974853516,0.9419043958187102,991936704.0,150566740.0,7865233.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,7346489130.5,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.21,68.05567169189453,31.97267341613769,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.47248649597168,32.490325927734375,78.64901351928711,21.578746795654297,96.86891174316406,3.131091833114624,0.618495523929596,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,0.6703454256057739,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,161371537408.0,1900679936.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1478391885757446,0.9419043958187102,1020010240.0,150566740.0,8003124.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,7375201265.0,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.22,68.05567169189453,31.97267341613769,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.47248649597168,32.490325927734375,78.64901351928711,21.578746795654297,96.86891174316406,3.131091833114624,0.618495523929596,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,0.6703454256057739,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,161371537408.0,1900679936.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1478391885757446,0.9419043958187102,1020010240.0,150566740.0,8003124.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,9927992657.0,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.23,68.05567169189453,31.97267341613769,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.47248649597168,32.490325927734375,78.64901351928711,21.578746795654297,96.86891174316406,3.131091833114624,0.618495523929596,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,0.6703454256057739,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,161371537408.0,1900679936.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1478391885757446,0.9419043958187102,1020010240.0,150566740.0,8003124.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,8718011584.5,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.24,68.05567169189453,31.97267341613769,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.47248649597168,32.490325927734375,78.64901351928711,21.578746795654297,96.86891174316406,3.131091833114624,0.618495523929596,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,0.6703454256057739,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,161371537408.0,1900679936.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1478391885757446,0.9419043958187102,1020010240.0,150566740.0,8003124.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,7365090831.0,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
7.25,68.05567169189453,31.97267341613769,4.573468208312988,1.8434908390045166,34.835758209228516,75.88725662231445,84.50656509399414,0.5102468952536583,20.47248649597168,32.490325927734375,78.64901351928711,21.578746795654297,96.86891174316406,3.131091833114624,0.618495523929596,63.333740234375,169.7296371459961,321.44126892089844,1.022791475057602,0.3605271577835083,6.756386756896973,0.6703454256057739,545102848.0,3.3709003925323486,7.124545335769653,182888341504.0,235546337280.0,16093571584.0,161371537408.0,1900679936.0,24.693462371826172,545000000.0,0.2566090226173401,21365163.0,97.45132882254464,1958624512.0,42088960.0,4217957.375,1634578624.0,1.1478391885757446,0.9419043958187102,1020010240.0,150566740.0,8003124.0,2781236096.0,1.411699891090393,916.0,140.0,11975.0,7.0,23.04207992553711,3270.0,7531779517.0,1920.0,3.0,57.0,56.0,59.0,45.0,55.0,47.0,90.0,545.0,2.0,34.43870544433594,1.081253170967102,3196.0,5.0,2.267950773239136
