Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
8.42,77.19168090820312,22.80960273742676,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,20.00798797607422,28.14034080505371,81.02107747395833,22.82764498392741,97.62943267822266,2.3705670833587646,0.297687292098999,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,2.115316152572632,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1431308800.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,7302051.0,2634597333.3333335,0.2653775215148926,105.0,2.0,6330.0,1.0,23.017717361450195,3050.0,7030314230.0,1920.0,3.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,2.0,24.07851219177246,0.6797651052474976,2736.0,2.0,73.0,2.194732427597046
8.43,77.19168090820312,22.80960273742676,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,20.00798797607422,28.14034080505371,81.02107747395833,22.82764498392741,97.62943267822266,2.3705670833587646,0.297687292098999,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,2.115316152572632,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1431308800.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,7302051.0,2634597333.3333335,0.2653775215148926,105.0,2.0,6330.0,1.0,23.017717361450195,3050.0,7056055500.0,1920.0,3.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,2.0,24.07851219177246,0.6797651052474976,2736.0,2.0,73.0,2.194732427597046
8.44,77.19168090820312,22.80960273742676,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,20.00798797607422,28.14034080505371,81.02107747395833,22.82764498392741,97.62943267822266,2.3705670833587646,0.297687292098999,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,2.115316152572632,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1431308800.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,7302051.0,2634597333.3333335,0.2653775215148926,105.0,2.0,6330.0,1.0,23.017717361450195,3050.0,7081014477.0,1920.0,3.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,2.0,24.07851219177246,0.6797651052474976,2736.0,2.0,73.0,2.194732427597046
8.46,77.19168090820312,22.80960273742676,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,20.00798797607422,28.14034080505371,81.02107747395833,22.82764498392741,97.62943267822266,2.3705670833587646,0.297687292098999,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,2.115316152572632,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1431308800.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,7302051.0,2634597333.3333335,0.2653775215148926,105.0,2.0,6330.0,1.0,23.017717361450195,3050.0,7105470166.0,1920.0,3.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,2.0,24.07851219177246,0.6797651052474976,2736.0,2.0,73.0,2.194732427597046
8.47,77.19168090820312,22.80960273742676,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,20.00798797607422,28.14034080505371,81.02107747395833,22.82764498392741,97.62943267822266,2.3705670833587646,0.297687292098999,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,2.115316152572632,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1431308800.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,7302051.0,2634597333.3333335,0.2653775215148926,105.0,2.0,6330.0,1.0,23.017717361450195,3050.0,7129610392.0,1920.0,3.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,2.0,24.07851219177246,0.6797651052474976,2736.0,2.0,73.0,2.194732427597046
8.48,77.19168090820312,22.80960273742676,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,20.00798797607422,28.14034080505371,81.02107747395833,22.82764498392741,97.62943267822266,2.3705670833587646,0.297687292098999,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,2.115316152572632,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1431308800.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,7302051.0,2634597333.3333335,0.2653775215148926,105.0,2.0,6330.0,1.0,23.017717361450195,3050.0,7153614341.0,1920.0,3.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,2.0,24.07851219177246,0.6797651052474976,2736.0,2.0,73.0,2.194732427597046
8.49,77.19168090820312,22.80960273742676,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,20.00798797607422,28.14034080505371,81.02107747395833,22.82764498392741,97.62943267822266,2.3705670833587646,0.297687292098999,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,2.115316152572632,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1431308800.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,7302051.0,2634597333.3333335,0.2653775215148926,105.0,2.0,6330.0,1.0,23.017717361450195,3050.0,7177572975.0,1920.0,3.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,2.0,24.07851219177246,0.6797651052474976,2736.0,2.0,73.0,2.194732427597046
8.5,77.19168090820312,22.80960273742676,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,20.00798797607422,28.14034080505371,81.02107747395833,22.82764498392741,97.62943267822266,2.3705670833587646,0.297687292098999,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,2.115316152572632,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1431308800.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,7302051.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,7177572975.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
8.51,76.98303985595703,23.005916595458984,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,18.842920303344727,27.195295333862305,81.02107747395833,22.82764498392741,97.3133544921875,2.686648368835449,0.4118749499320984,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,16.680967330932617,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1853165952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,8985933.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,7201473886.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
8.52,76.98303985595703,23.005916595458984,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,18.842920303344727,27.195295333862305,81.02107747395833,22.82764498392741,97.3133544921875,2.686648368835449,0.4118749499320984,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,16.680967330932617,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1853165952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,8985933.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,7225337577.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
8.53,76.98303985595703,23.005916595458984,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,18.842920303344727,27.195295333862305,81.02107747395833,22.82764498392741,97.3133544921875,2.686648368835449,0.4118749499320984,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,16.680967330932617,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1853165952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,8985933.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,7249170383.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
8.54,76.98303985595703,23.005916595458984,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,18.842920303344727,27.195295333862305,81.02107747395833,22.82764498392741,97.3133544921875,2.686648368835449,0.4118749499320984,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,16.680967330932617,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1853165952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,8985933.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,7272994687.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
8.56,76.98303985595703,23.005916595458984,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,18.842920303344727,27.195295333862305,81.02107747395833,22.82764498392741,97.3133544921875,2.686648368835449,0.4118749499320984,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,16.680967330932617,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1853165952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,8985933.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,7296821904.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
8.57,76.98303985595703,23.005916595458984,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,18.842920303344727,27.195295333862305,81.02107747395833,22.82764498392741,97.3133544921875,2.686648368835449,0.4118749499320984,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,16.680967330932617,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1853165952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,8985933.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,7319207489.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
8.58,76.98303985595703,23.005916595458984,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,18.842920303344727,27.195295333862305,81.02107747395833,22.82764498392741,97.3133544921875,2.686648368835449,0.4118749499320984,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,16.680967330932617,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1853165952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,8985933.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,7342150881.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
8.59,76.98303985595703,23.005916595458984,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,18.842920303344727,27.195295333862305,81.02107747395833,22.82764498392741,97.3133544921875,2.686648368835449,0.4118749499320984,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,16.680967330932617,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1853165952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,8985933.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,7365369430.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
8.61,76.90788269042969,23.088211059570312,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,18.7227840423584,27.498817443847656,81.02107747395833,22.82764498392741,97.43890380859376,2.56109619140625,0.2977807819843292,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,23.728317260742188,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1948027136.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,9005070.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,7388802839.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
8.62,76.90788269042969,23.088211059570312,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,18.7227840423584,27.498817443847656,81.02107747395833,22.82764498392741,97.43890380859376,2.56109619140625,0.2977807819843292,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,23.728317260742188,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1948027136.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,9005070.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,10014247239.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
8.63,76.90788269042969,23.088211059570312,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,18.7227840423584,27.498817443847656,81.02107747395833,22.82764498392741,97.43890380859376,2.56109619140625,0.2977807819843292,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,23.728317260742188,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1948027136.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,9005070.0,2634597333.3333335,15.96506404876709,1050.0,455.0,12257.0,7.0,17.881271362304688,3050.0,10037106498.0,1920.0,4.0,63.0,63.0,64.0,56.0,46.0,43.0,90.0,545.0,5.0,31.079912185668945,0.6797651052474976,2736.0,2.0,76.0,3.824006319046021
