Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
7.0,25.0498902457101,17.807252611432755,1.2768056052071708,0.8913050549370902,15.43451200212751,32.3976069859096,0.3717330013002668,22.99309539794922,31.78846740722656,33.60986764090402,9.375334875924247,0.6077340841293335,27.430430821010045,71.49896894182477,134.2585231236049,0.4413630451474871,0.17028181467737472,2.932180949619838,0.6454668641090393,544987328.0,-1.0,2.992616449083601,78649084196.57143,100468679826.28572,-1.0,-1.0,1925469312.0,100.0,545000000.0,0.1143062242439815,9088123.285714285,50.17482648577009,873958875.4285715,17917217.42857143,2053095.357142857,731969536.0,-1.0,0.3997625027384077,-1.0,64068594.28571428,7667627.0,158351.74479166666,0.3961180448532104,102.0,2.0,6330.0,1.0,24.918371200561523,2909.0,7748035056.0,1920.0,4.0,76.0,76.0,78.0,67.0,69.0,57.0,90.0,545.0,2.0,26.687341928482056,2736.0,1.0,2.0,3.351106882095337
7.02,25.0498902457101,17.807252611432755,1.2768056052071708,0.8913050549370902,15.43451200212751,32.3976069859096,0.3717330013002668,22.99309539794922,31.78846740722656,33.60986764090402,9.375334875924247,0.6077340841293335,27.430430821010045,71.49896894182477,134.2585231236049,0.4413630451474871,0.17028181467737472,2.932180949619838,0.6454668641090393,544987328.0,-1.0,2.992616449083601,78649084196.57143,100468679826.28572,-1.0,-1.0,1925469312.0,100.0,545000000.0,0.1143062242439815,9088123.285714285,50.17482648577009,873958875.4285715,17917217.42857143,2053095.357142857,731969536.0,-1.0,0.3997625027384077,-1.0,64068594.28571428,7667627.0,158351.74479166666,0.3961180448532104,102.0,2.0,6330.0,1.0,24.918371200561523,2909.0,7778056275.0,1920.0,4.0,76.0,76.0,78.0,67.0,69.0,57.0,90.0,545.0,2.0,26.687341928482056,2736.0,1.0,2.0,3.351106882095337
7.03,25.0498902457101,17.807252611432755,1.2768056052071708,0.8913050549370902,15.43451200212751,32.3976069859096,0.3717330013002668,22.99309539794922,31.78846740722656,33.60986764090402,9.375334875924247,0.6077340841293335,27.430430821010045,71.49896894182477,134.2585231236049,0.4413630451474871,0.17028181467737472,2.932180949619838,0.6454668641090393,544987328.0,-1.0,2.992616449083601,78649084196.57143,100468679826.28572,-1.0,-1.0,1925469312.0,100.0,545000000.0,0.1143062242439815,9088123.285714285,50.17482648577009,873958875.4285715,17917217.42857143,2053095.357142857,731969536.0,-1.0,0.3997625027384077,-1.0,64068594.28571428,7667627.0,158351.74479166666,0.3961180448532104,102.0,2.0,6330.0,1.0,24.918371200561523,2909.0,7593057601.0,1920.0,4.0,76.0,76.0,78.0,67.0,69.0,57.0,90.0,545.0,2.0,26.687341928482056,2736.0,1.0,2.0,3.351106882095337
7.05,25.0498902457101,17.807252611432755,1.2768056052071708,0.8913050549370902,15.43451200212751,32.3976069859096,0.3717330013002668,22.99309539794922,31.78846740722656,33.60986764090402,9.375334875924247,0.6077340841293335,27.430430821010045,71.49896894182477,134.2585231236049,0.4413630451474871,0.17028181467737472,2.932180949619838,0.6454668641090393,544987328.0,-1.0,2.992616449083601,78649084196.57143,100468679826.28572,-1.0,-1.0,1925469312.0,100.0,545000000.0,0.1143062242439815,9088123.285714285,50.17482648577009,873958875.4285715,17917217.42857143,2053095.357142857,731969536.0,-1.0,0.3997625027384077,-1.0,64068594.28571428,7667627.0,158351.74479166666,0.3961180448532104,102.0,2.0,6330.0,1.0,24.918371200561523,2909.0,7841444227.0,1920.0,4.0,76.0,76.0,78.0,67.0,69.0,57.0,90.0,545.0,2.0,26.687341928482056,2736.0,1.0,2.0,3.351106882095337
7.06,25.0498902457101,17.807252611432755,1.2768056052071708,0.8913050549370902,15.43451200212751,32.3976069859096,0.3717330013002668,22.99309539794922,31.78846740722656,33.60986764090402,9.375334875924247,0.6077340841293335,27.430430821010045,71.49896894182477,134.2585231236049,0.4413630451474871,0.17028181467737472,2.932180949619838,0.6454668641090393,544987328.0,-1.0,2.992616449083601,78649084196.57143,100468679826.28572,-1.0,-1.0,1925469312.0,100.0,545000000.0,0.1143062242439815,9088123.285714285,50.17482648577009,873958875.4285715,17917217.42857143,2053095.357142857,731969536.0,-1.0,0.3997625027384077,-1.0,64068594.28571428,7667627.0,158351.74479166666,0.3961180448532104,102.0,2.0,6330.0,1.0,24.918371200561523,2909.0,10559288038.0,1920.0,4.0,76.0,76.0,78.0,67.0,69.0,57.0,90.0,545.0,2.0,26.687341928482056,2736.0,1.0,2.0,3.351106882095337
7.07,25.0498902457101,17.807252611432755,1.2768056052071708,0.8913050549370902,15.43451200212751,32.3976069859096,0.3717330013002668,22.99309539794922,31.78846740722656,33.60986764090402,9.375334875924247,0.6077340841293335,27.430430821010045,71.49896894182477,134.2585231236049,0.4413630451474871,0.17028181467737472,2.932180949619838,0.6454668641090393,544987328.0,-1.0,2.992616449083601,78649084196.57143,100468679826.28572,-1.0,-1.0,1925469312.0,100.0,545000000.0,0.1143062242439815,9088123.285714285,50.17482648577009,873958875.4285715,17917217.42857143,2053095.357142857,731969536.0,-1.0,0.3997625027384077,-1.0,64068594.28571428,7667627.0,158351.74479166666,0.3961180448532104,102.0,2.0,6330.0,1.0,24.918371200561523,2909.0,10584025645.0,1920.0,4.0,76.0,76.0,78.0,67.0,69.0,57.0,90.0,545.0,2.0,26.687341928482056,2736.0,1.0,2.0,3.351106882095337
7.08,25.0498902457101,17.807252611432755,1.2768056052071708,0.8913050549370902,15.43451200212751,32.3976069859096,0.3717330013002668,22.61932182312012,32.51024627685547,33.60986764090402,9.375334875924247,0.6096625328063965,27.430430821010045,71.49896894182477,134.2585231236049,0.4413630451474871,0.17028181467737472,2.932180949619838,0.6747271418571472,544987328.0,-1.0,2.992616449083601,78649084196.57143,100468679826.28572,-1.0,-1.0,1872920192.0,100.0,545000000.0,0.1143062242439815,9088123.285714285,50.17482648577009,873958875.4285715,17917217.42857143,2053095.357142857,731969536.0,-1.0,0.3997625027384077,-1.0,64068594.28571428,7617083.0,158351.74479166666,0.3961180448532104,102.0,2.0,6330.0,1.0,24.918371200561523,2909.0,7653948596.0,1920.0,4.0,76.0,76.0,78.0,67.0,69.0,57.0,90.0,545.0,2.0,26.687341928482056,2736.0,1.0,2.0,3.351106882095337
7.09,25.0498902457101,17.807252611432755,1.2768056052071708,0.8913050549370902,15.43451200212751,32.3976069859096,0.3717330013002668,22.61932182312012,32.51024627685547,33.60986764090402,9.375334875924247,0.6096625328063965,27.430430821010045,71.49896894182477,134.2585231236049,0.4413630451474871,0.17028181467737472,2.932180949619838,0.6747271418571472,544987328.0,-1.0,2.992616449083601,78649084196.57143,100468679826.28572,-1.0,-1.0,1872920192.0,100.0,545000000.0,0.1143062242439815,9088123.285714285,50.17482648577009,873958875.4285715,17917217.42857143,2053095.357142857,731969536.0,-1.0,0.3997625027384077,-1.0,64068594.28571428,7617083.0,158351.74479166666,0.3961180448532104,102.0,2.0,6330.0,1.0,24.918371200561523,2909.0,7681784007.0,1920.0,4.0,76.0,76.0,78.0,67.0,69.0,57.0,90.0,545.0,2.0,26.687341928482056,2736.0,1.0,2.0,3.351106882095337
7.11,25.0498902457101,17.807252611432755,1.2768056052071708,0.8913050549370902,15.43451200212751,32.3976069859096,0.3717330013002668,22.61932182312012,32.51024627685547,33.60986764090402,9.375334875924247,0.6096625328063965,27.430430821010045,71.49896894182477,134.2585231236049,0.4413630451474871,0.17028181467737472,2.932180949619838,0.6747271418571472,544987328.0,-1.0,2.992616449083601,78649084196.57143,100468679826.28572,-1.0,-1.0,1872920192.0,100.0,545000000.0,0.1143062242439815,9088123.285714285,50.17482648577009,873958875.4285715,17917217.42857143,2053095.357142857,731969536.0,-1.0,0.3997625027384077,-1.0,64068594.28571428,7617083.0,158351.74479166666,0.3961180448532104,102.0,2.0,6330.0,1.0,24.918371200561523,2909.0,7949846078.0,1920.0,4.0,76.0,76.0,78.0,67.0,69.0,57.0,90.0,545.0,2.0,26.687341928482056,2736.0,1.0,2.0,3.351106882095337
7.12,25.0498902457101,17.807252611432755,1.2768056052071708,0.8913050549370902,15.43451200212751,32.3976069859096,0.3717330013002668,22.61932182312012,32.51024627685547,33.60986764090402,9.375334875924247,0.6096625328063965,27.430430821010045,71.49896894182477,134.2585231236049,0.4413630451474871,0.17028181467737472,2.932180949619838,0.6747271418571472,544987328.0,-1.0,2.992616449083601,78649084196.57143,100468679826.28572,-1.0,-1.0,1872920192.0,100.0,545000000.0,0.1143062242439815,9088123.285714285,50.17482648577009,873958875.4285715,17917217.42857143,2053095.357142857,731969536.0,-1.0,0.3997625027384077,-1.0,64068594.28571428,7617083.0,158351.74479166666,0.3961180448532104,102.0,2.0,6330.0,1.0,24.918371200561523,2909.0,7975888118.0,1920.0,4.0,76.0,76.0,78.0,67.0,69.0,57.0,90.0,545.0,2.0,26.687341928482056,2736.0,1.0,2.0,3.351106882095337
