Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
14.2,25.107022966657365,17.75011989048549,0.37703408513750347,0.7104649373463222,21.4033693586077,29.36925506591797,34.362454005650115,0.6541753323482615,25.14557838439941,34.2453727722168,30.462243216378347,9.05357824053083,2.901007890701294,20.81019265311105,62.31605093819754,134.1000758579799,0.4423672982624599,0.16881131274359568,2.3487510681152344,0.6272141933441162,544721792.0,1.311666454587664,-1.0,55382678381.71429,95660357339.42857,6415811437.714286,-1.0,692754304.0,100.0,545000000.0,0.11318868398666382,12133508.857142856,93.99927629743304,932490686.3579799,23890167.42857143,1469132.7142857143,779063094.8571428,-1.0,0.31022827114377705,-1.0,69565329.14285715,1180430.125,153643.890625,3.61471438407898,345.0,42.0,11672.0,1.0,22.742305755615234,3750.0,2361.0,4.0,73.0,74.0,69.0,54.0,75.0,87.0,90.0,456.0,2.0,31.867417693138123,3196.0,1.0,65.0,3.362024068832397
14.3,25.107022966657365,17.75011989048549,0.37703408513750347,0.7104649373463222,21.4033693586077,29.36925506591797,34.362454005650115,0.6541753323482615,25.032581329345703,33.42411422729492,30.462243216378347,9.05357824053083,2.882165908813477,20.81019265311105,62.31605093819754,134.1000758579799,0.4423672982624599,0.16881131274359568,2.3487510681152344,0.6272141933441162,544721792.0,1.311666454587664,-1.0,55382678381.71429,95660357339.42857,6415811437.714286,-1.0,693780352.0,100.0,545000000.0,0.11318868398666382,12133508.857142856,93.99927629743304,932490686.3579799,23890167.42857143,1469132.7142857143,779063094.8571428,-1.0,0.31022827114377705,-1.0,69565329.14285715,1181285.5,153643.890625,3.61471438407898,345.0,42.0,11672.0,1.0,22.742305755615234,3750.0,2361.0,4.0,73.0,74.0,69.0,54.0,75.0,87.0,90.0,456.0,2.0,31.867417693138123,3196.0,1.0,65.0,3.362024068832397
14.4,25.107022966657365,17.75011989048549,0.37703408513750347,0.7104649373463222,21.4033693586077,29.36925506591797,34.362454005650115,0.6541753323482615,25.04435920715332,33.38215637207031,30.462243216378347,9.05357824053083,2.9754042625427246,20.81019265311105,62.31605093819754,134.1000758579799,0.4423672982624599,0.16881131274359568,2.3487510681152344,0.6272141933441162,544721792.0,1.311666454587664,-1.0,55382678381.71429,95660357339.42857,6415811437.714286,-1.0,693792256.0,100.0,545000000.0,0.11318868398666382,12133508.857142856,93.99927629743304,932490686.3579799,23890167.42857143,1469132.7142857143,779063094.8571428,-1.0,0.31022827114377705,-1.0,69565329.14285715,1181305.75,153643.890625,3.61471438407898,345.0,42.0,11672.0,1.0,22.742305755615234,3750.0,2361.0,4.0,73.0,74.0,69.0,54.0,75.0,87.0,90.0,456.0,2.0,31.867417693138123,3196.0,1.0,65.0,3.362024068832397
14.5,25.107022966657365,17.75011989048549,0.37703408513750347,0.7104649373463222,21.4033693586077,29.36925506591797,34.362454005650115,0.6541753323482615,24.879281997680664,34.21049499511719,30.462243216378347,9.05357824053083,2.952946901321411,20.81019265311105,62.31605093819754,134.1000758579799,0.4423672982624599,0.16881131274359568,2.3487510681152344,0.6272141933441162,544721792.0,1.311666454587664,-1.0,55382678381.71429,95660357339.42857,6415811437.714286,-1.0,692543040.0,100.0,545000000.0,0.11318868398666382,12133508.857142856,93.99927629743304,932490686.3579799,23890167.42857143,1469132.7142857143,779063094.8571428,-1.0,0.31022827114377705,-1.0,69565329.14285715,1180070.25,153643.890625,3.61471438407898,345.0,42.0,11672.0,1.0,22.742305755615234,3750.0,2361.0,4.0,73.0,74.0,69.0,54.0,75.0,87.0,90.0,456.0,2.0,31.867417693138123,3196.0,1.0,65.0,3.362024068832397
14.59,25.107022966657365,17.75011989048549,0.37703408513750347,0.7104649373463222,21.4033693586077,29.36925506591797,34.362454005650115,0.6541753323482615,24.879281997680664,34.21049499511719,30.462243216378347,9.05357824053083,2.952946901321411,20.81019265311105,62.31605093819754,134.1000758579799,0.4423672982624599,0.16881131274359568,2.3487510681152344,0.6272141933441162,544721792.0,1.311666454587664,-1.0,55382678381.71429,95660357339.42857,6415811437.714286,-1.0,692543040.0,100.0,545000000.0,0.11318868398666382,12133508.857142856,93.99927629743304,932490686.3579799,23890167.42857143,1469132.7142857143,779063094.8571428,-1.0,0.31022827114377705,-1.0,69565329.14285715,1180070.25,153643.890625,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3750.0,2361.0,4.0,73.0,74.0,69.0,54.0,75.0,87.0,90.0,456.0,2.0,31.867417693138123,3196.0,1.0,65.0,3.362024068832397
14.6,25.107022966657365,17.75011989048549,0.37703408513750347,0.7104649373463222,21.4033693586077,29.36925506591797,34.362454005650115,0.6541753323482615,25.06538963317871,33.360076904296875,30.462243216378347,9.05357824053083,2.912501573562622,20.81019265311105,62.31605093819754,134.1000758579799,0.4423672982624599,0.16881131274359568,2.3487510681152344,0.6272141933441162,544721792.0,1.311666454587664,-1.0,55382678381.71429,95660357339.42857,6415811437.714286,-1.0,693611200.0,100.0,545000000.0,0.11318868398666382,12133508.857142856,93.99927629743304,932490686.3579799,23890167.42857143,1469132.7142857143,779063094.8571428,-1.0,0.31022827114377705,-1.0,69565329.14285715,1180997.5,153643.890625,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3750.0,2361.0,4.0,73.0,74.0,69.0,54.0,75.0,87.0,90.0,456.0,2.0,31.867417693138123,3196.0,1.0,65.0,3.362024068832397
14.7,25.107022966657365,17.75011989048549,0.37703408513750347,0.7104649373463222,21.4033693586077,29.36925506591797,34.362454005650115,0.6541753323482615,24.88675880432129,34.22834014892578,30.462243216378347,9.05357824053083,2.898787260055542,20.81019265311105,62.31605093819754,134.1000758579799,0.4423672982624599,0.16881131274359568,2.3487510681152344,0.6272141933441162,544721792.0,1.311666454587664,-1.0,55382678381.71429,95660357339.42857,6415811437.714286,-1.0,692816448.0,100.0,545000000.0,0.11318868398666382,12133508.857142856,93.99927629743304,932490686.3579799,23890167.42857143,1469132.7142857143,779063094.8571428,-1.0,0.31022827114377705,-1.0,69565329.14285715,1180536.0,153643.890625,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3750.0,2361.0,4.0,73.0,74.0,69.0,54.0,75.0,87.0,90.0,456.0,2.0,31.867417693138123,3196.0,1.0,65.0,3.362024068832397
14.81,25.107022966657365,17.75011989048549,0.37703408513750347,0.7104649373463222,21.4033693586077,29.36925506591797,34.362454005650115,0.6541753323482615,25.07106208801269,33.389488220214844,30.462243216378347,9.05357824053083,2.976980209350586,20.81019265311105,62.31605093819754,134.1000758579799,0.4423672982624599,0.16881131274359568,2.3487510681152344,0.6272141933441162,544721792.0,1.311666454587664,-1.0,55382678381.71429,95660357339.42857,6415811437.714286,-1.0,693666624.0,100.0,545000000.0,0.11318868398666382,12133508.857142856,93.99927629743304,932490686.3579799,23890167.42857143,1469132.7142857143,779063094.8571428,-1.0,0.31022827114377705,-1.0,69565329.14285715,1181091.875,153643.890625,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,3750.0,2361.0,4.0,73.0,74.0,69.0,54.0,75.0,87.0,90.0,456.0,2.0,31.867417693138123,3196.0,1.0,65.0,3.362024068832397
14.85,25.107022966657365,17.75011989048549,0.37703408513750347,0.7104649373463222,21.4033693586077,29.36925506591797,34.362454005650115,0.6541753323482615,25.07106208801269,33.389488220214844,30.462243216378347,9.05357824053083,2.976980209350586,20.81019265311105,62.31605093819754,134.1000758579799,0.4423672982624599,0.16881131274359568,2.3487510681152344,0.6272141933441162,544721792.0,1.311666454587664,-1.0,55382678381.71429,95660357339.42857,6415811437.714286,-1.0,693666624.0,100.0,545000000.0,0.11318868398666382,12133508.857142856,93.99927629743304,932490686.3579799,23890167.42857143,1469132.7142857143,779063094.8571428,-1.0,0.31022827114377705,-1.0,69565329.14285715,1181091.875,153643.890625,0.0099246343597769,102.0,2.0,6330.0,1.0,22.742305755615234,3750.0,2361.0,4.0,73.0,74.0,69.0,54.0,75.0,87.0,90.0,456.0,2.0,31.867417693138123,3196.0,1.0,65.0,3.362024068832397
14.89,25.107022966657365,17.75011989048549,0.37703408513750347,0.7104649373463222,21.4033693586077,29.36925506591797,34.362454005650115,0.6541753323482615,25.07106208801269,33.389488220214844,30.462243216378347,9.05357824053083,2.976980209350586,20.81019265311105,62.31605093819754,134.1000758579799,0.4423672982624599,0.16881131274359568,2.3487510681152344,0.6272141933441162,544721792.0,1.311666454587664,-1.0,55382678381.71429,95660357339.42857,6415811437.714286,-1.0,693666624.0,100.0,545000000.0,0.11318868398666382,12133508.857142856,93.99927629743304,932490686.3579799,23890167.42857143,1469132.7142857143,779063094.8571428,-1.0,0.31022827114377705,-1.0,69565329.14285715,1181091.875,153643.890625,3.61471438407898,345.0,42.0,11672.0,1.0,22.742305755615234,3750.0,2361.0,4.0,73.0,74.0,69.0,54.0,75.0,87.0,90.0,456.0,2.0,31.867417693138123,3196.0,1.0,65.0,3.362024068832397
