Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
12.93,50.33709335327149,49.66656112670898,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.068042755126957,33.388641357421875,98.24925994873048,1.7507432699203491,2.8709051609039307,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642205312.0,115593376.0,1180890.25,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,20069427858.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
12.94,50.33709335327149,49.66656112670898,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.068042755126957,33.388641357421875,98.24925994873048,1.7507432699203491,2.8709051609039307,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642205312.0,115593376.0,1180890.25,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,20099142901.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
12.95,50.33709335327149,49.66656112670898,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.068042755126957,33.388641357421875,98.24925994873048,1.7507432699203491,2.8709051609039307,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642205312.0,115593376.0,1180890.25,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,15502273318.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
12.96,50.33709335327149,49.66656112670898,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.068042755126957,33.388641357421875,98.24925994873048,1.7507432699203491,2.8709051609039307,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642205312.0,115593376.0,1180890.25,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,15513707778.5,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
12.97,50.33709335327149,49.66656112670898,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.068042755126957,33.388641357421875,98.24925994873048,1.7507432699203491,2.8709051609039307,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642205312.0,115593376.0,1180890.25,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,15534480186.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
12.98,50.34243392944336,49.63147735595703,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.059972763061523,34.16843032836914,98.23831939697266,1.7616798877716064,2.8822176456451416,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,641951232.0,115593376.0,1180243.875,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,20158604036.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.0,50.34243392944336,49.63147735595703,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.059972763061523,34.16843032836914,98.23831939697266,1.7616798877716064,2.8822176456451416,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,641951232.0,115593376.0,1180243.875,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,17413020321.5,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.01,50.34243392944336,49.63147735595703,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.059972763061523,34.16843032836914,98.23831939697266,1.7616798877716064,2.8822176456451416,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,641951232.0,115593376.0,1180243.875,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,14660226670.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.02,50.34243392944336,49.63147735595703,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.059972763061523,34.16843032836914,98.23831939697266,1.7616798877716064,2.8822176456451416,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,641951232.0,115593376.0,1180243.875,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,14682253811.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.03,50.34243392944336,49.63147735595703,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.059972763061523,34.16843032836914,98.23831939697266,1.7616798877716064,2.8822176456451416,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,641951232.0,115593376.0,1180243.875,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,20218474935.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.05,50.34243392944336,49.63147735595703,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.059972763061523,34.16843032836914,98.23831939697266,1.7616798877716064,2.8822176456451416,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,641951232.0,115593376.0,1180243.875,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,17906423742.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.06,50.34243392944336,49.63147735595703,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.059972763061523,34.16843032836914,98.23831939697266,1.7616798877716064,2.8822176456451416,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,641951232.0,115593376.0,1180243.875,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,15136867420.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.07,50.34243392944336,49.63147735595703,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.059972763061523,34.16843032836914,98.23831939697266,1.7616798877716064,2.8822176456451416,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,641951232.0,115593376.0,1180243.875,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,15582060712.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.08,50.33632278442383,49.66367721557617,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.255334854125977,33.32496643066406,98.22128295898438,1.778720140457153,2.8406693935394287,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642380288.0,115593376.0,1181212.0,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,14726127675.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.09,50.33632278442383,49.66367721557617,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.255334854125977,33.32496643066406,98.22128295898438,1.778720140457153,2.8406693935394287,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642380288.0,115593376.0,1181212.0,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,14742919159.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.1,50.33632278442383,49.66367721557617,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.255334854125977,33.32496643066406,98.22128295898438,1.778720140457153,2.8406693935394287,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642380288.0,115593376.0,1181212.0,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,15629041098.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.11,50.33632278442383,49.66367721557617,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.255334854125977,33.32496643066406,98.22128295898438,1.778720140457153,2.8406693935394287,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642380288.0,115593376.0,1181212.0,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,15654424477.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.13,50.33632278442383,49.66367721557617,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.255334854125977,33.32496643066406,98.22128295898438,1.778720140457153,2.8406693935394287,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642380288.0,115593376.0,1181212.0,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,15220761694.5,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.14,50.33632278442383,49.66367721557617,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.255334854125977,33.32496643066406,98.22128295898438,1.778720140457153,2.8406693935394287,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642380288.0,115593376.0,1181212.0,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,20336977296.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.16,50.33632278442383,49.66367721557617,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.255334854125977,33.32496643066406,98.22128295898438,1.778720140457153,2.8406693935394287,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642380288.0,115593376.0,1181212.0,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,14774816163.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.17,50.33632278442383,49.66367721557617,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.255334854125977,33.32496643066406,98.22128295898438,1.778720140457153,2.8406693935394287,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,642380288.0,115593376.0,1181212.0,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,20377433457.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.18,50.36083221435547,49.63916778564453,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.093374252319336,34.21265411376953,98.21717834472656,1.7828233242034912,2.8976261615753174,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,641862400.0,115593376.0,1179901.375,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,20399622718.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
13.19,50.36083221435547,49.63916778564453,1.5110220909118652,2.4198872248331704,31.585367838541668,1.921177585919698,25.093374252319336,34.21265411376953,98.21717834472656,1.7828233242034912,2.8976261615753174,-1.0,-1.0,319.0983772277832,0.9860044320424398,0.5424813528855642,9.252686341603598,0.6491348147392273,545091520.0,-1.0,7.798725763956706,133280862208.0,-1.0,11731042218.666666,-1.0,-1.0,22.82213592529297,545000000.0,0.2781887849171956,16772640.833333334,53.05743408203126,1514276373.3333333,33214121.333333332,3625387.1666666665,1260095925.3333333,-1.0,1.0989760160446167,641862400.0,115593376.0,1179901.375,1975970841.1666667,7.210601324914023e-05,102.0,2.0,6330.0,1.0,23.566102981567383,3631.0,20424191863.0,2361.0,4.0,65.0,64.0,60.0,69.0,95.0,50.0,90.0,456.0,2.0,31.891122460365292,3196.0,71.0,3.3603572845458984
