Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
11.98,67.67037200927734,32.32825469970703,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.21610450744629,1.4127862453460691,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,49.38590621948242,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242260656128.0,2124661248.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.085525751113892,-1.0,-1.0,76234068.8,8565541.0,1741143952.159375,0.1458660811185836,106.0,2.0,6313.0,1.0,37.742774963378906,3054.0,2361.0,4.0,74.0,75.0,70.0,69.0,65.0,75.0,90.0,456.0,2.0,59.727537631988525,0.6269843578338623,3196.0,1.0,60.0,5.186240196228027
12.01,67.67037200927734,32.32825469970703,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.21610450744629,1.4127862453460691,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,49.38590621948242,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242260656128.0,2124661248.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.085525751113892,-1.0,-1.0,76234068.8,8565541.0,1741143952.159375,0.6033177971839905,986.0,460.0,12211.0,4.0,21.699779510498047,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,62.0,5.191373348236084
12.08,67.67391204833984,32.32472229003906,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.233068466186523,1.4495294094085691,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,68.21286010742188,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242222546944.0,2110050176.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.100327730178833,-1.0,-1.0,76234068.8,8564157.0,1741143952.159375,0.6033177971839905,986.0,460.0,12211.0,4.0,21.699779510498047,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,62.0,5.191373348236084
12.18,67.68497467041016,32.31367874145508,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.41197204589844,1.3873183727264404,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,41.68231201171875,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,241817141248.0,2119989504.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.086116313934326,-1.0,-1.0,76234068.8,8357975.5,1741143952.159375,0.6033177971839905,986.0,460.0,12211.0,4.0,21.699779510498047,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,62.0,5.191373348236084
12.28,67.6746826171875,32.32391357421875,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.2356014251709,1.3809280395507812,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,75.24120330810547,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242447450112.0,2126223488.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.085803747177124,-1.0,-1.0,76234068.8,8574153.0,1741143952.159375,0.6033177971839905,986.0,460.0,12211.0,4.0,21.699779510498047,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,62.0,5.191373348236084
12.38,67.6847152709961,32.31391906738281,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.4130802154541,1.3711254596710205,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,48.436553955078125,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242447613952.0,2125508480.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.086111068725586,-1.0,-1.0,76234068.8,8577409.0,1741143952.159375,0.6033177971839905,986.0,460.0,12211.0,4.0,21.699779510498047,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,62.0,5.191373348236084
12.48,67.67406463623047,32.32462310791016,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.22311210632324,1.3673545122146606,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,76.58761596679688,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242408095744.0,2125894272.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.08576774597168,-1.0,-1.0,76234068.8,8571752.0,1741143952.159375,0.6033177971839905,986.0,460.0,12211.0,4.0,21.699779510498047,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,62.0,5.191373348236084
12.57,67.67406463623047,32.32462310791016,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.22311210632324,1.3673545122146606,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,76.58761596679688,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242408095744.0,2125894272.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.08576774597168,-1.0,-1.0,76234068.8,8571752.0,1741143952.159375,0.1874095648527145,287.0,48.0,7856.0,1.0,37.626163482666016,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,62.0,5.191373348236084
12.58,67.67292785644531,32.325660705566406,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.20163917541504,1.3964340686798096,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,80.73241424560547,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242259247104.0,2124653824.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0856473445892334,-1.0,-1.0,76234068.8,8573055.0,1741143952.159375,0.1874095648527145,287.0,48.0,7856.0,1.0,37.626163482666016,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,62.0,5.191373348236084
12.68,67.69286346435547,32.31655502319336,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.39948081970215,1.4161070585250854,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,62.56517028808594,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242318262272.0,2123213440.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.087984085083008,-1.0,-1.0,76234068.8,8719687.0,1741143952.159375,0.1874095648527145,287.0,48.0,7856.0,1.0,37.626163482666016,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,62.0,5.191373348236084
12.78,67.67605590820312,32.32271957397461,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.223907470703125,1.427017331123352,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,93.08819580078124,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,244489551872.0,2144397568.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.085369110107422,-1.0,-1.0,76234068.8,8613499.0,1741143952.159375,0.1874095648527145,287.0,48.0,7856.0,1.0,37.626163482666016,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,62.0,5.191373348236084
12.79,67.67605590820312,32.32271957397461,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.223907470703125,1.427017331123352,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,93.08819580078124,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,244489551872.0,2144397568.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.085369110107422,-1.0,-1.0,76234068.8,8613499.0,1741143952.159375,0.0343017056584358,106.0,2.0,6313.0,1.0,37.626163482666016,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,4.0,5.191373348236084
12.88,67.67575073242188,32.3126220703125,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.394847869873047,1.408741474151611,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,59.13692855834961,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,244548108288.0,2144090752.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0857179164886475,-1.0,-1.0,76234068.8,8598201.0,1741143952.159375,0.0343017056584358,106.0,2.0,6313.0,1.0,37.626163482666016,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,4.0,5.191373348236084
12.98,67.67280578613281,32.32503890991211,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.2220516204834,1.4005204439163208,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,64.1580581665039,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,244118896640.0,2140779520.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0858845710754395,-1.0,-1.0,76234068.8,8578759.0,1741143952.159375,0.0343017056584358,106.0,2.0,6313.0,1.0,37.626163482666016,3054.0,2361.0,4.0,77.0,76.0,73.0,76.0,62.0,73.0,90.0,456.0,2.0,59.37908291816712,0.5994410514831543,3196.0,1.0,4.0,5.191373348236084
13.01,67.67280578613281,32.32503890991211,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.2220516204834,1.4005204439163208,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,64.1580581665039,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,244118896640.0,2140779520.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0858845710754395,-1.0,-1.0,76234068.8,8578759.0,1741143952.159375,0.0343017056584358,986.0,460.0,12211.0,4.0,26.79247093200684,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
13.09,67.67657470703125,32.321990966796875,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.207149505615234,1.3751577138900757,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,81.95361328125,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,246540206080.0,2158745088.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0888912677764893,-1.0,-1.0,76234068.8,8682220.0,1741143952.159375,0.0343017056584358,986.0,460.0,12211.0,4.0,26.79247093200684,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
13.19,67.68572998046875,32.31288528442383,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.407550811767575,1.38130784034729,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,64.12053680419922,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242488639488.0,2140092032.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0717878341674805,-1.0,-1.0,76234068.8,8776078.0,1741143952.159375,0.0343017056584358,986.0,460.0,12211.0,4.0,26.79247093200684,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
13.29,67.67469024658203,32.32392883300781,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.229028701782227,1.3916680812835691,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,56.50300979614258,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242177622016.0,2123861632.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0858023166656494,-1.0,-1.0,76234068.8,8569545.0,1741143952.159375,0.0343017056584358,986.0,460.0,12211.0,4.0,26.79247093200684,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
13.39,67.6854476928711,32.313175201416016,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.39194107055664,1.3624976873397827,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,59.83831787109375,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242259460096.0,2109624576.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.100737333297729,-1.0,-1.0,76234068.8,8572581.0,1741143952.159375,0.0343017056584358,986.0,460.0,12211.0,4.0,26.79247093200684,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
13.49,67.67434692382812,32.324256896972656,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.24165916442871,1.349876046180725,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,56.33180236816406,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242400526336.0,2140040832.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0714199542999268,-1.0,-1.0,76234068.8,8574128.0,1741143952.159375,0.0343017056584358,986.0,460.0,12211.0,4.0,26.79247093200684,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
13.56,67.67434692382812,32.324256896972656,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.24165916442871,1.349876046180725,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,56.33180236816406,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242400526336.0,2140040832.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0714199542999268,-1.0,-1.0,76234068.8,8574128.0,1741143952.159375,0.1978062838315963,287.0,48.0,7856.0,1.0,37.72919464111328,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
13.59,67.67411804199219,32.32448196411133,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.22801399230957,1.4195023775100708,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,112.39356231689452,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242368200704.0,2125546240.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.085765600204468,-1.0,-1.0,76234068.8,8570511.0,1741143952.159375,0.1978062838315963,287.0,48.0,7856.0,1.0,37.72919464111328,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
13.69,67.68521881103516,32.3133659362793,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.39928436279297,1.3887813091278076,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,114.90670776367188,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242524733440.0,2126182784.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.086141586303711,-1.0,-1.0,76234068.8,8574546.0,1741143952.159375,0.1978062838315963,287.0,48.0,7856.0,1.0,37.72919464111328,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
13.79,67.67447662353516,32.32411193847656,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.220054626464844,1.3839924335479736,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,102.7008285522461,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242338070528.0,2125276544.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0857934951782227,-1.0,-1.0,76234068.8,8571760.0,1741143952.159375,0.1820752620697021,106.0,2.0,6313.0,1.0,37.72919464111328,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
13.89,67.68547058105469,32.313106536865234,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.434667587280277,1.4303408861160278,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,100.25958251953124,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,242308136960.0,2124281472.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.086153030395508,-1.0,-1.0,76234068.8,8570292.0,1741143952.159375,0.1820752620697021,106.0,2.0,6313.0,1.0,37.72919464111328,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
13.99,67.72030639648438,32.28339767456055,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.15787506103516,1.415015459060669,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,103.34992218017578,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,244015448064.0,2135463424.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0911214351654053,-1.0,-1.0,76234068.8,8779606.0,1741143952.159375,0.1820752620697021,106.0,2.0,6313.0,1.0,37.72919464111328,3054.0,2361.0,4.0,91.0,90.0,87.0,51.0,96.0,57.0,90.0,456.0,2.0,59.28088426589966,0.6090967655181885,3196.0,1.0,68.0,5.209142208099365
14.01,67.72030639648438,32.28339767456055,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.15787506103516,1.415015459060669,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,103.34992218017578,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,244015448064.0,2135463424.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0911214351654053,-1.0,-1.0,76234068.8,8779606.0,1741143952.159375,0.5222006440162659,986.0,460.0,12211.0,4.0,23.48568725585937,3054.0,2361.0,4.0,72.0,72.0,68.0,50.0,88.0,74.0,90.0,456.0,2.0,59.95766520500183,0.6239851713180542,3196.0,1.0,60.0,5.21148157119751
14.09,67.69054412841797,32.3081169128418,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.23688316345215,1.34718120098114,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,102.7418441772461,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,244402241536.0,2145935616.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.083491563796997,-1.0,-1.0,76234068.8,8604502.0,1741143952.159375,0.5222006440162659,986.0,460.0,12211.0,4.0,23.48568725585937,3054.0,2361.0,4.0,72.0,72.0,68.0,50.0,88.0,74.0,90.0,456.0,2.0,59.95766520500183,0.6239851713180542,3196.0,1.0,60.0,5.21148157119751
14.19,67.62161254882812,32.371856689453125,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.428918838500977,1.3625093698501587,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,96.1565933227539,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,245708914688.0,2154842624.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.084587812423706,-1.0,-1.0,76234068.8,8563480.0,1741143952.159375,0.5222006440162659,986.0,460.0,12211.0,4.0,23.48568725585937,3054.0,2361.0,4.0,72.0,72.0,68.0,50.0,88.0,74.0,90.0,456.0,2.0,59.95766520500183,0.6239851713180542,3196.0,1.0,60.0,5.21148157119751
14.29,67.67711639404297,32.32129669189453,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.21400260925293,1.364188551902771,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,108.05936431884766,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,241837916160.0,2120993536.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0857741832733154,-1.0,-1.0,76234068.8,8588135.0,1741143952.159375,0.5222006440162659,986.0,460.0,12211.0,4.0,23.48568725585937,3054.0,2361.0,4.0,72.0,72.0,68.0,50.0,88.0,74.0,90.0,456.0,2.0,59.95766520500183,0.6239851713180542,3196.0,1.0,60.0,5.21148157119751
14.39,67.7447509765625,32.26493453979492,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.40045738220215,1.4574928283691406,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,106.9365692138672,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,243905855488.0,2135684608.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.0904343128204346,-1.0,-1.0,76234068.8,8832150.0,1741143952.159375,0.5222006440162659,986.0,460.0,12211.0,4.0,23.48568725585937,3054.0,2361.0,4.0,72.0,72.0,68.0,50.0,88.0,74.0,90.0,456.0,2.0,59.95766520500183,0.6239851713180542,3196.0,1.0,60.0,5.21148157119751
14.5,67.62207794189453,32.376976013183594,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.319700241088867,1.3668992519378662,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,104.61473083496094,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,245925330944.0,2157266176.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.084688663482666,-1.0,-1.0,76234068.8,8604803.0,1741143952.159375,0.5222006440162659,986.0,460.0,12211.0,4.0,23.48568725585937,3054.0,2361.0,4.0,72.0,72.0,68.0,50.0,88.0,74.0,90.0,456.0,2.0,59.95766520500183,0.6239851713180542,3196.0,1.0,60.0,5.21148157119751
14.56,67.62207794189453,32.376976013183594,0.4066294193267822,0.7308110952377318,25.66518211364746,0.11452862024307249,22.319700241088867,1.3668992519378662,-1.0,-1.0,247.6029052734375,0.561599588394165,0.23308915495872498,3.5467923164367674,104.61473083496094,545009036.8,1.8319355964660644,5.12273268699646,77184734003.2,-1.0,8516981452.8,245925330944.0,2157266176.0,58.435027313232425,545000000.0,0.1776907742023468,12614512.8,99.82792445591518,1217835520.0,24152754.6,3420099.05,1036055398.4,2.084688663482666,-1.0,-1.0,76234068.8,8604803.0,1741143952.159375,0.2576103210449219,287.0,48.0,7856.0,1.0,37.71737289428711,3054.0,2361.0,4.0,72.0,72.0,68.0,50.0,88.0,74.0,90.0,456.0,2.0,59.95766520500183,0.6239851713180542,3196.0,1.0,60.0,5.21148157119751
