Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
10.81,76.83564758300781,23.135469436645508,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.406383514404297,26.53664207458496,97.45096588134766,2.5490338802337646,0.3589039146900177,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7185156345367432,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,184967856128.0,1938620160.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.566663146018982,0.8571939468383789,1071448576.0,75024368.0,8968287.0,1374335263.1614583,0.1104890704154968,265.0,48.0,7855.0,1.0,25.729978561401367,3427.0,12547482758.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.82,76.83564758300781,23.135469436645508,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.406383514404297,26.53664207458496,97.45096588134766,2.5490338802337646,0.3589039146900177,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7185156345367432,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,184967856128.0,1938620160.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.566663146018982,0.8571939468383789,1071448576.0,75024368.0,8968287.0,1374335263.1614583,0.1104890704154968,265.0,48.0,7855.0,1.0,25.729978561401367,3427.0,13956903091.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.84,76.83564758300781,23.135469436645508,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.406383514404297,26.53664207458496,97.45096588134766,2.5490338802337646,0.3589039146900177,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7185156345367432,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,184967856128.0,1938620160.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.566663146018982,0.8571939468383789,1071448576.0,75024368.0,8968287.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12571160743.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.85,76.83564758300781,23.135469436645508,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.406383514404297,26.53664207458496,97.45096588134766,2.5490338802337646,0.3589039146900177,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7185156345367432,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,184967856128.0,1938620160.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.566663146018982,0.8571939468383789,1071448576.0,75024368.0,8968287.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12593145153.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.86,77.13530731201172,22.866416931152344,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.12943649291992,25.959423065185547,97.27706909179688,2.722928047180176,0.3554514050483703,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7197879552841187,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,183919984640.0,1928385536.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.568192720413208,0.8571939468383789,1109779840.0,75024368.0,9425599.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12615906257.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.88,77.13530731201172,22.866416931152344,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.12943649291992,25.959423065185547,97.27706909179688,2.722928047180176,0.3554514050483703,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7197879552841187,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,183919984640.0,1928385536.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.568192720413208,0.8571939468383789,1109779840.0,75024368.0,9425599.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12638929694.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.89,77.13530731201172,22.866416931152344,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.12943649291992,25.959423065185547,97.27706909179688,2.722928047180176,0.3554514050483703,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7197879552841187,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,183919984640.0,1928385536.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.568192720413208,0.8571939468383789,1109779840.0,75024368.0,9425599.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,15073867646.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.9,77.13530731201172,22.866416931152344,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.12943649291992,25.959423065185547,97.27706909179688,2.722928047180176,0.3554514050483703,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7197879552841187,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,183919984640.0,1928385536.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.568192720413208,0.8571939468383789,1109779840.0,75024368.0,9425599.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,14087887929.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.91,77.13530731201172,22.866416931152344,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.12943649291992,25.959423065185547,97.27706909179688,2.722928047180176,0.3554514050483703,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7197879552841187,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,183919984640.0,1928385536.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.568192720413208,0.8571939468383789,1109779840.0,75024368.0,9425599.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,14110407092.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.92,77.13530731201172,22.866416931152344,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.12943649291992,25.959423065185547,97.27706909179688,2.722928047180176,0.3554514050483703,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7197879552841187,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,183919984640.0,1928385536.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.568192720413208,0.8571939468383789,1109779840.0,75024368.0,9425599.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,14133463039.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.93,77.13530731201172,22.866416931152344,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.12943649291992,25.959423065185547,97.27706909179688,2.722928047180176,0.3554514050483703,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7197879552841187,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,183919984640.0,1928385536.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.568192720413208,0.8571939468383789,1109779840.0,75024368.0,9425599.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12706012965.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.94,77.13530731201172,22.866416931152344,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.12943649291992,25.959423065185547,97.27706909179688,2.722928047180176,0.3554514050483703,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7197879552841187,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,183919984640.0,1928385536.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.568192720413208,0.8571939468383789,1109779840.0,75024368.0,9425599.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12725809534.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.95,77.13530731201172,22.866416931152344,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.12943649291992,25.959423065185547,97.27706909179688,2.722928047180176,0.3554514050483703,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7197879552841187,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,183919984640.0,1928385536.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.568192720413208,0.8571939468383789,1109779840.0,75024368.0,9425599.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12747508276.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.96,76.8965072631836,23.08277130126953,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.289548873901367,26.38671493530273,97.44364166259766,2.5563595294952397,0.319262146949768,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,2.667792797088623,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,186400620544.0,1956569600.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.5644338130950928,0.8571939468383789,1084049536.0,75024368.0,9022073.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,13878245816.5,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.97,76.8965072631836,23.08277130126953,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.289548873901367,26.38671493530273,97.44364166259766,2.5563595294952397,0.319262146949768,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,2.667792797088623,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,186400620544.0,1956569600.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.5644338130950928,0.8571939468383789,1084049536.0,75024368.0,9022073.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,14180472723.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.98,76.8965072631836,23.08277130126953,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.289548873901367,26.38671493530273,97.44364166259766,2.5563595294952397,0.319262146949768,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,2.667792797088623,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,186400620544.0,1956569600.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.5644338130950928,0.8571939468383789,1084049536.0,75024368.0,9022073.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,11586244803.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
10.99,76.8965072631836,23.08277130126953,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.289548873901367,26.38671493530273,97.44364166259766,2.5563595294952397,0.319262146949768,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,2.667792797088623,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,186400620544.0,1956569600.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.5644338130950928,0.8571939468383789,1084049536.0,75024368.0,9022073.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12816845024.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
11.0,76.8965072631836,23.08277130126953,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.289548873901367,26.38671493530273,97.44364166259766,2.5563595294952397,0.319262146949768,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,2.667792797088623,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,186400620544.0,1956569600.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.5644338130950928,0.8571939468383789,1084049536.0,75024368.0,9022073.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12840061391.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
11.02,76.8965072631836,23.08277130126953,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.289548873901367,26.38671493530273,97.44364166259766,2.5563595294952397,0.319262146949768,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,2.667792797088623,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,186400620544.0,1956569600.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.5644338130950928,0.8571939468383789,1084049536.0,75024368.0,9022073.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12937682933.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
11.04,76.8965072631836,23.08277130126953,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.289548873901367,26.38671493530273,97.44364166259766,2.5563595294952397,0.319262146949768,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,2.667792797088623,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,186400620544.0,1956569600.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.5644338130950928,0.8571939468383789,1084049536.0,75024368.0,9022073.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12888294302.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
11.05,76.8965072631836,23.08277130126953,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.289548873901367,26.38671493530273,97.44364166259766,2.5563595294952397,0.319262146949768,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,2.667792797088623,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,186400620544.0,1956569600.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.5644338130950928,0.8571939468383789,1084049536.0,75024368.0,9022073.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,14256194472.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
11.06,76.80928802490234,23.168214797973636,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.524215698242188,25.90630340576172,97.44598388671876,2.5540153980255127,0.3370878100395202,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7129181623458862,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,184946540544.0,1940636800.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.564850926399231,0.8571939468383789,1072828992.0,75024368.0,8979983.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12935307578.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
11.07,76.80928802490234,23.168214797973636,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.524215698242188,25.90630340576172,97.44598388671876,2.5540153980255127,0.3370878100395202,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7129181623458862,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,184946540544.0,1940636800.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.564850926399231,0.8571939468383789,1072828992.0,75024368.0,8979983.0,1374335263.1614583,0.0754766464233398,104.0,2.0,6330.0,1.0,25.729978561401367,3427.0,12959986792.0,1920.0,4.0,85.0,85.0,82.0,69.0,69.0,81.0,90.0,456.0,2.0,45.41672170162201,0.806608259677887,3196.0,1.0,73.0,3.7684621810913086
11.08,76.80928802490234,23.168214797973636,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.524215698242188,25.90630340576172,97.44598388671876,2.5540153980255127,0.3370878100395202,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7129181623458862,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,184946540544.0,1940636800.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.564850926399231,0.8571939468383789,1072828992.0,75024368.0,8979983.0,1374335263.1614583,0.7831906676292419,391.0,43.0,11691.0,2.0,17.974626541137695,3427.0,12959986792.0,1920.0,4.0,83.0,84.0,82.0,64.0,69.0,81.0,90.0,456.0,2.0,44.35162544250488,0.7616864442825317,3196.0,1.0,76.0,3.7648189067840576
11.09,76.80928802490234,23.168214797973636,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.524215698242188,25.90630340576172,97.44598388671876,2.5540153980255127,0.3370878100395202,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7129181623458862,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,184946540544.0,1940636800.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.564850926399231,0.8571939468383789,1072828992.0,75024368.0,8979983.0,1374335263.1614583,0.7831906676292419,391.0,43.0,11691.0,2.0,17.974626541137695,3427.0,12984343679.0,1920.0,4.0,83.0,84.0,82.0,64.0,69.0,81.0,90.0,456.0,2.0,44.35162544250488,0.7616864442825317,3196.0,1.0,76.0,3.7648189067840576
11.1,76.80928802490234,23.168214797973636,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.524215698242188,25.90630340576172,97.44598388671876,2.5540153980255127,0.3370878100395202,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7129181623458862,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,184946540544.0,1940636800.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.564850926399231,0.8571939468383789,1072828992.0,75024368.0,8979983.0,1374335263.1614583,0.7831906676292419,391.0,43.0,11691.0,2.0,17.974626541137695,3427.0,11722716943.0,1920.0,4.0,83.0,84.0,82.0,64.0,69.0,81.0,90.0,456.0,2.0,44.35162544250488,0.7616864442825317,3196.0,1.0,76.0,3.7648189067840576
11.11,76.80928802490234,23.168214797973636,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.524215698242188,25.90630340576172,97.44598388671876,2.5540153980255127,0.3370878100395202,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7129181623458862,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,184946540544.0,1940636800.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.564850926399231,0.8571939468383789,1072828992.0,75024368.0,8979983.0,1374335263.1614583,0.7831906676292419,391.0,43.0,11691.0,2.0,17.974626541137695,3427.0,11738391917.0,1920.0,4.0,83.0,84.0,82.0,64.0,69.0,81.0,90.0,456.0,2.0,44.35162544250488,0.7616864442825317,3196.0,1.0,76.0,3.7648189067840576
11.13,76.80928802490234,23.168214797973636,1.210752214704241,1.4665056268374126,21.179636001586914,40.4741595586141,47.69365946451823,0.2930676178851475,19.524215698242188,25.90630340576172,97.44598388671876,2.5540153980255127,0.3370878100395202,-1.0,123.48187255859375,207.05017598470053,0.6777724027633667,0.19854244589805603,7.1278460423151655,0.7129181623458862,545005696.0,-1.0,-1.0,89397040469.33333,113687562922.66667,7968178858.666667,184946540544.0,1940636800.0,47.429649432500206,545000000.0,0.13431782027085623,10351589.833333334,100.55750819614956,994195601.3333334,20409120.666666668,2430307.9166666665,834311112.4166666,1.564850926399231,0.8571939468383789,1072828992.0,75024368.0,8979983.0,1374335263.1614583,0.7831906676292419,391.0,43.0,11691.0,2.0,17.974626541137695,3427.0,13033450045.0,1920.0,4.0,83.0,84.0,82.0,64.0,69.0,81.0,90.0,456.0,2.0,44.35162544250488,0.7616864442825317,3196.0,1.0,76.0,3.7648189067840576
