Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
7.0,67.83387756347656,32.21022415161133,1.2433455330984933,0.284680038690567,17.214046478271484,24.43582010269165,15.521873712539673,0.010613183490931976,22.437227249145508,31.36267852783203,25.997183799743652,8.205910444259644,94.49269104003906,5.507308006286621,0.4100766181945801,25.37807273864746,52.875221252441406,181.14122009277344,0.6897526532411575,0.09455633163452147,1.6674364358186722,5.332961559295654,544936304.0,1.413177490234375,1.0402754545211792,24207012856.0,34927337472.0,2442476747.5,121505144832.0,2079452928.0,54.98652467131615,545000000.0,0.06472080945968628,6791094.3017578125,61.68872833251952,412306148.0,9315756.950195312,1595023.75,267194112.0,1.0268311500549316,0.13572156429290771,1391296256.0,35693248.98730469,12077097.0,504075590.8359375,0.387060135602951,973.0,360.0,12076.0,1.0,29.31136703491211,2948.0,1920.0,4.0,64.0,62.0,67.0,48.0,44.0,44.0,90.0,545.0,2.0,31.470835208892822,3196.0,2.0,7.0,3.289032220840454
7.07,67.83387756347656,32.21022415161133,1.2433455330984933,0.284680038690567,17.214046478271484,24.43582010269165,15.521873712539673,0.010613183490931976,22.437227249145508,31.36267852783203,25.997183799743652,8.205910444259644,94.49269104003906,5.507308006286621,0.4100766181945801,25.37807273864746,52.875221252441406,181.14122009277344,0.6897526532411575,0.09455633163452147,1.6674364358186722,5.332961559295654,544936304.0,1.413177490234375,1.0402754545211792,24207012856.0,34927337472.0,2442476747.5,121505144832.0,2079452928.0,54.98652467131615,545000000.0,0.06472080945968628,6791094.3017578125,61.68872833251952,412306148.0,9315756.950195312,1595023.75,267194112.0,1.0268311500549316,0.13572156429290771,1391296256.0,35693248.98730469,12077097.0,504075590.8359375,0.2040176093578338,243.0,58.0,7878.0,1.0,21.32433319091797,2948.0,1920.0,4.0,64.0,62.0,67.0,48.0,44.0,44.0,90.0,545.0,2.0,31.470835208892822,3196.0,2.0,1.0,3.289032220840454
7.1,67.66720581054688,32.3095703125,1.2433455330984933,0.284680038690567,17.214046478271484,24.43582010269165,15.521873712539673,0.010613183490931976,22.06403160095215,32.30886459350586,25.997183799743652,8.205910444259644,94.89054870605467,5.1094489097595215,0.439347356557846,25.37807273864746,52.875221252441406,181.14122009277344,0.6897526532411575,0.09455633163452147,1.6674364358186722,4.712548732757568,544936304.0,1.413177490234375,1.0402754545211792,24207012856.0,34927337472.0,2442476747.5,132268367872.0,2117019136.0,54.98652467131615,545000000.0,0.06472080945968628,6791094.3017578125,61.68872833251952,412306148.0,9315756.950195312,1595023.75,267194112.0,1.0257885456085205,0.13572156429290771,1343566848.0,35693248.98730469,11439527.0,504075590.8359375,0.2040176093578338,243.0,58.0,7878.0,1.0,21.32433319091797,2948.0,1920.0,4.0,64.0,62.0,67.0,48.0,44.0,44.0,90.0,545.0,2.0,31.470835208892822,3196.0,2.0,1.0,3.289032220840454
7.11,67.66720581054688,32.3095703125,1.2433455330984933,0.284680038690567,17.214046478271484,24.43582010269165,15.521873712539673,0.010613183490931976,22.06403160095215,32.30886459350586,25.997183799743652,8.205910444259644,94.89054870605467,5.1094489097595215,0.439347356557846,25.37807273864746,52.875221252441406,181.14122009277344,0.6897526532411575,0.09455633163452147,1.6674364358186722,4.712548732757568,544936304.0,1.413177490234375,1.0402754545211792,24207012856.0,34927337472.0,2442476747.5,132268367872.0,2117019136.0,54.98652467131615,545000000.0,0.06472080945968628,6791094.3017578125,61.68872833251952,412306148.0,9315756.950195312,1595023.75,267194112.0,1.0257885456085205,0.13572156429290771,1343566848.0,35693248.98730469,11439527.0,504075590.8359375,0.5129210352897644,100.0,2.0,6674.0,1.0,21.32433319091797,2948.0,1920.0,4.0,64.0,62.0,67.0,48.0,44.0,44.0,90.0,545.0,2.0,31.470835208892822,3196.0,2.0,1.0,3.289032220840454
7.2,67.63258361816406,32.36722183227539,1.2433455330984933,0.284680038690567,17.214046478271484,24.43582010269165,15.521873712539673,0.010613183490931976,20.535350799560547,31.72749137878418,25.997183799743652,8.205910444259644,95.71485137939452,4.285145282745361,0.5340787172317505,25.37807273864746,52.875221252441406,181.14122009277344,0.6897526532411575,0.09455633163452147,1.6674364358186722,3.883673667907715,544936304.0,1.413177490234375,1.0402754545211792,24207012856.0,34927337472.0,2442476747.5,152445566976.0,2053078656.0,54.98652467131615,545000000.0,0.06472080945968628,6791094.3017578125,61.68872833251952,412306148.0,9315756.950195312,1595023.75,267194112.0,1.0513644218444824,0.13572156429290771,1205595520.0,35693248.98730469,10033057.0,504075590.8359375,0.5129210352897644,100.0,2.0,6674.0,1.0,21.32433319091797,2948.0,1920.0,4.0,64.0,62.0,67.0,48.0,44.0,44.0,90.0,545.0,2.0,31.470835208892822,3196.0,2.0,1.0,3.289032220840454
7.3,68.00227355957031,31.99737930297852,1.2433455330984933,0.284680038690567,17.214046478271484,24.43582010269165,15.521873712539673,0.010613183490931976,19.635873794555664,31.747671127319336,25.997183799743652,8.205910444259644,96.17048645019533,3.82951021194458,0.5272102952003479,25.37807273864746,52.875221252441406,181.14122009277344,0.6897526532411575,0.09455633163452147,1.6674364358186722,5.094244003295898,544936304.0,1.413177490234375,1.0402754545211792,24207012856.0,34927337472.0,2442476747.5,159757811712.0,1878832000.0,54.98652467131615,545000000.0,0.06472080945968628,6791094.3017578125,61.68872833251952,412306148.0,9315756.950195312,1595023.75,267194112.0,1.149311661720276,0.13572156429290771,1102147712.0,35693248.98730469,8818815.0,504075590.8359375,0.5129210352897644,100.0,2.0,6674.0,1.0,21.32433319091797,2948.0,1920.0,4.0,64.0,62.0,67.0,48.0,44.0,44.0,90.0,545.0,2.0,31.470835208892822,3196.0,2.0,1.0,3.289032220840454
7.4,67.76130676269531,32.23343276977539,1.2433455330984933,0.284680038690567,17.214046478271484,24.43582010269165,15.521873712539673,0.010613183490931976,19.54439353942871,32.515769958496094,25.997183799743652,8.205910444259644,96.27685546875,3.7231428623199454,0.4956106543540954,25.37807273864746,52.875221252441406,181.14122009277344,0.6897526532411575,0.09455633163452147,1.6674364358186722,7.464570045471191,544936304.0,1.413177490234375,1.0402754545211792,24207012856.0,34927337472.0,2442476747.5,159852675072.0,1879556480.0,54.98652467131615,545000000.0,0.06472080945968628,6791094.3017578125,61.68872833251952,412306148.0,9315756.950195312,1595023.75,267194112.0,1.1491117477416992,0.13572156429290771,1087509888.0,35693248.98730469,8690762.0,504075590.8359375,0.5129210352897644,100.0,2.0,6674.0,1.0,21.32433319091797,2948.0,1920.0,4.0,64.0,62.0,67.0,48.0,44.0,44.0,90.0,545.0,2.0,31.470835208892822,3196.0,2.0,1.0,3.289032220840454
7.5,67.86663055419922,32.11860275268555,1.2433455330984933,0.284680038690567,17.214046478271484,24.43582010269165,15.521873712539673,0.010613183490931976,19.611026763916016,31.71784400939941,25.997183799743652,8.205910444259644,96.1656494140625,3.8343522548675537,0.572293758392334,25.37807273864746,52.875221252441406,181.14122009277344,0.6897526532411575,0.09455633163452147,1.6674364358186722,6.459625244140625,544936304.0,1.413177490234375,1.0402754545211792,24207012856.0,34927337472.0,2442476747.5,159474417664.0,1875889664.0,54.98652467131615,545000000.0,0.06472080945968628,6791094.3017578125,61.68872833251952,412306148.0,9315756.950195312,1595023.75,267194112.0,1.149168610572815,0.13572156429290771,1102367360.0,35693248.98730469,8820555.0,504075590.8359375,0.5129210352897644,100.0,2.0,6674.0,1.0,21.32433319091797,2948.0,1920.0,4.0,64.0,62.0,67.0,48.0,44.0,44.0,90.0,545.0,2.0,31.470835208892822,3196.0,2.0,1.0,3.289032220840454
7.6,67.94170379638672,32.05829620361328,1.2433455330984933,0.284680038690567,17.214046478271484,24.43582010269165,15.521873712539673,0.010613183490931976,18.53316307067871,32.51972579956055,25.997183799743652,8.205910444259644,96.06060791015624,3.93939471244812,0.5775163173675537,25.37807273864746,52.875221252441406,181.14122009277344,0.6897526532411575,0.09455633163452147,1.6674364358186722,9.227519035339355,544936304.0,1.413177490234375,1.0402754545211792,24207012856.0,34927337472.0,2442476747.5,159244500992.0,1872200448.0,54.98652467131615,545000000.0,0.06472080945968628,6791094.3017578125,61.68872833251952,412306148.0,9315756.950195312,1595023.75,267194112.0,1.149561643600464,0.13572156429290771,1116910336.0,35693248.98730469,8952003.0,504075590.8359375,0.5129210352897644,100.0,2.0,6674.0,1.0,21.32433319091797,2948.0,1920.0,4.0,64.0,62.0,67.0,48.0,44.0,44.0,90.0,545.0,2.0,31.470835208892822,3196.0,2.0,1.0,3.289032220840454
7.7,68.0741195678711,31.94538307189941,1.2433455330984933,0.284680038690567,17.214046478271484,24.43582010269165,15.521873712539673,0.010613183490931976,19.21117782592773,31.744922637939453,25.997183799743652,8.205910444259644,96.1552734375,3.844727516174317,0.5432355999946594,25.37807273864746,52.875221252441406,181.14122009277344,0.6897526532411575,0.09455633163452147,1.6674364358186722,7.1092047691345215,544936304.0,1.413177490234375,1.0402754545211792,24207012856.0,34927337472.0,2442476747.5,160255049728.0,1880680576.0,54.98652467131615,545000000.0,0.06472080945968628,6791094.3017578125,61.68872833251952,412306148.0,9315756.950195312,1595023.75,267194112.0,1.152661919593811,0.13572156429290771,1115922560.0,35693248.98730469,8948868.0,504075590.8359375,0.5129210352897644,100.0,2.0,6674.0,1.0,21.32433319091797,2948.0,1920.0,4.0,64.0,62.0,67.0,48.0,44.0,44.0,90.0,545.0,2.0,31.470835208892822,3196.0,2.0,1.0,3.289032220840454
