Total Resident Memory on Device,Value
,460.332

Allocated Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Android Runtime",1183.535,9.766
"Executables & Mapped",785.137,225.969
"Graphics (Estimated)",445.313,
"Native",235.321,100.974
"Untracked*",150.593,
"Managed",50.862,50.480

Managed Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Virtual Machine",44.874,44.710
"Empty Heap Space",4.185,3.967
"Objects",1.803,1.803
