Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
7.93,0.7875292539596558,15.226322555541993,0.06058317720890044,32.38837432861328,0.5771271586418152,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,0.6654964685440063,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,8411394.0,1164240564.165625,0.1801287233829498,121.0,2.0,6330.0,1.0,40.17441177368164,2929.0,1920.0,4.0,67.0,62.0,62.0,73.0,75.0,67.0,90.0,545.0,2.0,35.257700085639954,1.0863815546035769,3196.0,1.0,1.0,3.3067634105682373
7.96,0.7875292539596558,15.226322555541993,0.06058317720890044,32.38837432861328,0.5771271586418152,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,0.6654964685440063,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,8411394.0,1164240564.165625,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2929.0,1920.0,4.0,67.0,62.0,62.0,73.0,75.0,67.0,90.0,545.0,2.0,35.257700085639954,1.0863815546035769,3196.0,1.0,1.0,3.3067634105682373
7.98,0.7875292539596558,15.226322555541993,0.06058317720890044,31.671485900878903,0.5691812634468079,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,0.7242361307144165,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,7892328.0,1164240564.165625,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2929.0,1920.0,4.0,67.0,62.0,62.0,73.0,75.0,67.0,90.0,545.0,2.0,35.257700085639954,1.0863815546035769,3196.0,1.0,1.0,3.3067634105682373
8.09,0.7875292539596558,15.226322555541993,0.06058317720890044,31.767162322998047,0.6541974544525146,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,0.6513448357582092,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,8156942.5,1164240564.165625,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2929.0,1920.0,4.0,67.0,62.0,62.0,73.0,75.0,67.0,90.0,545.0,2.0,35.257700085639954,1.0863815546035769,3196.0,1.0,1.0,3.3067634105682373
8.19,0.7875292539596558,15.226322555541993,0.06058317720890044,32.47655487060547,0.6825813055038452,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,0.6568441987037659,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,8092983.5,1164240564.165625,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2929.0,1920.0,4.0,67.0,62.0,62.0,73.0,75.0,67.0,90.0,545.0,2.0,35.257700085639954,1.0863815546035769,3196.0,1.0,1.0,3.3067634105682373
8.29,0.7875292539596558,15.226322555541993,0.06058317720890044,31.702259063720703,1.3363491296768188,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,0.6812426447868347,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,8566528.0,1164240564.165625,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2929.0,1920.0,4.0,67.0,62.0,62.0,73.0,75.0,67.0,90.0,545.0,2.0,35.257700085639954,1.0863815546035769,3196.0,1.0,1.0,3.3067634105682373
8.39,0.7875292539596558,15.226322555541993,0.06058317720890044,32.45500564575195,1.252604365348816,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,0.6789149045944214,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,8926010.0,1164240564.165625,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2929.0,1920.0,4.0,67.0,62.0,62.0,73.0,75.0,67.0,90.0,545.0,2.0,35.257700085639954,1.0863815546035769,3196.0,1.0,1.0,3.3067634105682373
8.49,0.7875292539596558,15.226322555541993,0.06058317720890044,31.78075790405273,1.3648669719696045,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,0.6632967591285706,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,8832133.0,1164240564.165625,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2929.0,1920.0,4.0,67.0,62.0,62.0,73.0,75.0,67.0,90.0,545.0,2.0,35.257700085639954,1.0863815546035769,3196.0,1.0,1.0,3.3067634105682373
8.59,0.7875292539596558,15.226322555541993,0.06058317720890044,31.683652877807617,1.230052471160889,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,11.844042778015137,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,8873534.0,1164240564.165625,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2929.0,1920.0,4.0,67.0,62.0,62.0,73.0,75.0,67.0,90.0,545.0,2.0,35.257700085639954,1.0863815546035769,3196.0,1.0,1.0,3.3067634105682373
8.69,0.7875292539596558,15.226322555541993,0.06058317720890044,32.4147834777832,1.3837460279464722,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,12.865435600280762,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,9569233.0,1164240564.165625,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2929.0,1920.0,4.0,67.0,62.0,62.0,73.0,75.0,67.0,90.0,545.0,2.0,35.257700085639954,1.0863815546035769,3196.0,1.0,1.0,3.3067634105682373
8.74,0.7875292539596558,15.226322555541993,0.06058317720890044,32.4147834777832,1.3837460279464722,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,12.865435600280762,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,9569233.0,1164240564.165625,0.6077682375907898,1141.0,453.0,12267.0,2.0,42.65023040771485,2929.0,1920.0,4.0,67.0,67.0,65.0,69.0,64.0,75.0,90.0,545.0,2.0,35.33271253108978,1.0863815546035769,3196.0,1.0,1.0,3.365241765975952
8.79,0.7875292539596558,15.226322555541993,0.06058317720890044,31.73530960083008,1.402564287185669,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,10.06509017944336,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,9180252.0,1164240564.165625,0.6077682375907898,1141.0,453.0,12267.0,2.0,42.65023040771485,2929.0,1920.0,4.0,67.0,67.0,65.0,69.0,64.0,75.0,90.0,545.0,2.0,35.33271253108978,1.0863815546035769,3196.0,1.0,1.0,3.365241765975952
8.89,0.7875292539596558,15.226322555541993,0.06058317720890044,32.439239501953125,1.3507908582687378,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,8.426494598388672,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,9081061.0,1164240564.165625,0.6077682375907898,1141.0,453.0,12267.0,2.0,42.65023040771485,2929.0,1920.0,4.0,67.0,67.0,65.0,69.0,64.0,75.0,90.0,545.0,2.0,35.33271253108978,1.0863815546035769,3196.0,1.0,1.0,3.365241765975952
8.93,0.7875292539596558,15.226322555541993,0.06058317720890044,32.439239501953125,1.3507908582687378,-1.0,-1.0,-1.0,0.4255542516708374,-1.0,2.7354931831359863,8.426494598388672,545095027.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.05948410034179,545000000.0,-1.0,11081047.2,70.70260620117188,986722304.0,22870772.0,2063057.85,817590476.8,-1.0,-1.0,-1.0,80530540.8,9081061.0,1164240564.165625,0.3888737261295318,121.0,2.0,6330.0,1.0,42.65023040771485,2929.0,1920.0,4.0,67.0,67.0,65.0,69.0,64.0,75.0,90.0,545.0,2.0,35.33271253108978,1.0863815546035769,3196.0,1.0,1.0,3.365241765975952
