Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
7.08,0.5222666244953871,32.23406066894531,0.06838747356086969,31.762983322143555,0.5684064626693726,-1.0,-1.0,-1.0,0.7644443154335022,-1.0,4.263706803321838,0.6542896628379822,545087680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,14592920.6,119.26920776367187,1095832745.6,22568373.6,2972411.0375,865534129.6,-1.0,-1.0,-1.0,76244538.0,8856977.0,158484.71875,0.421576976776123,1036.0,447.0,12256.0,7.0,22.54936790466309,2909.0,1920.0,4.0,60.0,58.0,61.0,35.0,33.0,47.0,90.0,545.0,2.0,37.19676434993744,3196.0,2.0,3.3627617359161377
7.18,0.5222666244953871,32.23406066894531,0.06838747356086969,31.805736541748047,0.541332483291626,-1.0,-1.0,-1.0,0.7644443154335022,-1.0,4.263706803321838,0.6571865081787109,545087680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,14592920.6,119.26920776367187,1095832745.6,22568373.6,2972411.0375,865534129.6,-1.0,-1.0,-1.0,76244538.0,8841571.0,158484.71875,0.421576976776123,1036.0,447.0,12256.0,7.0,22.54936790466309,2909.0,1920.0,4.0,60.0,58.0,61.0,35.0,33.0,47.0,90.0,545.0,2.0,37.19676434993744,3196.0,2.0,3.3627617359161377
7.19,0.5222666244953871,32.23406066894531,0.06838747356086969,31.805736541748047,0.541332483291626,-1.0,-1.0,-1.0,0.7644443154335022,-1.0,4.263706803321838,0.6571865081787109,545087680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,14592920.6,119.26920776367187,1095832745.6,22568373.6,2972411.0375,865534129.6,-1.0,-1.0,-1.0,76244538.0,8841571.0,158484.71875,7.010707378387451,212.0,41.0,7798.0,1.0,21.9887809753418,2909.0,1920.0,4.0,60.0,58.0,61.0,35.0,33.0,47.0,90.0,545.0,2.0,37.19676434993744,3196.0,1.0,3.3627617359161377
7.2,0.5222666244953871,32.23406066894531,0.06838747356086969,31.805736541748047,0.541332483291626,-1.0,-1.0,-1.0,0.7644443154335022,-1.0,4.263706803321838,0.6571865081787109,545087680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,14592920.6,119.26920776367187,1095832745.6,22568373.6,2972411.0375,865534129.6,-1.0,-1.0,-1.0,76244538.0,8841571.0,158484.71875,0.1727481335401535,102.0,2.0,6678.0,1.0,21.9887809753418,2909.0,1920.0,4.0,60.0,58.0,61.0,35.0,33.0,47.0,90.0,545.0,2.0,37.19676434993744,3196.0,7.0,3.3627617359161377
7.28,0.5222666244953871,32.23406066894531,0.06838747356086969,32.553714752197266,0.5322135090827942,-1.0,-1.0,-1.0,0.7644443154335022,-1.0,4.263706803321838,0.6518861055374146,545087680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,14592920.6,119.26920776367187,1095832745.6,22568373.6,2972411.0375,865534129.6,-1.0,-1.0,-1.0,76244538.0,8869457.0,158484.71875,0.1727481335401535,102.0,2.0,6678.0,1.0,21.9887809753418,2909.0,1920.0,4.0,60.0,58.0,61.0,35.0,33.0,47.0,90.0,545.0,2.0,37.19676434993744,3196.0,7.0,3.3627617359161377
7.33,0.5222666244953871,32.23406066894531,0.06838747356086969,32.553714752197266,0.5322135090827942,-1.0,-1.0,-1.0,0.7644443154335022,-1.0,4.263706803321838,0.6518861055374146,545087680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,14592920.6,119.26920776367187,1095832745.6,22568373.6,2972411.0375,865534129.6,-1.0,-1.0,-1.0,76244538.0,8869457.0,158484.71875,0.1727481335401535,1036.0,447.0,12256.0,2.0,40.465938568115234,2909.0,1920.0,4.0,84.0,83.0,86.0,82.0,80.0,84.0,90.0,456.0,2.0,36.00169122219086,3196.0,16.0,3.3593077659606934
7.38,0.5222666244953871,32.23406066894531,0.06838747356086969,31.86641311645508,0.5586668252944946,-1.0,-1.0,-1.0,0.7644443154335022,-1.0,4.263706803321838,0.6593970060348511,545087680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,14592920.6,119.26920776367187,1095832745.6,22568373.6,2972411.0375,865534129.6,-1.0,-1.0,-1.0,76244538.0,9032121.0,158484.71875,0.1727481335401535,1036.0,447.0,12256.0,2.0,40.465938568115234,2909.0,1920.0,4.0,84.0,83.0,86.0,82.0,80.0,84.0,90.0,456.0,2.0,36.00169122219086,3196.0,16.0,3.3593077659606934
7.48,0.5222666244953871,32.23406066894531,0.06838747356086969,32.360992431640625,0.5516853928565979,-1.0,-1.0,-1.0,0.7644443154335022,-1.0,4.263706803321838,0.668484091758728,545087680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,14592920.6,119.26920776367187,1095832745.6,22568373.6,2972411.0375,865534129.6,-1.0,-1.0,-1.0,76244538.0,8862056.0,158484.71875,0.1727481335401535,1036.0,447.0,12256.0,2.0,40.465938568115234,2909.0,1920.0,4.0,84.0,83.0,86.0,82.0,80.0,84.0,90.0,456.0,2.0,36.00169122219086,3196.0,16.0,3.3593077659606934
7.58,0.5222666244953871,32.23406066894531,0.06838747356086969,31.98188018798828,0.5472320914268494,-1.0,-1.0,-1.0,0.7644443154335022,-1.0,4.263706803321838,0.646152138710022,545087680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,14592920.6,119.26920776367187,1095832745.6,22568373.6,2972411.0375,865534129.6,-1.0,-1.0,-1.0,76244538.0,8795781.0,158484.71875,0.1727481335401535,1036.0,447.0,12256.0,2.0,40.465938568115234,2909.0,1920.0,4.0,84.0,83.0,86.0,82.0,80.0,84.0,90.0,456.0,2.0,36.00169122219086,3196.0,16.0,3.3593077659606934
7.69,0.5222666244953871,32.23406066894531,0.06838747356086969,31.788101196289062,0.5323429107666016,-1.0,-1.0,-1.0,0.7644443154335022,-1.0,4.263706803321838,0.6559985876083374,545087680.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,14592920.6,119.26920776367187,1095832745.6,22568373.6,2972411.0375,865534129.6,-1.0,-1.0,-1.0,76244538.0,8932512.0,158484.71875,0.1727481335401535,1036.0,447.0,12256.0,2.0,40.465938568115234,2909.0,1920.0,4.0,84.0,83.0,86.0,82.0,80.0,84.0,90.0,456.0,2.0,36.00169122219086,3196.0,16.0,3.3593077659606934
