Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
7.0,31.765371595110214,25.538333620343888,0.6900335720607212,1.269395096759711,31.5122868674142,43.64768157686506,4.160618782043457,0.3896003294357797,19.67643928527832,31.759714126586918,45.499762126377654,12.738308284963878,54.276993887765066,17.151578290121897,0.5762715935707092,36.708421434674946,121.68541608537946,199.7182137625558,0.6342159509658813,0.24126549703734262,5.801993438175747,7.71410608291626,544911808.0,2.0590765476226807,4.597669622727802,76555021750.85715,97506473691.42857,6828307748.571428,-1.0,1873939968.0,2.0225672721862797,545000000.0,0.1551749152796609,11789542.82142857,100.8214590890067,9844444.0,12500.0,3077835.410714286,730702966.8571428,-1.0,0.662633878844125,1102363008.0,75896682.85714285,8819751.0,22977778.0,0.3435598313808441,1038.0,448.0,12257.0,2.0,34.88683319091797,2946.0,8754596920.0,1920.0,3.0,67.0,65.0,67.0,50.0,45.0,85.0,90.0,456.0,2.0,36.81906759738922,3196.0,2.0,2.0,3.369969606399536
7.02,31.765371595110214,25.538333620343888,0.6900335720607212,1.269395096759711,31.5122868674142,43.64768157686506,4.160618782043457,0.3896003294357797,19.67643928527832,31.759714126586918,45.499762126377654,12.738308284963878,54.276993887765066,17.151578290121897,0.5762715935707092,36.708421434674946,121.68541608537946,199.7182137625558,0.6342159509658813,0.24126549703734262,5.801993438175747,7.71410608291626,544911808.0,2.0590765476226807,4.597669622727802,76555021750.85715,97506473691.42857,6828307748.571428,-1.0,1873939968.0,2.0225672721862797,545000000.0,0.1551749152796609,11789542.82142857,100.8214590890067,9844444.0,12500.0,3077835.410714286,730702966.8571428,-1.0,0.662633878844125,1102363008.0,75896682.85714285,8819751.0,22977778.0,0.3435598313808441,1038.0,448.0,12257.0,2.0,34.88683319091797,2946.0,8627902334.5,1920.0,3.0,67.0,65.0,67.0,50.0,45.0,85.0,90.0,456.0,2.0,36.81906759738922,3196.0,2.0,2.0,3.369969606399536
7.03,31.765371595110214,25.538333620343888,0.6900335720607212,1.269395096759711,31.5122868674142,43.64768157686506,4.160618782043457,0.3896003294357797,19.67643928527832,31.759714126586918,45.499762126377654,12.738308284963878,54.276993887765066,17.151578290121897,0.5762715935707092,36.708421434674946,121.68541608537946,199.7182137625558,0.6342159509658813,0.24126549703734262,5.801993438175747,7.71410608291626,544911808.0,2.0590765476226807,4.597669622727802,76555021750.85715,97506473691.42857,6828307748.571428,-1.0,1873939968.0,2.0225672721862797,545000000.0,0.1551749152796609,11789542.82142857,100.8214590890067,9844444.0,12500.0,3077835.410714286,730702966.8571428,-1.0,0.662633878844125,1102363008.0,75896682.85714285,8819751.0,22977778.0,0.3435598313808441,1038.0,448.0,12257.0,2.0,34.88683319091797,2946.0,8035547268.0,1920.0,3.0,67.0,65.0,67.0,50.0,45.0,85.0,90.0,456.0,2.0,36.81906759738922,3196.0,2.0,2.0,3.369969606399536
7.04,31.765371595110214,25.538333620343888,0.6900335720607212,1.269395096759711,31.5122868674142,43.64768157686506,4.160618782043457,0.3896003294357797,19.67643928527832,31.759714126586918,45.499762126377654,12.738308284963878,54.276993887765066,17.151578290121897,0.5762715935707092,36.708421434674946,121.68541608537946,199.7182137625558,0.6342159509658813,0.24126549703734262,5.801993438175747,7.71410608291626,544911808.0,2.0590765476226807,4.597669622727802,76555021750.85715,97506473691.42857,6828307748.571428,-1.0,1873939968.0,2.0225672721862797,545000000.0,0.1551749152796609,11789542.82142857,100.8214590890067,9844444.0,12500.0,3077835.410714286,730702966.8571428,-1.0,0.662633878844125,1102363008.0,75896682.85714285,8819751.0,22977778.0,0.3435598313808441,1038.0,448.0,12257.0,2.0,34.88683319091797,2946.0,8048169265.0,1920.0,3.0,67.0,65.0,67.0,50.0,45.0,85.0,90.0,456.0,2.0,36.81906759738922,3196.0,2.0,2.0,3.369969606399536
7.05,31.765371595110214,25.538333620343888,0.6900335720607212,1.269395096759711,31.5122868674142,43.64768157686506,4.160618782043457,0.3896003294357797,19.67643928527832,31.759714126586918,45.499762126377654,12.738308284963878,54.276993887765066,17.151578290121897,0.5762715935707092,36.708421434674946,121.68541608537946,199.7182137625558,0.6342159509658813,0.24126549703734262,5.801993438175747,7.71410608291626,544911808.0,2.0590765476226807,4.597669622727802,76555021750.85715,97506473691.42857,6828307748.571428,-1.0,1873939968.0,2.0225672721862797,545000000.0,0.1551749152796609,11789542.82142857,100.8214590890067,9844444.0,12500.0,3077835.410714286,730702966.8571428,-1.0,0.662633878844125,1102363008.0,75896682.85714285,8819751.0,22977778.0,0.3435598313808441,1038.0,448.0,12257.0,2.0,34.88683319091797,2946.0,8061851249.0,1920.0,3.0,67.0,65.0,67.0,50.0,45.0,85.0,90.0,456.0,2.0,36.81906759738922,3196.0,2.0,2.0,3.369969606399536
7.06,31.765371595110214,25.538333620343888,0.6900335720607212,1.269395096759711,31.5122868674142,43.64768157686506,4.160618782043457,0.3896003294357797,19.67643928527832,31.759714126586918,45.499762126377654,12.738308284963878,54.276993887765066,17.151578290121897,0.5762715935707092,36.708421434674946,121.68541608537946,199.7182137625558,0.6342159509658813,0.24126549703734262,5.801993438175747,7.71410608291626,544911808.0,2.0590765476226807,4.597669622727802,76555021750.85715,97506473691.42857,6828307748.571428,-1.0,1873939968.0,2.0225672721862797,545000000.0,0.1551749152796609,11789542.82142857,100.8214590890067,9844444.0,12500.0,3077835.410714286,730702966.8571428,-1.0,0.662633878844125,1102363008.0,75896682.85714285,8819751.0,22977778.0,0.3435598313808441,1038.0,448.0,12257.0,2.0,34.88683319091797,2946.0,8787906387.0,1920.0,3.0,67.0,65.0,67.0,50.0,45.0,85.0,90.0,456.0,2.0,36.81906759738922,3196.0,2.0,2.0,3.369969606399536
7.07,31.765371595110214,25.538333620343888,0.6900335720607212,1.269395096759711,31.5122868674142,43.64768157686506,4.160618782043457,0.3896003294357797,19.67643928527832,31.759714126586918,45.499762126377654,12.738308284963878,54.276993887765066,17.151578290121897,0.5762715935707092,36.708421434674946,121.68541608537946,199.7182137625558,0.6342159509658813,0.24126549703734262,5.801993438175747,7.71410608291626,544911808.0,2.0590765476226807,4.597669622727802,76555021750.85715,97506473691.42857,6828307748.571428,-1.0,1873939968.0,2.0225672721862797,545000000.0,0.1551749152796609,11789542.82142857,100.8214590890067,9844444.0,12500.0,3077835.410714286,730702966.8571428,-1.0,0.662633878844125,1102363008.0,75896682.85714285,8819751.0,22977778.0,0.3435598313808441,1038.0,448.0,12257.0,2.0,34.88683319091797,2946.0,8802414369.0,1920.0,3.0,67.0,65.0,67.0,50.0,45.0,85.0,90.0,456.0,2.0,36.81906759738922,3196.0,2.0,2.0,3.369969606399536
7.08,31.765371595110214,25.538333620343888,0.6900335720607212,1.269395096759711,31.5122868674142,43.64768157686506,4.160618782043457,0.3896003294357797,19.55199432373047,31.73991203308105,45.499762126377654,12.738308284963878,54.276993887765066,17.151578290121897,0.5785558223724365,36.708421434674946,121.68541608537946,199.7182137625558,0.6342159509658813,0.24126549703734262,5.801993438175747,7.497372150421143,544911808.0,2.0590765476226807,4.597669622727802,76555021750.85715,97506473691.42857,6828307748.571428,-1.0,1872811136.0,2.0225672721862797,545000000.0,0.1551749152796609,11789542.82142857,100.8214590890067,9844444.0,12500.0,3077835.410714286,730702966.8571428,-1.0,0.662633878844125,1101736576.0,75896682.85714285,8816061.0,22977778.0,0.3435598313808441,1038.0,448.0,12257.0,2.0,34.88683319091797,2946.0,8802414369.0,1920.0,3.0,67.0,65.0,67.0,50.0,45.0,85.0,90.0,456.0,2.0,36.81906759738922,3196.0,2.0,2.0,3.369969606399536
7.09,31.765371595110214,25.538333620343888,0.6900335720607212,1.269395096759711,31.5122868674142,43.64768157686506,4.160618782043457,0.3896003294357797,19.55199432373047,31.73991203308105,45.499762126377654,12.738308284963878,54.276993887765066,17.151578290121897,0.5785558223724365,36.708421434674946,121.68541608537946,199.7182137625558,0.6342159509658813,0.24126549703734262,5.801993438175747,7.497372150421143,544911808.0,2.0590765476226807,4.597669622727802,76555021750.85715,97506473691.42857,6828307748.571428,-1.0,1872811136.0,2.0225672721862797,545000000.0,0.1551749152796609,11789542.82142857,100.8214590890067,9844444.0,12500.0,3077835.410714286,730702966.8571428,-1.0,0.662633878844125,1101736576.0,75896682.85714285,8816061.0,22977778.0,0.3435598313808441,1038.0,448.0,12257.0,2.0,34.88683319091797,2946.0,8096417328.5,1920.0,3.0,67.0,65.0,67.0,50.0,45.0,85.0,90.0,456.0,2.0,36.81906759738922,3196.0,2.0,2.0,3.369969606399536
7.1,31.765371595110214,25.538333620343888,0.6900335720607212,1.269395096759711,31.5122868674142,43.64768157686506,4.160618782043457,0.3896003294357797,19.55199432373047,31.73991203308105,45.499762126377654,12.738308284963878,54.276993887765066,17.151578290121897,0.5785558223724365,36.708421434674946,121.68541608537946,199.7182137625558,0.6342159509658813,0.24126549703734262,5.801993438175747,7.497372150421143,544911808.0,2.0590765476226807,4.597669622727802,76555021750.85715,97506473691.42857,6828307748.571428,-1.0,1872811136.0,2.0225672721862797,545000000.0,0.1551749152796609,11789542.82142857,100.8214590890067,9844444.0,12500.0,3077835.410714286,730702966.8571428,-1.0,0.662633878844125,1101736576.0,75896682.85714285,8816061.0,22977778.0,0.3435598313808441,1038.0,448.0,12257.0,2.0,34.88683319091797,2946.0,8116488929.0,1920.0,3.0,67.0,65.0,67.0,50.0,45.0,85.0,90.0,456.0,2.0,36.81906759738922,3196.0,2.0,2.0,3.369969606399536
