Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
7.05,0.3390333562468489,19.050845781962078,0.0025663414271548334,22.694507598876957,0.9367398023605348,-1.0,-1.0,-1.0,0.2695458233356476,-1.0,2.1080077489217124,10.215800285339355,545056352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.75088640054067,545000000.0,-1.0,4599171.333333333,54.20421346028646,418099530.6666667,6608701.365722656,687402.0208333334,313723581.3333333,-1.0,-1.0,-1.0,25423018.0,13286762.0,714801736.2317709,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2884.0,6843267315.5,1920.0,3.0,54.0,54.0,58.0,30.0,45.0,46.0,90.0,545.0,2.0,33.86237025260925,2736.0,1.0,2.264796257019043
7.15,0.3390333562468489,19.050845781962078,0.0025663414271548334,22.18500328063965,0.8996037244796753,-1.0,-1.0,-1.0,0.2695458233356476,-1.0,2.1080077489217124,14.33000373840332,545056352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.75088640054067,545000000.0,-1.0,4599171.333333333,54.20421346028646,418099530.6666667,6608701.365722656,687402.0208333334,313723581.3333333,-1.0,-1.0,-1.0,25423018.0,13448091.0,714801736.2317709,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2884.0,6843267315.5,1920.0,3.0,54.0,54.0,58.0,30.0,45.0,46.0,90.0,545.0,2.0,33.86237025260925,2736.0,1.0,2.264796257019043
7.25,0.3390333562468489,19.050845781962078,0.0025663414271548334,22.62724876403809,0.8957411646842957,-1.0,-1.0,-1.0,0.2695458233356476,-1.0,2.1080077489217124,26.2260684967041,545056352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.75088640054067,545000000.0,-1.0,4599171.333333333,54.20421346028646,418099530.6666667,6608701.365722656,687402.0208333334,313723581.3333333,-1.0,-1.0,-1.0,25423018.0,13563322.0,714801736.2317709,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2884.0,6843267315.5,1920.0,3.0,54.0,54.0,58.0,30.0,45.0,46.0,90.0,545.0,2.0,33.86237025260925,2736.0,1.0,2.264796257019043
7.35,0.3390333562468489,19.050845781962078,0.0025663414271548334,23.191686630249023,0.943249523639679,-1.0,-1.0,-1.0,0.2695458233356476,-1.0,2.1080077489217124,15.609314918518066,545056352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.75088640054067,545000000.0,-1.0,4599171.333333333,54.20421346028646,418099530.6666667,6608701.365722656,687402.0208333334,313723581.3333333,-1.0,-1.0,-1.0,25423018.0,12524472.0,714801736.2317709,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2884.0,6843267315.5,1920.0,3.0,54.0,54.0,58.0,30.0,45.0,46.0,90.0,545.0,2.0,33.86237025260925,2736.0,1.0,2.264796257019043
7.45,0.3390333562468489,19.050845781962078,0.0025663414271548334,21.032129287719727,0.6813369393348694,-1.0,-1.0,-1.0,0.2695458233356476,-1.0,2.1080077489217124,0.911274552345276,545056352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.75088640054067,545000000.0,-1.0,4599171.333333333,54.20421346028646,418099530.6666667,6608701.365722656,687402.0208333334,313723581.3333333,-1.0,-1.0,-1.0,25423018.0,12291968.0,714801736.2317709,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2884.0,6843267315.5,1920.0,3.0,54.0,54.0,58.0,30.0,45.0,46.0,90.0,545.0,2.0,33.86237025260925,2736.0,1.0,2.264796257019043
7.49,0.3390333562468489,19.050845781962078,0.0025663414271548334,21.032129287719727,0.6813369393348694,-1.0,-1.0,-1.0,0.2695458233356476,-1.0,2.1080077489217124,0.911274552345276,545056352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.75088640054067,545000000.0,-1.0,4599171.333333333,54.20421346028646,418099530.6666667,6608701.365722656,687402.0208333334,313723581.3333333,-1.0,-1.0,-1.0,25423018.0,12291968.0,714801736.2317709,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2884.0,6843267315.5,1920.0,3.0,54.0,54.0,58.0,30.0,45.0,46.0,90.0,545.0,2.0,33.86237025260925,2736.0,1.0,2.264796257019043
7.53,0.3390333562468489,19.050845781962078,0.0025663414271548334,21.032129287719727,0.6813369393348694,-1.0,-1.0,-1.0,0.2695458233356476,-1.0,2.1080077489217124,0.911274552345276,545056352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.75088640054067,545000000.0,-1.0,4599171.333333333,54.20421346028646,418099530.6666667,6608701.365722656,687402.0208333334,313723581.3333333,-1.0,-1.0,-1.0,25423018.0,12291968.0,714801736.2317709,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2884.0,6013505417.0,1920.0,3.0,54.0,54.0,58.0,30.0,45.0,46.0,90.0,545.0,2.0,33.86237025260925,2736.0,1.0,2.264796257019043
7.55,0.3390333562468489,19.050845781962078,0.0025663414271548334,22.13124656677246,0.6495805382728577,-1.0,-1.0,-1.0,0.2695458233356476,-1.0,2.1080077489217124,18.291961669921875,545056352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.75088640054067,545000000.0,-1.0,4599171.333333333,54.20421346028646,418099530.6666667,6608701.365722656,687402.0208333334,313723581.3333333,-1.0,-1.0,-1.0,25423018.0,11233029.0,714801736.2317709,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2884.0,4996597401.0,1920.0,3.0,54.0,54.0,58.0,30.0,45.0,46.0,90.0,545.0,2.0,33.86237025260925,2736.0,1.0,2.264796257019043
7.56,0.3390333562468489,19.050845781962078,0.0025663414271548334,22.13124656677246,0.6495805382728577,-1.0,-1.0,-1.0,0.2695458233356476,-1.0,2.1080077489217124,18.291961669921875,545056352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.75088640054067,545000000.0,-1.0,4599171.333333333,54.20421346028646,418099530.6666667,6608701.365722656,687402.0208333334,313723581.3333333,-1.0,-1.0,-1.0,25423018.0,11233029.0,714801736.2317709,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2884.0,6071141197.0,1920.0,3.0,54.0,54.0,58.0,30.0,45.0,46.0,90.0,545.0,2.0,33.86237025260925,2736.0,1.0,2.264796257019043
7.57,0.3390333562468489,19.050845781962078,0.0025663414271548334,22.13124656677246,0.6495805382728577,-1.0,-1.0,-1.0,0.2695458233356476,-1.0,2.1080077489217124,18.291961669921875,545056352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.75088640054067,545000000.0,-1.0,4599171.333333333,54.20421346028646,418099530.6666667,6608701.365722656,687402.0208333334,313723581.3333333,-1.0,-1.0,-1.0,25423018.0,11233029.0,714801736.2317709,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2884.0,5575883563.0,1920.0,3.0,54.0,54.0,58.0,30.0,45.0,46.0,90.0,545.0,2.0,33.86237025260925,2736.0,1.0,2.264796257019043
