db_id,room_label,noise_type,TotalUsedMem_mean,TotalUsedMem_std,TotalUsedMem_max,TotalUsedMem_min,TotalUsedMem_median,CpuUtil_mean,CpuUtil_std,CpuUtil_max,CpuUtil_min,CpuUtil_median,GpuUtil_mean,GpuUtil_std,GpuUtil_max,GpuUtil_min,GpuUtil_median,BatteryMicroAmps_mean,BatteryMicroAmps_std,BatteryMicroAmps_max,BatteryMicroAmps_min,BatteryMicroAmps_median,BatteryVoltageMv_mean,BatteryVoltageMv_std,BatteryVoltageMv_max,BatteryVoltageMv_min,BatteryVoltageMv_median,AvgFPS_mean,AvgFPS_std,AvgFPS_max,AvgFPS_min,AvgFPS_median,WorstFrameMs_mean,WorstFrameMs_std,WorstFrameMs_max,WorstFrameMs_min,WorstFrameMs_median,BestFrameMs_mean,BestFrameMs_std,BestFrameMs_max,BestFrameMs_min,BestFrameMs_median,MainThreadMs_mean,MainThreadMs_std,MainThreadMs_max,MainThreadMs_min,MainThreadMs_median,GCAllocRate_mean,GCAllocRate_std,GCAllocRate_max,FrameTimeStdDev_mean,FrameTimeStdDev_std,FrameTimeStdDev_max,FrameTimeStdDev_min,FrameTimeStdDev_median,CpuClockFreq_mean,CpuClockFreq_max,CpuClockFreq_min,CpuClockFreq_median,WorstFrameMs_range,CpuUtil_range
29,conference,2.0,145439356.2197802,307740.20043185947,145985022,144913136,145498233.0,0.1573307692307692,0.0112987087984787,0.1692,0.1371,0.1615,0.3205802197802198,0.0194504396967165,0.3556,0.2927,0.3178,-2543473.912087912,215871.594048543,-2163261,-3258991,-2532777.0,3839.450549450549,11.866164536439802,3865,3834,3834.0,72.01274725274725,0.4356223286136892,73.36,71.04,71.97,15.734945054945054,0.926059001751656,21.82,14.37,15.7,12.15032967032967,0.8366871850730393,13.46,6.24,12.27,13.977883516483516,0.5905532638060192,15.1046,12.5909,13.9016,0.0,0.0,0,0.0010178461538461,0.0004251707349361,0.004137,0.000333,0.001012,1920000.0,1920000,1920000,1920000.0,7.450000000000001,0.0320999999999999
30,conference,2.0,145469921.54945055,319313.94866623404,146028264,144954304,145514272.0,0.1633197802197802,0.0098090119536432,0.1803,0.1427,0.165,0.3284835164835165,0.0190875833039659,0.3662,0.3021,0.3287,-2578152.076923077,191824.05948317624,-2220025,-3151323,-2585513.0,3827.538461538461,9.305085458211224,3843,3822,3822.0,72.00769230769231,0.5356202571123136,75.29,71.13,72.04,15.76802197802198,0.8414408539063876,20.86,14.62,15.64,12.090329670329671,0.8508002122831193,13.15,6.53,12.24,13.98057912087912,0.5869455268149742,15.4307,12.8194,13.9432,0.0,0.0,0,0.0010587362637362,0.0004154973682271,0.00393,0.000524,0.000991,1920000.0,1920000,1920000,1920000.0,6.24,0.0375999999999999
31,kitchen,0.0,144762713.83516484,308132.12805222155,145330707,144292428,144698700.0,0.1505274725274725,0.011472014895524,0.1699,0.136,0.1472,0.3250824175824175,0.0017059108617193,0.3289,0.3226,0.3255,-2604841.8571428573,190662.7441618997,-2215997,-3029738,-2593203.0,3696.593406593407,3.2317110087314376,3714,3696,3696.0,72.00934065934067,0.297697841584391,73.63,71.35,72.01,15.75076923076923,0.8948187038839278,23.13,14.41,15.71,12.195934065934065,0.895610255042744,13.07,4.7,12.26,13.889952747252746,0.2903264619702215,14.6542,13.2866,13.9081,675.1648351648352,6440.662036819465,61440,0.0009525934065934,0.0004443394592731,0.004803,0.00044,0.000903,1920000.0,1920000,1920000,1920000.0,8.719999999999999,0.0338999999999999
32,kitchen,0.0,144744343.18681318,303305.1774471721,145314276,144255940,144700091.0,0.1499582417582417,0.0051165106585134,0.1589,0.1403,0.1498,0.327543956043956,0.0107948671834885,0.3645,0.3227,0.3247,-2656752.4945054944,269877.19339804986,-2252619,-3587857,-2638981.0,3695.351648351648,2.1415136203350738,3697,3691,3697.0,71.98197802197802,1.112773531696783,76.64,63.26,71.97,15.905604395604396,1.1796903631332052,24.52,14.51,15.76,11.9310989010989,1.021053323832742,13.48,5.97,12.1,13.89765164835165,0.627191453733341,15.1188,9.688,13.9841,0.0,0.0,0,0.0010846263736263,0.0005030969124301,0.004003,0.000441,0.000975,1920000.0,1920000,1920000,1920000.0,10.01,0.0186
33,kitchen,1.0,146199356.58241758,308922.721302927,146765636,145700008,146157469.0,0.1672483516483516,0.0109691725874264,0.1866,0.1506,0.1667,0.3445131868131868,0.0025573079939311,0.3476,0.3376,0.3436,-2587227.076923077,164237.15800486875,-2314876,-3041823,-2559511.0,3709.021978021978,1.4296699073413006,3711,3708,3708.0,72.0043956043956,0.4343045751318575,73.94,70.86,72.01,15.691428571428572,0.8910013984632641,21.81,14.55,15.6,12.186703296703296,0.8516377098078671,13.32,5.99,12.32,13.904324175824176,0.511526778345563,14.955,12.7329,13.9146,675.1648351648352,6440.662036819465,61440,0.0009917692307692,0.0004276559384708,0.004276,0.000451,0.000952,1920000.0,1920000,1920000,1920000.0,7.259999999999998,0.0359999999999999
34,kitchen,1.0,146225219.75824177,338811.6009868874,147012851,145683712,146182738.0,0.163176923076923,0.0095816384231401,0.1765,0.1434,0.1623,0.3471274725274725,0.0020971444041874,0.3506,0.3442,0.3467,-2593412.527472528,154551.13437114455,-2274958,-2977368,-2565004.0,3696.2417582417584,0.4305205980534482,3697,3696,3696.0,72.00604395604395,0.3560021195969342,73.32,71.24,72.03,15.84802197802198,0.9200280427854364,22.23,14.53,15.88,12.119670329670331,0.8325855986015973,13.37,6.08,12.14,13.862954945054945,0.5206326079905603,15.2231,12.2746,13.8371,0.0,0.0,0,0.0010445934065934,0.0004293530010511,0.004284,0.000476,0.001037,1920000.0,1920000,1920000,1920000.0,7.700000000000001,0.0330999999999999
35,kitchen,2.0,145959409.17582417,312471.17618487333,146541752,145402616,145934480.0,0.1674351648351648,0.0061030479384643,0.1771,0.1569,0.166,0.3154846153846153,0.0129609492371587,0.3377,0.2982,0.31,-2622939.5934065934,183857.0344548525,-2261042,-3031569,-2613712.0,3680.6703296703295,1.983571106503158,3683,3679,3679.0,72.00901098901099,0.4220691226829369,73.5,71.04,72.01,15.732527472527474,0.9622284244936552,22.19,14.34,15.65,12.084945054945056,0.9117460338717296,13.56,5.88,12.17,13.905650549450549,0.5505304664843468,15.1586,12.7045,13.8913,0.0,0.0,0,0.0010380769230769,0.0004536499196215,0.004346,0.000258,0.001018,1920000.0,1920000,1920000,1920000.0,7.850000000000001,0.0201999999999999
36,kitchen,2.0,146228728.4065934,313649.15770877653,146805688,145711272,146151474.0,0.1762758241758242,0.0232556198257508,0.2394,0.147,0.172,0.3220681318681319,0.0210317636980136,0.3649,0.2999,0.3145,-2623007.956043956,196887.3866436181,-2183403,-3140336,-2600528.0,3701.208791208792,12.83616114603724,3720,3686,3711.0,72.0143956043956,0.3207810218520803,72.98,71.21,72.02,15.6889010989011,0.8768471937692464,21.94,14.57,15.61,12.137032967032969,0.8277902237020285,13.18,5.96,12.23,13.895859340659342,0.5777403822898737,14.9968,12.6642,13.8836,0.0,0.0,0,0.0010201428571428,0.0004109822535078,0.004203,0.00045,0.001004,1920000.0,1920000,1920000,1920000.0,7.370000000000001,0.0924
37,conference,0.0,145351263.57142857,319200.52129401104,145944676,144776260,145286884.0,0.1510999999999999,0.0051998076887515,0.159,0.1407,0.1518,0.3390252747252747,0.0041485095960033,0.3428,0.3116,0.3406,-2715681.758241758,188687.90788832825,-2304256,-3210650,-2703436.0,3570.5274725274726,0.8861986150679358,3572,3570,3570.0,72.00285714285714,0.3929441173565001,73.64,71.27,71.95,15.679780219780218,0.8553842255864752,21.62,14.47,15.58,12.198901098901098,0.7746173973853882,13.13,6.35,12.35,13.9411010989011,0.4331897168407362,14.9945,13.0104,13.9406,0.0,0.0,0,0.0009568571428571,0.0003981485923462,0.004054,0.000495,0.000884,1920000.0,1920000,1920000,1920000.0,7.15,0.0183
38,conference,0.0,145432033.8791209,360345.54036528966,146122331,144799388,145442491.0,0.1530857142857142,0.0403389956670784,0.5235,0.1323,0.1518,0.3489593406593407,0.0281942625291111,0.4983,0.3374,0.3401,-2822714.6373626376,332707.9501435496,-2357724,-3932104,-2791695.0,3585.0,11.663809173869438,3601,3574,3578.0,72.03483516483517,0.4442055646191111,74.12,71.08,71.96,15.832087912087912,0.9641709351487378,21.44,14.15,15.64,11.977472527472528,0.9899681177880804,13.58,6.35,12.11,13.882998901098905,0.4638930177181669,14.8645,11.4063,13.8828,0.0,0.0,0,0.0010545824175824,0.0005125101205707,0.004043,0.000274,0.000955,1920000.0,1920000,1920000,1920000.0,7.290000000000001,0.3912
39,conference,1.0,146333690.34065935,311972.8964958858,146919152,145743860,146272960.0,0.1578714285714285,0.0087195984325768,0.176,0.1472,0.1562,0.358210989010989,0.005000609975003,0.3646,0.3498,0.358,-2729626.395604396,210266.3511890933,-2260676,-3182085,-2739691.0,3589.021978021978,8.162213781918444,3595,3578,3595.0,71.99923076923078,0.4714663432531671,73.95,71.05,72.0,15.643296703296702,0.6946238869505887,20.19,14.59,15.62,12.212307692307691,0.7043611398882077,13.1,7.19,12.26,13.919608791208791,0.5643192929240505,15.2336,12.7694,13.8098,0.0,0.0,0,0.0009958021978021,0.0003302665664035,0.003461,0.000584,0.000983,1920000.0,1920000,1920000,1920000.0,5.600000000000001,0.0287999999999999
40,conference,1.0,146290721.32967034,327794.6680852711,146920900,145683600,146242666.0,0.1565131868131868,0.0137590310446243,0.1873,0.1408,0.1541,0.3597923076923077,0.0030310332220485,0.3647,0.3549,0.3598,-2711158.340659341,185218.1316182637,-2251886,-3094192,-2700506.0,3572.065934065934,6.03287695843442,3578,3566,3578.0,72.00417582417583,0.3648045623924806,73.11,71.02,72.01,15.714615384615383,0.8351078542350855,21.34,14.56,15.66,12.167582417582418,0.7857075235584247,13.31,6.69,12.22,13.928653846153846,0.55291555620239,15.1886,12.6577,13.9238,0.0,0.0,0,0.0010136263736263,0.0003884943485461,0.003859,0.000416,0.000974,1920000.0,1920000,1920000,1920000.0,6.779999999999999,0.0464999999999999
41,conference,2.0,145993488.51648352,308204.1066365821,146732551,145432068,145924152.0,0.1686131868131868,0.0099900862947135,0.1861,0.1473,0.165,0.3136054945054945,0.0114009976428709,0.3324,0.2923,0.3159,-2633044.89010989,200304.4290061977,-2289241,-3173296,-2610049.0,3578.4725274725274,3.62197202069272,3582,3573,3579.0,71.99978021978022,0.4764124684019514,74.34,71.01,72.0,15.708901098901098,0.8013370085182645,21.55,14.52,15.67,12.21021978021978,0.7796679891993599,13.36,6.32,12.28,13.957475824175823,0.548474996966976,14.9905,12.5747,13.9805,0.0,0.0,0,0.0010305384615384,0.0003864697863048,0.004161,0.000441,0.000987,1920000.0,1920000,1920000,1920000.0,7.030000000000001,0.0388
42,conference,2.0,146043012.41111112,313334.76860146254,146656126,145469252,145983676.0,0.1685422222222222,0.0102637573094537,0.1929,0.1543,0.1708,0.3108533333333333,0.0111872740702815,0.3503,0.3002,0.308,-2638350.144444444,210406.3064678157,-2303523,-3293050,-2593935.5,3571.2,1.8432994355200896,3574,3570,3570.0,72.0,0.422523185987027,73.35,70.95,71.97,15.733555555555556,0.803039606270109,21.02,14.58,15.69,12.200777777777777,0.7113418681851985,13.33,7.2,12.225,13.88967888888889,0.61012300960764,14.9469,12.6698,13.82345,0.0,0.0,0,0.0010292,0.0003634293032034,0.003699,0.000365,0.0010585,1920000.0,1920000,1920000,1920000.0,6.44,0.0385999999999999
43,conference,0.0,145338112.05555555,263327.1559719896,145803876,144886996,145372964.0,0.1604933333333333,0.0105932117335329,0.1859,0.1447,0.1594,0.3307188888888889,0.002124173041706,0.3341,0.3248,0.331,-2857325.2444444443,179223.51819335122,-2478576,-3216510,-2874460.0,3484.733333333333,4.765984341305971,3486,3467,3486.0,71.99933333333334,0.3687506998660274,73.99,70.81,72.015,15.773333333333332,0.8374707776219934,21.94,14.61,15.68,12.17688888888889,0.8418901212626562,13.37,5.86,12.305,13.905335555555554,0.4286163639965734,14.9285,12.9401,13.90715,0.0,0.0,0,0.0009953888888888,0.0004128804189164,0.004218,0.000362,0.0009225,1920000.0,1920000,1920000,1920000.0,7.330000000000002,0.0412
44,conference,0.0,145297908.62637362,266204.52177684515,145795132,144848620,145327196.0,0.1523571428571428,0.0101363278783365,0.1688,0.1352,0.153,0.3021747252747253,0.0104482597530943,0.3297,0.2927,0.2978,-2760936.10989011,205412.453013738,-2342343,-3201861,-2777046.0,3495.725274725274,5.354262962176245,3497,3471,3497.0,71.9989010989011,0.3550006276972564,73.5,71.04,72.0,15.665714285714284,0.6981087830817434,20.73,14.47,15.63,12.174615384615386,0.6771809337939287,13.1,6.92,12.29,13.985196703296705,0.4475693447079952,14.9828,13.1588,13.9045,675.1648351648352,6440.662036819465,61440,0.0009554505494505,0.0003469587315753,0.003637,0.000453,0.000907,1920000.0,1920000,1920000,1920000.0,6.26,0.0336
45,conference,1.0,146343064.74725273,285193.90282068355,146985251,145874878,146385316.0,0.1684087912087912,0.0093085701056326,0.1852,0.1514,0.1663,0.3529274725274725,0.015111210451803,0.3679,0.3239,0.3593,-2763133.4395604394,204906.3329921591,-2333553,-3136674,-2758002.0,3466.153846153846,14.51200505093243,3500,3460,3460.0,72.01208791208792,0.4547466119439273,73.21,71.09,72.06,15.683076923076923,0.8961146904618503,21.89,14.25,15.54,12.17769230769231,0.7859687255908072,13.24,6.46,12.25,13.871092307692306,0.5385507974041217,15.1663,12.8359,13.8823,0.0,0.0,0,0.0010092307692307,0.0003995076435626,0.004082,0.000334,0.000992,1920000.0,1920000,1920000,1920000.0,7.640000000000001,0.0338
46,conference,1.0,146043663.76923078,295245.04173450544,146715061,145540012,146049208.0,0.1687582417582417,0.0105526622858253,0.1965,0.1512,0.1702,0.3442252747252747,0.0116365859197675,0.359,0.3227,0.3446,-2779440.263736264,210015.58983010103,-2469055,-3248737,-2787300.0,3467.8571428571427,5.596767774689865,3471,3458,3471.0,72.00857142857143,0.4634354118454708,73.17,70.91,72.0,15.71879120879121,0.9477562217795548,22.1,14.43,15.55,12.253296703296703,0.8812012696629967,13.18,6.04,12.42,13.936447252747252,0.5285153861611176,14.856,12.8341,13.9996,0.0,0.0,0,0.0010136043956043,0.0004333541758864,0.004266,0.000555,0.000982,1920000.0,1920000,1920000,1920000.0,7.670000000000002,0.0453
47,conference,2.0,146144865.05555555,276023.9036553113,146639818,145698834,146160720.0,0.1701811111111111,0.0092686119398153,0.1881,0.1523,0.1684,0.3157111111111111,0.0090771406234357,0.3317,0.2987,0.31535,-2778233.8444444444,206747.46682099125,-2367978,-3289021,-2768989.0,3454.0,0.0,3454,3454,3454.0,71.99855555555555,0.4037591926420326,73.93,70.75,72.02,15.705222222222222,0.8432550999226562,21.19,14.52,15.655,12.159777777777778,0.868574937453605,13.24,6.26,12.24,13.819496666666666,0.5827672053288017,14.9205,12.6148,13.7761,682.6666666666666,6476.34464802484,61440,0.0010321777777777,0.0004132084540119,0.003958,0.000443,0.0010265,1920000.0,1920000,1920000,1920000.0,6.670000000000002,0.0358
48,conference,2.0,146037933.1098901,303875.02823817503,146665601,145554128,146022770.0,0.1724252747252747,0.0101148141456709,0.1962,0.1609,0.1726,0.3159065934065934,0.0055918949719472,0.3257,0.3057,0.3163,-2745124.318681319,208411.38448867472,-2330990,-3228961,-2730536.0,3473.285714285714,0.7037315505491158,3475,3473,3473.0,72.00527472527472,0.3701541440455442,73.15,71.04,71.96,15.678791208791209,1.0106145931668788,22.11,14.43,15.49,12.098791208791209,0.976360401542194,13.27,5.48,12.31,14.034053846153846,0.5525528753597938,15.3899,12.6724,14.1584,675.1648351648352,6440.662036819465,61440,0.0010374725274725,0.000487010708088,0.004456,0.000374,0.000985,1920000.0,1920000,1920000,1920000.0,7.68,0.0353
49,conference,0.0,144222785.7802198,177710.9236900568,144550324,143919604,144215252.0,0.1516593406593406,0.0124545750453574,0.1854,0.141,0.1472,0.3005560439560439,0.000749993894969,0.3019,0.2991,0.3006,-2308408.901098901,177825.5552570837,-2018604,-2967114,-2275691.0,4037.428571428572,12.976168632572165,4086,4034,4034.0,72.00626373626373,0.2944020242670755,73.28,70.82,71.97,15.729010989010987,0.9490276368122562,23.54,14.57,15.57,12.125054945054949,0.9606090355444918,13.13,4.23,12.25,13.849421978021978,0.3816354126365451,14.9552,12.9247,13.818,675.1648351648352,6440.662036819466,61440,0.0009643516483516,0.0004781639972883,0.004981,0.000451,0.000891,1920000.0,1920000,1920000,1920000.0,8.969999999999999,0.0444
50,conference,0.0,144081788.02197802,184245.3745302768,144501660,143774452,144084091.0,0.1407494505494505,0.0071418698707205,0.1488,0.1258,0.1429,0.2956846153846154,0.0019115975330087,0.2984,0.2937,0.2951,-2274088.846153846,171086.84218800973,-1905442,-2735297,-2272395.0,4091.142857142857,6.526137923035127,4098,4085,4085.0,72.01,0.3676381070805616,72.83,71.21,72.09,15.666153846153843,0.8526204955322793,21.43,14.39,15.6,12.101208791208792,0.7677743232730639,13.08,6.34,12.18,13.94204065934066,0.4501168453185908,15.0106,13.0996,13.9021,675.1648351648352,6440.662036819466,61440,0.0009604615384615,0.0004015953548783,0.003974,0.000339,0.000918,1920000.0,1920000,1920000,1920000.0,7.039999999999999,0.0229999999999999
51,conference,1.0,145033013.6153846,184324.857657382,145506595,144711184,145034709.0,0.1611560439560439,0.012594912630734,0.1842,0.1461,0.1567,0.3206,0.0023246505113672,0.3252,0.3161,0.3198,-2299724.3076923075,167269.20158572684,-1934007,-2862009,-2285579.0,4085.835164835165,3.012063656785877,4089,4083,4083.0,72.00351648351648,0.3869348886551937,74.52,70.95,71.99,15.713076923076924,0.8137371843096555,20.87,14.61,15.57,12.15230769230769,0.8321392470588839,13.27,6.07,12.26,13.92805824175824,0.4404166862985638,15.197,12.9686,13.8696,0.0,0.0,0,0.0010044395604395,0.0003994295712858,0.003921,0.000479,0.000966,1920000.0,1920000,1920000,1920000.0,6.260000000000002,0.0380999999999999
52,conference,1.0,145048817.2857143,201773.024802797,145465630,144721022,145024484.0,0.1720428571428571,0.0257726433036493,0.2551,0.1543,0.1645,0.3213087912087912,0.0158618105198313,0.3752,0.3107,0.3177,-2393186.813186813,260572.2932386374,-2084158,-3516810,-2350033.0,4071.472527472528,1.3608874501641917,4072,4068,4072.0,72.02538461538462,0.4204185948216314,73.75,70.87,71.98,15.823846153846157,0.9273687618810657,21.55,14.52,15.68,12.148681318681318,0.888884705423611,13.4,7.39,12.36,13.822782417582417,0.5490387813854333,15.1332,12.4552,13.8121,675.1648351648352,6440.662036819466,61440,0.0010565714285714,0.0004618536117972,0.003914,0.000396,0.000977,1920000.0,1920000,1920000,1920000.0,7.030000000000001,0.1008
