db_id,room_label,noise_type,TotalUsedMem_mean,TotalUsedMem_std,TotalUsedMem_max,TotalUsedMem_min,TotalUsedMem_median,CpuUtil_mean,CpuUtil_std,CpuUtil_max,CpuUtil_min,CpuUtil_median,GpuUtil_mean,GpuUtil_std,GpuUtil_max,GpuUtil_min,GpuUtil_median,BatteryMicroAmps_mean,BatteryMicroAmps_std,BatteryMicroAmps_max,BatteryMicroAmps_min,BatteryMicroAmps_median,BatteryTemp_mean,BatteryTemp_std,BatteryTemp_max,BatteryTemp_min,BatteryTemp_median,BatteryLevel_mean,BatteryLevel_std,BatteryLevel_max,BatteryLevel_min,BatteryLevel_median,BatteryVoltageMv_mean,BatteryVoltageMv_std,BatteryVoltageMv_max,BatteryVoltageMv_min,BatteryVoltageMv_median,AvgFPS_mean,AvgFPS_std,AvgFPS_max,AvgFPS_min,AvgFPS_median,WorstFrameMs_mean,WorstFrameMs_std,WorstFrameMs_max,WorstFrameMs_min,WorstFrameMs_median,BestFrameMs_mean,BestFrameMs_std,BestFrameMs_max,BestFrameMs_min,BestFrameMs_median,MainThreadMs_mean,MainThreadMs_std,MainThreadMs_max,MainThreadMs_min,MainThreadMs_median,GCAllocRate_mean,GCAllocRate_std,GCAllocRate_max,GCAllocRate_min,GCAllocRate_median,FrameTimeStdDev_mean,FrameTimeStdDev_std,FrameTimeStdDev_max,FrameTimeStdDev_min,FrameTimeStdDev_median,CpuClockFreq_mean,CpuClockFreq_std,CpuClockFreq_max,CpuClockFreq_min,CpuClockFreq_median,WorstFrameMs_range,CpuUtil_range
91,lab,0.0,145841784.92307693,283757.9547519687,146377668,145365384,145868582.0,0.16671538461538463,0.009119611627658057,0.1844,0.1548,0.1655,0.34604175824175826,0.001109260607999405,0.3491,0.3445,0.3458,-2655412.4285714286,275901.16930782516,-2193291,-3616422,-2619937.0,50.0,0.0,50.0,50.0,50.0,0.63,0.0,0.63,0.63,0.63,3744.0,0.0,3744,3744,3744.0,72.02274725274725,0.40039165807179417,74.12,71.07,72.0,15.942527472527471,0.8207606139112585,22.03,14.67,15.77,12.025494505494505,0.807491676924789,13.37,6.7,12.2,13.79251978021978,0.43984128178236187,14.7602,12.6072,13.8085,675.1648351648352,6440.662036819466,61440,0,0.0,0.0010975934065934065,0.00041632796842078375,0.004206,0.000422,0.001019,1920000.0,0.0,1920000,1920000,1920000.0,7.360000000000001,0.029600000000000015
92,lab,1.0,146303664.54945055,295897.2736576812,147035996,145820808,146317256.0,0.16893516483516482,0.008818759973631652,0.1829,0.1535,0.1691,0.3495010989010989,0.003359976670074212,0.3565,0.3464,0.348,-2596072.7252747254,217765.35317931668,-2235406,-3200396,-2550722.0,51.0,0.0,51.0,51.0,51.0,0.62,0.0,0.62,0.62,0.62,3737.120879120879,0.9981668178900115,3738,3736,3738.0,72.00934065934067,0.45215976084615095,74.0,70.9,72.07,15.80989010989011,0.9766490265818729,22.65,14.56,15.69,12.085384615384616,0.9661415903735707,13.38,4.92,12.19,13.918472527472526,0.6057451314182181,15.1374,12.1407,13.8863,0.0,0.0,0,0,0.0,0.0010728021978021979,0.0004803271158464179,0.004702,0.000375,0.001033,1920000.0,0.0,1920000,1920000,1920000.0,8.089999999999998,0.02940000000000001
93,lab,1.0,146302178.91208792,298147.7407903597,146877003,145786396,146316048.0,0.1624989010989011,0.007756939466703996,0.1776,0.1502,0.1608,0.34782197802197806,0.003908702603672474,0.3531,0.3416,0.3489,-2575886.3516483516,203006.77687168613,-2136893,-2998243,-2572329.0,50.0,0.0,50.0,50.0,50.0,0.61,0.0,0.61,0.61,0.61,3748.5824175824177,4.580310358397805,3751,3740,3751.0,72.00692307692307,0.4051657885845201,73.33,71.18,71.97,15.721868131868133,0.8253011734282385,20.79,14.43,15.65,12.108461538461537,0.8647991713904488,13.07,6.58,12.25,13.971216483516482,0.6016259861157256,15.2621,12.674,13.9799,0.0,0.0,0,0,0.0,0.0010424175824175824,0.00038812532529051513,0.003754,0.000484,0.00096,1920000.0,0.0,1920000,1920000,1920000.0,6.359999999999999,0.027400000000000008
94,lab,2.0,146053119.0989011,303724.2683091117,146738771,145569616,146067608.0,0.16255714285714284,0.005919893821441627,0.1722,0.1497,0.1631,0.3024065934065934,0.012974126407737643,0.3239,0.2864,0.2958,-2533960.208791209,179989.5900482715,-2208306,-3025343,-2556948.0,50.0,0.0,50.0,50.0,50.0,0.6,0.0,0.6,0.6,0.6,3737.7582417582416,2.9186780087362787,3740,3734,3740.0,71.9976923076923,0.433469406643337,73.9,71.14,71.98,15.605274725274725,0.8133064758671382,20.54,14.45,15.48,12.15989010989011,0.8139690063789555,13.3,6.54,12.3,13.990286813186813,0.5718518048525025,15.094,12.8983,14.0095,0.0,0.0,0,0,0.0,0.0010125604395604395,0.0003839758733390306,0.003649,0.000483,0.001017,1920000.0,0.0,1920000,1920000,1920000.0,6.09,0.022499999999999992
95,lab,2.0,146238674.4945055,297918.85911211383,146763042,145731192,146245002.0,0.16764945054945055,0.016481763481876802,0.2051,0.1445,0.1631,0.3025164835164835,0.00840682611184062,0.3152,0.2943,0.2962,-2561998.1428571427,225546.95651369466,-2207574,-3159379,-2499085.0,50.0,0.0,50.0,50.0,50.0,0.6,0.0,0.6,0.6,0.6,3714.6923076923076,3.437351395389566,3717,3709,3717.0,72.00725274725275,0.3273837908634885,73.54,71.26,71.97,15.603186813186815,0.8768135227070541,22.15,14.43,15.6,12.243626373626375,0.774659088436135,13.43,6.45,12.29,13.983472527472529,0.4753757089727225,15.1129,13.0654,14.0641,0.0,0.0,0,0,0.0,0.0009635274725274725,0.000433672875709057,0.004322,0.000354,0.000969,1920000.0,0.0,1920000,1920000,1920000.0,7.719999999999999,0.060600000000000015
96,lab,0.0,145514867.8901099,276298.20474500966,146064884,144999684,145450756.0,0.14963626373626374,0.011413330573242616,0.1699,0.1351,0.1496,0.2876835164835165,0.0013076071221266475,0.2902,0.2863,0.287,-2580478.164835165,169808.74608722888,-2192192,-2966748,-2577456.0,53.0,0.0,53.0,53.0,53.0,0.52,0.0,0.52,0.52,0.52,3675.1428571428573,4.850135000575531,3686,3673,3673.0,72.00879120879121,0.22897760766228792,73.27,71.57,72.01,15.754615384615386,0.7482562064075048,21.61,14.23,15.66,12.08076923076923,0.7472694453352309,13.56,6.67,12.09,13.879916483516483,0.4021256902080176,14.7812,12.691,13.9385,0.0,0.0,0,0,0.0,0.000996868131868132,0.0003744029976373115,0.00401,0.00025,0.00094,1920000.0,0.0,1920000,1920000,1920000.0,7.379999999999999,0.0348
97,lab,0.0,145269314.3846154,281727.35342461045,145828556,144726076,145247300.0,0.16074725274725274,0.02658810235449659,0.3747,0.1394,0.1609,0.29254725274725274,0.015186217001386084,0.4102,0.2874,0.2885,-2600427.1428571427,233629.36921250957,-2127371,-3696990,-2580752.0,50.0,0.0,50.0,50.0,50.0,0.52,0.0,0.52,0.52,0.52,3689.3846153846152,4.127870666495764,3690,3662,3690.0,72.02758241758242,0.33066041882316694,73.66,71.25,71.99,15.87087912087912,0.8182782036442241,20.99,14.58,15.69,11.992967032967032,0.7961218423017842,12.95,6.93,12.13,13.93246813186813,0.3683226076505095,14.7049,13.031,13.9532,0.0,0.0,0,0,0.0,0.0010546483516483518,0.00040304202630677983,0.003581,0.000553,0.000935,1920000.0,0.0,1920000,1920000,1920000.0,6.409999999999998,0.23529999999999998
98,lab,1.0,146226581.0989011,280559.7811009429,146786368,145688516,146170872.0,0.1661098901098901,0.009877967120426876,0.1859,0.1473,0.1656,0.30364725274725274,0.002010601936366446,0.3065,0.3004,0.3038,-2544174.0659340657,189436.7771000131,-2133597,-2893870,-2533143.0,50.76923076923077,0.4236592728681623,51.0,50.0,51.0,0.51,0.0,0.51,0.51,0.51,3680.5384615384614,6.354889093022352,3684,3669,3684.0,72.01208791208792,0.4887637840818773,73.26,70.9,72.02,15.73054945054945,0.9513117991458633,22.13,14.36,15.61,12.14912087912088,0.8267495232020244,13.13,6.25,12.29,14.020993406593407,0.6198250544938191,15.6667,12.8874,13.9412,0.0,0.0,0,0,0.0,0.001024923076923077,0.00042615389058594605,0.004167,0.000508,0.000957,1920000.0,0.0,1920000,1920000,1920000.0,7.77,0.03860000000000002
99,lab,1.0,146473915.45054945,282267.15655470255,147225919,145942228,146412354.0,0.1683120879120879,0.0107533853601225,0.1868,0.152,0.164,0.2986197802197802,0.002397833271018757,0.3031,0.295,0.2996,-2586108.3626373624,216466.12421811276,-2259577,-3104446,-2584414.0,50.0,0.0,50.0,50.0,50.0,0.51,0.0,0.51,0.51,0.51,3669.3846153846152,2.541955637209173,3674,3668,3668.0,72.0157142857143,0.38844745921607976,72.87,71.23,72.0,15.700219780219781,0.9501040621625237,22.41,14.57,15.49,12.12131868131868,0.8391122409245101,13.21,6.06,12.22,13.909895604395604,0.5089556570756952,15.1084,12.8381,13.9101,0.0,0.0,0,0,0.0,0.0010293296703296703,0.00042925900119844925,0.00429,0.000519,0.000979,1920000.0,0.0,1920000,1920000,1920000.0,7.84,0.0348
100,lab,2.0,146435651.62222221,292217.83017482294,147209861,145895486,146378828.0,0.15883555555555556,0.007272022903128154,0.1723,0.1458,0.16,0.31627666666666665,0.012001872981171753,0.3417,0.304,0.3123,-2571722.488888889,203729.94641912144,-2183403,-3072952,-2565370.5,50.0,0.0,50.0,50.0,50.0,0.5,0.0,0.5,0.5,0.5,3652.8555555555554,7.416291073265338,3658,3623,3654.0,72.00122222222222,0.3597528108213794,72.88,71.07,72.005,15.733666666666666,0.8076814507234253,20.85,14.63,15.685,12.086777777777778,0.7820368504461157,13.03,7.02,12.23,13.926646666666668,0.5697337373770469,15.0026,12.6045,13.87455,0.0,0.0,0,0,0.0,0.0010329888888888888,0.00038253070654287305,0.003547,0.000505,0.0009915000000000002,1920000.0,0.0,1920000,1920000,1920000.0,6.220000000000001,0.026499999999999996
101,lab,2.0,146248472.94505495,290070.56780705124,146966319,145783488,146180256.0,0.16397582417582418,0.008887248551333899,0.1824,0.1526,0.1654,0.31614725274725275,0.005065029135801683,0.3282,0.3111,0.3142,-2563225.6373626376,185931.7016336026,-2202080,-2951000,-2543031.0,50.0,0.0,50.0,50.0,50.0,0.48999999999999994,0.0,0.49,0.49,0.49,3650.0,0.0,3650,3650,3650.0,72.00989010989011,0.33834398835601415,73.44,71.4,72.01,15.676043956043955,0.8841516701472528,22.14,14.32,15.66,12.187362637362638,0.8677977685111706,13.34,5.84,12.31,13.950725274725276,0.4596021055926543,14.8279,13.0234,13.8998,0.0,0.0,0,0,0.0,0.001004835164835165,0.0004347544712883935,0.004362,0.000365,0.000987,1920000.0,0.0,1920000,1920000,1920000.0,7.82,0.029799999999999993
102,conference,0.0,145269255.08791208,295002.41944567184,145800259,144787036,145297724.0,0.21278021978021977,0.10841368119874113,0.4771,0.1329,0.1806,0.24925714285714287,0.0011554838195071467,0.2517,0.2466,0.2495,-2736950.7802197803,220489.01851721422,-2258112,-3409874,-2714056.0,54.879120879120876,1.4593390043681838,56.0,53.0,56.0,0.33,0.0,0.33,0.33,0.33,3554.978021978022,7.783141356630275,3565,3549,3549.0,72.00461538461539,0.3091504764576915,73.23,70.89,71.97,15.667032967032968,0.724848634782148,20.52,14.66,15.59,12.267692307692307,0.7032876397843942,13.41,7.88,12.38,13.787127472527473,0.4252723527513304,15.5726,12.6531,13.8046,0.0,0.0,0,0,0.0,0.000922989010989011,0.00034663286676589705,0.00333,0.000466,0.000845,1920000.0,0.0,1920000,1920000,1920000.0,5.859999999999999,0.34420000000000006
103,conference,0.0,145680026.63736263,299512.63750743604,146209512,145187094,145734872.0,0.15174285714285715,0.008155068537856866,0.161,0.1373,0.155,0.2928747252747253,0.00034915561847068295,0.2937,0.2923,0.2928,-2743695.6263736263,245977.47210315568,-2226617,-3295613,-2687688.0,50.395604395604394,0.4916891718944451,51.0,50.0,50.0,0.33,0.0,0.33,0.33,0.33,3583.967032967033,18.68418853198853,3599,3561,3599.0,72.00923076923077,0.30829001774746967,73.22,71.33,72.0,15.573406593406594,0.8683179394415639,21.78,14.39,15.48,12.205604395604396,0.8364039544930283,13.3,5.83,12.32,14.021747252747254,0.37192515505756124,15.026,13.184,14.0123,0.0,0.0,0,0,0.0,0.0009341428571428571,0.000421672926736893,0.004241,0.000332,0.000848,1920000.0,0.0,1920000,1920000,1920000.0,7.390000000000001,0.0237
104,conference,1.0,145876454.37362638,301895.6804461043,146494357,145384848,145928768.0,0.15566043956043957,0.008210628330549218,0.169,0.1439,0.1528,0.30343956043956044,0.0022401824886419345,0.3071,0.2988,0.3035,-2918410.769230769,222037.17786208083,-2461364,-3387535,-2878855.0,52.0,0.0,52.0,52.0,52.0,0.32,0.0,0.32,0.32,0.32,3576.5714285714284,6.535616704970063,3583,3570,3583.0,72.00824175824175,0.40102533421383624,72.99,70.93,72.0,15.6210989010989,0.8052459259263607,20.6,14.44,15.64,12.274395604395604,0.6949679589595942,13.37,7.58,12.33,13.778485714285715,0.5571424010213842,15.1532,12.6567,13.7314,0.0,0.0,0,0,0.0,0.0009585384615384615,0.00037204483922393316,0.003518,0.000358,0.000946,1920000.0,0.0,1920000,1920000,1920000.0,6.160000000000002,0.02510000000000001
105,conference,1.0,146078897.81318682,302781.8284637366,146603508,145568310,146124196.0,0.15143406593406594,0.005912213719265477,0.1615,0.141,0.1498,0.2984560439560439,0.001402316241969272,0.3009,0.2965,0.2985,-2918849.4065934066,204778.0872578888,-2481872,-3339193,-2953564.0,52.0,0.0,52.0,52.0,52.0,0.32,0.0,0.32,0.32,0.32,3564.010989010989,1.4180934422625804,3565,3562,3565.0,72.00571428571429,0.5391312824187998,73.25,70.9,71.9,15.527692307692307,0.810952905774814,19.88,14.21,15.49,12.227252747252749,0.7061020793908953,13.27,7.85,12.42,14.091036263736264,0.6540981259237764,15.8134,12.7784,14.0454,0.0,0.0,0,0,0.0,0.0009745824175824176,0.0003307504284345614,0.003088,0.000431,0.000927,1920000.0,0.0,1920000,1920000,1920000.0,5.669999999999998,0.020500000000000018
106,conference,2.0,146080631.15384614,306411.1288535197,146611188,145545748,146113228.0,0.15034285714285714,0.01099944587348879,0.1671,0.1297,0.151,0.315567032967033,0.00472322994347101,0.3207,0.3021,0.3158,-2670310.736263736,193445.12473394017,-2328060,-3273274,-2632755.0,51.75824175824176,0.4305205980530876,52.0,51.0,52.0,0.31,0.0,0.31,0.31,0.31,3562.3406593406594,4.7357265785837885,3565,3554,3565.0,72.00758241758243,0.42666494963024465,73.52,70.79,72.01,15.726483516483516,0.8386104560208496,21.29,14.28,15.68,12.115824175824175,0.8051667404044206,13.23,6.53,12.35,13.888517582417583,0.5606506023448525,15.1281,12.7531,13.9355,0.0,0.0,0,0,0.0,0.0010212967032967033,0.0004006846777567256,0.004041,0.0004,0.000995,1920000.0,0.0,1920000,1920000,1920000.0,7.01,0.03739999999999999
107,conference,2.0,145796153.03296703,306183.6842513146,146415565,145294216,145841116.0,0.15207142857142858,0.009094116360645043,0.1643,0.1327,0.1543,0.31365714285714286,0.009945843831661997,0.3257,0.2924,0.3185,-2663891.791208791,176562.8190098996,-2394346,-3288655,-2636417.0,51.0,0.0,51.0,51.0,51.0,0.31,0.0,0.31,0.31,0.31,3560.285714285714,18.725078676164884,3574,3535,3574.0,72.00835164835165,0.32563873553462036,73.81,71.33,72.01,15.740769230769232,0.8212527432989603,20.79,14.49,15.65,12.180769230769231,0.7907172985042414,13.24,6.84,12.2,13.903668131868132,0.4149211774888013,14.6996,12.8877,13.9382,0.0,0.0,0,0,0.0,0.0010006483516483517,0.00039132113477939135,0.003712,0.000449,0.000961,1920000.0,0.0,1920000,1920000,1920000.0,6.299999999999999,0.03159999999999999
108,hallway,0.0,144509274.93406594,192623.04922976703,144997005,144106206,144487936.0,0.14377912087912087,0.010379376094325132,0.1596,0.1314,0.1405,0.2716,0.0014650748938004525,0.2739,0.2691,0.272,-2245620.340659341,150455.4219870989,-1945726,-2632023,-2220758.0,38.0,0.0,38.0,38.0,38.0,0.9300000000000002,0.0,0.93,0.93,0.93,4027.4285714285716,6.44660609613557,4035,4022,4022.0,72.0067032967033,0.3094190073349118,73.57,71.42,71.98,15.706263736263736,0.9847759455854224,23.91,14.41,15.59,12.145054945054946,0.9770390343918074,13.29,3.86,12.26,13.89869010989011,0.4427508459255221,14.8708,12.871,13.9251,17824.351648351647,163648.02819237622,1560576,0,0.0,0.0009606483516483516,0.0004889054299288558,0.005207,0.00034,0.000887,1920000.0,0.0,1920000,1920000,1920000.0,9.5,0.028200000000000003
109,hallway,0.0,143778213.6153846,199926.84813961777,144185188,143378260,143743396.0,0.15753186813186812,0.05323903096021207,0.4583,0.1213,0.1403,0.2764230769230769,0.02306782307757846,0.4045,0.2664,0.2694,-2321741.835164835,264492.1041554196,-1959277,-3393394,-2251154.0,38.61538461538461,0.4891995904702253,39.0,38.0,39.0,0.9261538461538462,0.004891995904702335,0.93,0.92,0.93,4035.076923076923,10.082141273041804,4047,4026,4026.0,72.02857142857144,0.43805522591607254,73.77,71.33,71.99,15.78703296703297,0.9736477739870759,21.14,14.53,15.67,12.026593406593408,0.9281262124184763,13.12,6.76,12.16,13.96402967032967,0.38671711208137216,14.8697,13.0182,13.966,0.0,0.0,0,0,0.0,0.001023989010989011,0.00046560468436230554,0.003761,0.000484,0.000939,1920000.0,0.0,1920000,1920000,1920000.0,6.610000000000001,0.33699999999999997
110,hallway,1.0,144642976.05494505,220746.17621691446,145239651,144193874,144609864.0,0.14989340659340658,0.0028090252242766876,0.1531,0.1438,0.1504,0.2856835164835165,0.00306573405153245,0.2911,0.2806,0.2858,-2245342.659340659,160271.74089639273,-1992603,-2567568,-2226617.0,38.0,0.0,38.0,38.0,38.0,0.92,0.0,0.92,0.92,0.92,4057.3406593406594,3.967142213006495,4059,4044,4059.0,72.00428571428571,0.38894770530280526,73.87,70.94,72.01,15.65989010989011,0.8097468664897625,22.01,14.73,15.59,12.251978021978022,0.7737803589882876,13.04,6.05,12.33,13.93052967032967,0.4976192014637754,15.2632,13.0147,13.9827,0.0,0.0,0,0,0.0,0.0009753736263736264,0.0003902206113455895,0.00427,0.000602,0.00092,1920000.0,0.0,1920000,1920000,1920000.0,7.280000000000001,0.009300000000000003
111,hallway,1.0,145361706.41758242,194386.76441330567,145779952,144970936,145346398.0,0.1484912087912088,0.00937241399417163,0.1731,0.1387,0.1473,0.27723516483516486,0.0013067664610168464,0.2793,0.2755,0.2767,-2211573.923076923,168845.30884347833,-1843551,-2584780,-2231378.0,38.0,0.0,38.0,38.0,38.0,0.91,0.0,0.91,0.91,0.91,4066.736263736264,2.5158836081326146,4067,4043,4067.0,72.01120879120879,0.3451049282137414,73.68,71.26,72.01,15.607362637362638,0.8830878088525956,22.48,14.66,15.55,12.289450549450548,0.8965729351720516,13.19,5.32,12.48,13.844635164835164,0.42996359907261056,14.6359,12.8365,13.8291,17194.197802197803,164022.19320433578,1564672,0,0.0,0.000962,0.00042970801456079186,0.004519,0.000495,0.000892,1920000.0,0.0,1920000,1920000,1920000.0,7.82,0.034400000000000014
112,hallway,2.0,145456753.83516484,201609.88782894216,145891808,145041932,145437152.0,0.1667054945054945,0.011425180403509927,0.1855,0.1476,0.1654,0.2938791208791209,0.018139560918877508,0.3424,0.2695,0.2848,-2216757.3516483516,210955.79658846767,-1836593,-2797554,-2215631.0,39.010989010989015,1.0054794930723483,40.0,38.0,40.0,0.9049450549450551,0.005027397465361626,0.91,0.9,0.9,4042.285714285714,5.346412534038774,4050,4036,4046.0,72.01153846153846,0.49082452867467635,73.6,71.01,71.97,15.692527472527471,0.9098322109128978,21.83,14.44,15.62,12.179780219780218,0.8334506291076585,13.23,6.21,12.27,13.952187912087913,0.6420880849636278,15.51,12.2799,13.9207,17149.186813186814,163592.81573521448,1560576,0,0.0,0.0010150439560439562,0.0004248282767343349,0.004153,0.000507,0.00099,1920000.0,0.0,1920000,1920000,1920000.0,7.389999999999999,0.03789999999999999
113,hallway,2.0,145120484.74725273,194416.40882980832,145645731,144745576,145100984.0,0.16493626373626374,0.01216315489485918,0.1848,0.1466,0.1623,0.2744098901098901,0.005824909249556407,0.2893,0.2686,0.273,-2233977.758241758,172588.70596641925,-1856369,-2702337,-2211602.0,40.0,0.0,40.0,40.0,40.0,0.9,0.0,0.9,0.9,0.9,4025.3406593406594,21.959669993583972,4050,4006,4006.0,72.01351648351648,0.3710207350491159,73.35,71.07,71.97,15.653736263736263,0.8458114425431925,21.14,14.3,15.59,12.17142857142857,0.7994742319919058,13.15,6.55,12.28,13.944028571428571,0.4849069111777398,15.1552,12.8923,13.9088,0.0,0.0,0,0,0.0,0.0009791538461538462,0.00040733114901424493,0.003885,0.000407,0.000976,1920000.0,0.0,1920000,1920000,1920000.0,6.84,0.038199999999999984
114,hallway,0.0,144092166.47252747,201496.00847231882,144541916,143702956,144062812.0,0.14293736263736265,0.014900459712159869,0.1756,0.1216,0.1394,0.3011263736263736,0.0012672661006921137,0.3043,0.2999,0.3007,-2388719.824175824,199446.88174246036,-2020069,-2929393,-2396177.0,47.0,0.0,47.0,47.0,47.0,0.84,0.0,0.84,0.84,0.84,3954.4285714285716,10.947493733617986,3967,3945,3945.0,72.0021978021978,0.24716527173264408,73.54,71.53,72.01,15.698021978021977,0.673805477666827,20.68,14.51,15.65,12.163296703296702,0.7311529023019514,13.23,6.26,12.21,13.867399999999998,0.3783840832334847,14.7757,12.7448,13.8668,675.1648351648352,6440.662036819466,61440,0,0.0,0.0009511758241758241,0.0003493721541217932,0.003701,0.000526,0.000889,1920000.0,0.0,1920000,1920000,1920000.0,6.17,0.054000000000000006
115,hallway,0.0,144271571.0,209438.46673809885,144725908,143864164,144239204.0,0.13842307692307693,0.011328038733093293,0.1615,0.1243,0.1368,0.29834835164835166,0.00216062555948565,0.3009,0.2928,0.2983,-2381761.4725274723,189746.35690769117,-2048634,-2954662,-2360287.0,46.0,0.0,46.0,46.0,46.0,0.83,0.0,0.83,0.83,0.83,3951.4835164835163,2.267463768484973,3962,3951,3951.0,72.00296703296704,0.2899635781936696,73.48,71.39,72.0,15.708791208791208,0.7678003721524312,21.73,14.7,15.55,12.13912087912088,0.801421859158456,13.14,5.71,12.28,13.914380219780218,0.322434897208303,14.9878,13.0048,13.9488,0.0,0.0,0,0,0.0,0.0009505494505494505,0.0003873493474525509,0.004132,0.000456,0.000888,1920000.0,0.0,1920000,1920000,1920000.0,7.030000000000001,0.03720000000000001
116,hallway,1.0,145240464.94444445,213984.2641029768,145693598,144796414,145220424.0,0.15472555555555556,0.009625032451264271,0.1663,0.1384,0.15689999999999998,0.31044777777777777,0.0016940230539652015,0.3145,0.3081,0.31,-2392897.277777778,209686.6809624167,-1972827,-2896067,-2419249.0,45.766666666666666,0.4253220854887453,46.0,45.0,46.0,0.8300000000000001,0.0,0.83,0.83,0.83,3950.766666666667,0.4253220854888283,3951,3950,3951.0,72.00111111111111,0.4173900836119952,73.33,71.13,71.965,15.758000000000001,0.8175438688707112,21.12,14.55,15.695,12.18488888888889,0.7880045121134213,13.33,6.75,12.21,13.926776666666667,0.5393846604431277,15.0273,12.9408,13.910599999999999,682.6666666666666,6476.344648024841,61440,0,0.0,0.0010167555555555556,0.00038390015998167744,0.003822,0.000434,0.000971,1920000.0,0.0,1920000,1920000,1920000.0,6.57,0.027900000000000008
117,hallway,1.0,145318710.76923078,208927.74993314635,145779792,144904840,145293385.0,0.14881098901098902,0.010864759040631736,0.166,0.1315,0.141,0.31512527472527474,0.001835791891291542,0.3178,0.3117,0.3152,-2374936.153846154,157835.29364568784,-2050832,-2774848,-2381528.0,46.0,0.0,46.0,46.0,46.0,0.8199999999999998,0.0,0.82,0.82,0.82,3940.6703296703295,10.63438338081316,3947,3923,3947.0,71.99978021978022,0.3885442289194595,73.98,71.13,71.99,15.605934065934067,0.8336692363308102,21.48,14.46,15.58,12.247472527472528,0.7628376751847795,13.28,7.39,12.35,13.906113186813187,0.4968625600726558,15.049,12.8378,13.9344,16924.13186813187,161445.9283896079,1540096,0,0.0,0.0009627362637362637,0.0004088641946543249,0.003962,0.000468,0.000934,1920000.0,0.0,1920000,1920000,1920000.0,7.02,0.0345
118,hallway,2.0,144989310.97777778,212932.3000557409,145450958,144561768,144964707.0,0.15452666666666667,0.007807469773855217,0.1663,0.1413,0.1555,0.26555666666666666,0.003631666284228198,0.2723,0.2589,0.26539999999999997,-2332230.888888889,189351.02874513637,-1950487,-2849924,-2301509.0,47.0,0.0,47.0,47.0,47.0,0.81,0.0,0.81,0.81,0.81,3934.777777777778,0.9804582484878736,3936,3934,3934.0,71.99833333333333,0.39104656465737847,73.58,71.19,71.985,15.694333333333333,0.8561214473334197,21.47,14.39,15.645,12.194111111111111,0.8182399505824001,13.28,6.24,12.235,13.860764444444445,0.5031736705815816,15.0069,12.6081,13.8902,682.6666666666666,6476.344648024841,61440,0,0.0,0.0009864666666666666,0.0004026577212092649,0.003997,0.000445,0.000955,1920000.0,0.0,1920000,1920000,1920000.0,7.079999999999998,0.024999999999999994
119,hallway,2.0,145339620.31111112,211257.927632219,145799533,144916832,145314716.0,0.15378,0.006983804700153603,0.1646,0.1356,0.15225,0.28362,0.017424844719054026,0.313,0.263,0.27965,-2328076.3333333335,162595.820171479,-2107596,-2771552,-2296565.0,46.55555555555556,0.4996877926639088,47.0,46.0,47.0,0.8,0.0,0.8,0.8,0.8,3939.1111111111113,7.99500468262218,3948,3932,3932.0,71.99811111111111,0.4229242619380326,73.14,71.07,72.00999999999999,15.769666666666666,0.9133866478875892,22.18,14.48,15.69,12.052222222222223,0.7799190072870326,13.28,6.36,12.05,13.998972222222223,0.5935701022612048,15.0944,12.1288,14.1288,17203.2,163203.88513022597,1548288,0,0.0,0.0010720222222222221,0.0004062941033008339,0.004143,0.000421,0.0010425,1920000.0,0.0,1920000,1920000,1920000.0,7.699999999999999,0.028999999999999998
120,kitchen,0.0,145646293.68131867,292053.8213988976,146203932,144996532,145589980.0,0.14612417582417583,0.007104073020447726,0.157,0.1342,0.1448,0.31848351648351647,0.001692156003857753,0.322,0.3167,0.3176,-2498537.4505494507,177720.35304446792,-2113821,-3034498,-2495789.0,50.51648351648352,0.5024968184009198,51.0,50.0,51.0,0.72,0.0,0.72,0.72,0.72,3811.054945054945,13.567414096824834,3825,3798,3798.0,72.00329670329671,0.3082208982209388,73.91,71.36,71.96,16.232857142857142,0.921079421975815,23.58,14.59,16.18,11.649230769230769,0.9528439662041335,13.4,3.84,11.83,13.888093406593406,0.29802551673088445,14.5476,13.2293,13.8739,0.0,0.0,0,0,0.0,0.001202901098901099,0.0004609136350757905,0.005077,0.000404,0.001115,1920000.0,0.0,1920000,1920000,1920000.0,8.989999999999998,0.022799999999999987
121,kitchen,0.0,145484927.75824177,278771.6760628731,146035604,144977332,145425876.0,0.14197032967032966,0.008576485870687956,0.1572,0.1279,0.1415,0.3228626373626374,0.0026650265102559005,0.326,0.3185,0.3239,-2541530.087912088,200307.008599114,-2122611,-2859079,-2555849.0,51.0,0.0,51.0,51.0,51.0,0.71,0.0,0.71,0.71,0.71,3799.296703296703,18.60137062183825,3818,3781,3781.0,72.00395604395604,0.40105106109067246,74.2,70.66,72.01,15.595274725274725,0.8530134044268403,21.82,14.54,15.42,12.205824175824176,0.8357565646819866,13.15,5.66,12.26,13.956212087912089,0.3690823475820855,14.9304,12.6535,13.9608,0.0,0.0,0,0,0.0,0.0009297362637362637,0.0004082552805718185,0.004235,0.000432,0.000859,1920000.0,0.0,1920000,1920000,1920000.0,7.280000000000001,0.029299999999999993
