room_label,noise_type,location,TotalUsedMem_mean,TotalUsedMem_std,TotalUsedMem_max,TotalUsedMem_min,TotalUsedMem_median,CpuUtil_mean,CpuUtil_std,CpuUtil_max,CpuUtil_min,CpuUtil_median,GpuUtil_mean,GpuUtil_std,GpuUtil_max,GpuUtil_min,GpuUtil_median,BatteryMicroAmps_mean,BatteryMicroAmps_std,BatteryMicroAmps_max,BatteryMicroAmps_min,BatteryMicroAmps_median,BatteryVoltageMv_mean,BatteryVoltageMv_std,BatteryVoltageMv_max,BatteryVoltageMv_min,BatteryVoltageMv_median,AvgFPS_mean,AvgFPS_std,AvgFPS_max,AvgFPS_min,AvgFPS_median,MainThreadMs_mean,MainThreadMs_std,MainThreadMs_max,MainThreadMs_min,MainThreadMs_median,FrameTimeStdDev_mean,FrameTimeStdDev_max
kitchen,2.0,Floor4Kitchen,145441390.07692307,319923.0838233448,146024336,144854184,145377124.0,0.1572912087912087,0.0104472819256349,0.1703,0.141,0.1575,0.2919461538461538,0.0155890510558055,0.3151,0.2683,0.293,-2581150.274725274,190888.5807451892,-2249323,-3100784,-2526185.0,3649.967032967033,16.852596601414366,3658,3615,3658.0,72.02065934065934,0.4030599685125502,73.16,71.19,71.99,13.909156043956044,0.53098340175121,15.0458,12.8997,13.8713,0.0010567032967032,0.00429
hallway,0.0,InFrontOfCEEDHallway,143779791.32967034,185270.56940611987,144166100,143425332,143769044.0,0.1361472527472527,0.0082998305291847,0.1482,0.122,0.1386,0.2581615384615384,0.0032873416896658,0.2655,0.2536,0.2576,-2505431.340659341,192601.78887211363,-2059255,-2877390,-2519593.0,3593.0,7.389181280764036,3596,3575,3596.0,72.00857142857143,0.2696646947953084,73.18,71.45,71.99,13.948105494505493,0.2656981116324137,14.601,13.4844,13.9217,0.0009648131868131,0.004049
hallway,0.0,InFrontOfCEEDHallway,143798445.7912088,199810.6448280599,144178340,143435524,143781620.0,0.1396648351648351,0.0079786294231858,0.1539,0.1245,0.14,0.2551571428571428,0.0021211183034293,0.2615,0.2518,0.2556,-2544117.8021978023,187159.78089650325,-2230646,-3038893,-2529481.0,3590.131868131868,2.4322316739469345,3592,3587,3592.0,72.00857142857143,0.2774469776314482,73.36,71.43,72.0,13.979010989010987,0.367931211400099,14.8316,12.7788,13.9513,0.0009372417582417,0.003744
hallway,1.0,InFrontOfCEEDHallway,144788863.7912088,190534.9444028434,145188072,144403826,144773654.0,0.1468241758241758,0.008614939745186,0.1602,0.1307,0.1499,0.2725934065934066,0.0024366553669506,0.2811,0.2697,0.2726,-2530511.340659341,191467.21072034008,-2119315,-3103348,-2501282.0,3594.5494505494507,6.890031021159059,3599,3584,3599.0,72.01989010989011,0.4089430672287192,73.27,71.07,72.02,13.979757142857142,0.5185105708003899,15.4192,13.164,13.9263,0.0010214395604395,0.00472
hallway,1.0,InFrontOfCEEDHallway,144714395.64835164,185625.14716446347,145290266,144325608,144693612.0,0.1487505494505494,0.0099285936525256,0.1566,0.1268,0.1525,0.2732373626373626,0.0032855795481212,0.2789,0.2671,0.2732,-2602632.5384615385,206798.607123845,-2189995,-3109574,-2591006.0,3563.725274725274,3.326880200447699,3581,3563,3563.0,72.00780219780219,0.3037279564851947,72.68,71.25,72.06,13.879351648351648,0.5285096509920111,16.0829,12.8004,13.9331,0.0009553846153846,0.003616
hallway,2.0,InFrontOfCEEDHallway,144700742.8021978,188732.84185361257,145087600,144329652,144691012.0,0.1495450549450549,0.0158120577319705,0.1799,0.1223,0.1462,0.2827637362637362,0.0216364225656827,0.321,0.2569,0.2774,-2640172.021978022,226664.6297535917,-2251886,-3216876,-2617008.0,3552.912087912088,0.2847358092592769,3553,3552,3553.0,72.01681318681318,0.3674079752381822,72.9,71.18,72.03,13.869593406593408,0.5081369082359589,14.9882,12.6594,13.8867,0.0010035384615384,0.004236
hallway,2.0,InFrontOfCEEDHallway,145374830.68131867,200709.12690685643,145790464,144966366,145344790.0,0.1572472527472527,0.0126101223948535,0.1766,0.1321,0.1594,0.2743714285714286,0.0063390375314708,0.2843,0.2641,0.2749,-2623249.5494505493,236185.19721637768,-2160331,-3124589,-2599429.0,3563.428571428572,2.9856801091685217,3566,3560,3566.0,72.01362637362637,0.434671054383571,73.44,71.17,71.98,13.956751648351648,0.5054304142373526,14.9461,12.4489,14.0386,0.0010241648351648,0.004512
lab,0.0,3215,144999765.73626372,276626.1959037472,145651767,144507852,144924780.0,0.1444637362637362,0.014131159553613,0.1713,0.1202,0.1466,0.2872846153846154,0.0014586083989674,0.2902,0.2849,0.2872,-2448333.164835165,199285.5450987777,-2129935,-3116532,-2412657.0,3908.263736263736,0.6804437250821891,3910,3908,3908.0,72.01274725274725,0.3949010169483151,74.2,71.16,72.0,13.96505054945055,0.4726994279604527,14.9115,13.0426,13.9694,0.0009511868131868,0.004865
lab,0.0,3215,145818378.30769232,274324.18343228864,146512355,145364872,145785660.0,0.164043956043956,0.0088225998787357,0.1826,0.1508,0.161,0.2980868131868132,0.0016959565502302,0.3008,0.2953,0.2976,-2393693.9340659343,166655.34938341068,-1998828,-2765327,-2369443.0,3909.56043956044,5.346252667281893,3960,3909,3909.0,72.00692307692307,0.4119268875465178,73.7,71.25,72.0,13.935901098901098,0.4513751670652958,15.1111,12.9782,13.8681,0.0010311208791208,0.004575
lab,1.0,3215,145764999.5054945,309478.20400450926,146472207,145138200,145777407.0,0.1762461538461538,0.0462763854050188,0.3874,0.156,0.165,0.3054406593406593,0.012903608263858,0.361,0.2957,0.3063,-2434444.978021978,258378.34502437088,-1944628,-3397789,-2411192.0,3920.076923076923,12.235858748622949,3941,3913,3913.0,72.03857142857143,0.5263344340891407,73.92,71.06,71.98,13.922602197802195,0.6093014369802741,15.8808,12.6743,13.9759,0.0010457032967032,0.003993
lab,1.0,3215,145770242.57142857,295890.79214123974,146520885,145193550,145721032.0,0.1601945054945055,0.008438093026236,0.1783,0.1509,0.1551,0.3542461538461539,0.0039867086868552,0.3584,0.3413,0.3555,-2466306.10989011,210090.3010117554,-2060353,-2956494,-2463195.0,3885.472527472528,10.27222864419739,3896,3871,3892.0,72.00934065934067,0.4814764380938703,73.86,70.88,72.04,13.915504395604396,0.5385666410662221,15.327,12.937,13.8486,0.001012956043956,0.004161
lab,2.0,3215,145723393.4945055,296835.5319580432,146471875,145176650,145665790.0,0.1599395604395604,0.0133018952627968,0.1865,0.1401,0.1552,0.3024362637362637,0.00763162304688,0.3151,0.2894,0.3038,-2409920.274725274,215050.2002737484,-2055592,-3064895,-2432799.0,3824.307692307693,13.95205465369986,3869,3820,3820.0,72.00681318681319,0.486337512252732,74.3,70.64,72.0,13.976446153846156,0.5129188860082378,15.6636,12.818,13.9976,0.001011978021978,0.003972
lab,2.0,3215,145723466.42222223,312173.1787538245,146375475,145134298,145665026.0,0.1628333333333333,0.0123202582783375,0.1815,0.1375,0.16595,0.3092222222222222,0.0059110214668468,0.3205,0.2999,0.308,-2401507.511111111,203465.63698759928,-1987842,-2966015,-2383908.5,3875.777777777778,6.495941304631131,3883,3870,3870.0,72.00244444444445,0.4220317659674969,73.43,70.78,71.955,13.93787888888889,0.4616607406277405,15.2413,13.1388,13.9729,0.0009981333333333,0.003428
lab,0.0,4214,144713842.47777778,280446.5129162489,145213108,144254116,144746260.0,0.1546044444444444,0.0099039081051525,0.1766,0.1351,0.1549499999999999,0.2955488888888888,0.0027562082912615,0.3023,0.2928,0.2942,-2517684.6333333333,181027.04318263705,-2044972,-2982129,-2528199.0,3781.511111111111,5.831422908140158,3784,3768,3784.0,71.99877777777778,0.3439716077183621,73.34,71.08,72.05,13.972838888888887,0.3620179484328303,14.8039,13.2874,14.0123,0.0010034111111111,0.005332
lab,0.0,4214,145841784.92307693,283757.9547519687,146377668,145365384,145868582.0,0.1667153846153846,0.009119611627658,0.1844,0.1548,0.1655,0.3460417582417582,0.0011092606079994,0.3491,0.3445,0.3458,-2655412.4285714286,275901.1693078252,-2193291,-3616422,-2619937.0,3744.0,0.0,3744,3744,3744.0,72.02274725274725,0.4003916580717941,74.12,71.07,72.0,13.79251978021978,0.4398412817823618,14.7602,12.6072,13.8085,0.0010975934065934,0.004206
lab,1.0,4214,146303664.54945055,295897.2736576812,147035996,145820808,146317256.0,0.1689351648351648,0.0088187599736316,0.1829,0.1535,0.1691,0.3495010989010989,0.0033599766700742,0.3565,0.3464,0.348,-2596072.7252747254,217765.35317931668,-2235406,-3200396,-2550722.0,3737.120879120879,0.9981668178900116,3738,3736,3738.0,72.00934065934067,0.4521597608461509,74.0,70.9,72.07,13.918472527472526,0.6057451314182181,15.1374,12.1407,13.8863,0.0010728021978021,0.004702
lab,1.0,4214,146302178.91208792,298147.7407903597,146877003,145786396,146316048.0,0.1624989010989011,0.0077569394667039,0.1776,0.1502,0.1608,0.347821978021978,0.0039087026036724,0.3531,0.3416,0.3489,-2575886.351648352,203006.77687168613,-2136893,-2998243,-2572329.0,3748.5824175824177,4.580310358397805,3751,3740,3751.0,72.00692307692307,0.4051657885845201,73.33,71.18,71.97,13.971216483516482,0.6016259861157256,15.2621,12.674,13.9799,0.0010424175824175,0.003754
lab,2.0,4214,146053119.0989011,303724.2683091117,146738771,145569616,146067608.0,0.1625571428571428,0.0059198938214416,0.1722,0.1497,0.1631,0.3024065934065934,0.0129741264077376,0.3239,0.2864,0.2958,-2533960.208791209,179989.5900482715,-2208306,-3025343,-2556948.0,3737.7582417582416,2.9186780087362787,3740,3734,3740.0,71.9976923076923,0.433469406643337,73.9,71.14,71.98,13.990286813186811,0.5718518048525025,15.094,12.8983,14.0095,0.0010125604395604,0.003649
lab,2.0,4214,146238674.4945055,297918.85911211383,146763042,145731192,146245002.0,0.1676494505494505,0.0164817634818768,0.2051,0.1445,0.1631,0.3025164835164835,0.0084068261118406,0.3152,0.2943,0.2962,-2561998.1428571427,225546.95651369463,-2207574,-3159379,-2499085.0,3714.692307692308,3.437351395389566,3717,3709,3717.0,72.00725274725275,0.3273837908634885,73.54,71.26,71.97,13.983472527472529,0.4753757089727225,15.1129,13.0654,14.0641,0.0009635274725274,0.004322
lab,0.0,4213,145514867.8901099,276298.20474500966,146064884,144999684,145450756.0,0.1496362637362637,0.0114133305732426,0.1699,0.1351,0.1496,0.2876835164835165,0.0013076071221266,0.2902,0.2863,0.287,-2580478.164835165,169808.74608722888,-2192192,-2966748,-2577456.0,3675.142857142857,4.850135000575531,3686,3673,3673.0,72.00879120879121,0.2289776076622879,73.27,71.57,72.01,13.879916483516483,0.4021256902080176,14.7812,12.691,13.9385,0.0009968681318681,0.00401
lab,0.0,4213,145269314.3846154,281727.35342461045,145828556,144726076,145247300.0,0.1607472527472527,0.0265881023544965,0.3747,0.1394,0.1609,0.2925472527472527,0.015186217001386,0.4102,0.2874,0.2885,-2600427.1428571427,233629.3692125096,-2127371,-3696990,-2580752.0,3689.3846153846152,4.127870666495764,3690,3662,3690.0,72.02758241758242,0.3306604188231669,73.66,71.25,71.99,13.93246813186813,0.3683226076505095,14.7049,13.031,13.9532,0.0010546483516483,0.003581
lab,1.0,4213,146226581.0989011,280559.7811009429,146786368,145688516,146170872.0,0.1661098901098901,0.0098779671204268,0.1859,0.1473,0.1656,0.3036472527472527,0.0020106019363664,0.3065,0.3004,0.3038,-2544174.0659340657,189436.7771000131,-2133597,-2893870,-2533143.0,3680.538461538461,6.354889093022352,3684,3669,3684.0,72.01208791208792,0.4887637840818773,73.26,70.9,72.02,14.020993406593409,0.6198250544938191,15.6667,12.8874,13.9412,0.001024923076923,0.004167
lab,1.0,4213,146473915.45054945,282267.1565547025,147225919,145942228,146412354.0,0.1683120879120879,0.0107533853601225,0.1868,0.152,0.164,0.2986197802197802,0.0023978332710187,0.3031,0.295,0.2996,-2586108.3626373624,216466.1242181128,-2259577,-3104446,-2584414.0,3669.3846153846152,2.541955637209173,3674,3668,3668.0,72.0157142857143,0.3884474592160797,72.87,71.23,72.0,13.909895604395604,0.5089556570756952,15.1084,12.8381,13.9101,0.0010293296703296,0.00429
lab,2.0,4213,146435651.6222222,292217.83017482294,147209861,145895486,146378828.0,0.1588355555555555,0.0072720229031281,0.1723,0.1458,0.16,0.3162766666666666,0.0120018729811717,0.3417,0.304,0.3123,-2571722.488888889,203729.94641912144,-2183403,-3072952,-2565370.5,3652.8555555555554,7.416291073265338,3658,3623,3654.0,72.00122222222222,0.3597528108213794,72.88,71.07,72.005,13.926646666666668,0.5697337373770469,15.0026,12.6045,13.87455,0.0010329888888888,0.003547
lab,2.0,4213,146248472.94505495,290070.56780705124,146966319,145783488,146180256.0,0.1639758241758241,0.0088872485513338,0.1824,0.1526,0.1654,0.3161472527472527,0.0050650291358016,0.3282,0.3111,0.3142,-2563225.6373626376,185931.7016336026,-2202080,-2951000,-2543031.0,3650.0,0.0,3650,3650,3650.0,72.00989010989011,0.3383439883560141,73.44,71.4,72.01,13.950725274725276,0.4596021055926543,14.8279,13.0234,13.8998,0.0010048351648351,0.004362
conference,0.0,4307,145269255.08791208,295002.41944567184,145800259,144787036,145297724.0,0.2127802197802197,0.1084136811987411,0.4771,0.1329,0.1806,0.2492571428571428,0.0011554838195071,0.2517,0.2466,0.2495,-2736950.7802197803,220489.01851721425,-2258112,-3409874,-2714056.0,3554.978021978022,7.783141356630275,3565,3549,3549.0,72.00461538461539,0.3091504764576915,73.23,70.89,71.97,13.787127472527471,0.4252723527513304,15.5726,12.6531,13.8046,0.000922989010989,0.00333
conference,0.0,4307,145680026.63736263,299512.63750743604,146209512,145187094,145734872.0,0.1517428571428571,0.0081550685378568,0.161,0.1373,0.155,0.2928747252747253,0.0003491556184706,0.2937,0.2923,0.2928,-2743695.6263736263,245977.47210315568,-2226617,-3295613,-2687688.0,3583.967032967033,18.68418853198853,3599,3561,3599.0,72.00923076923077,0.3082900177474696,73.22,71.33,72.0,14.021747252747254,0.3719251550575612,15.026,13.184,14.0123,0.0009341428571428,0.004241
conference,1.0,4307,145876454.37362638,301895.6804461043,146494357,145384848,145928768.0,0.1556604395604395,0.0082106283305492,0.169,0.1439,0.1528,0.3034395604395604,0.0022401824886419,0.3071,0.2988,0.3035,-2918410.769230769,222037.17786208083,-2461364,-3387535,-2878855.0,3576.5714285714284,6.535616704970063,3583,3570,3583.0,72.00824175824175,0.4010253342138362,72.99,70.93,72.0,13.778485714285717,0.5571424010213842,15.1532,12.6567,13.7314,0.0009585384615384,0.003518
conference,1.0,4307,146078897.81318682,302781.8284637366,146603508,145568310,146124196.0,0.1514340659340659,0.0059122137192654,0.1615,0.141,0.1498,0.2984560439560439,0.0014023162419692,0.3009,0.2965,0.2985,-2918849.4065934066,204778.0872578888,-2481872,-3339193,-2953564.0,3564.010989010989,1.4180934422625804,3565,3562,3565.0,72.00571428571429,0.5391312824187998,73.25,70.9,71.9,14.091036263736264,0.6540981259237764,15.8134,12.7784,14.0454,0.0009745824175824,0.003088
conference,2.0,4307,146080631.15384614,306411.1288535197,146611188,145545748,146113228.0,0.1503428571428571,0.0109994458734887,0.1671,0.1297,0.151,0.315567032967033,0.004723229943471,0.3207,0.3021,0.3158,-2670310.736263736,193445.12473394017,-2328060,-3273274,-2632755.0,3562.3406593406594,4.7357265785837885,3565,3554,3565.0,72.00758241758243,0.4266649496302446,73.52,70.79,72.01,13.888517582417585,0.5606506023448525,15.1281,12.7531,13.9355,0.0010212967032967,0.004041
conference,2.0,4307,145796153.03296703,306183.6842513146,146415565,145294216,145841116.0,0.1520714285714285,0.009094116360645,0.1643,0.1327,0.1543,0.3136571428571428,0.0099458438316619,0.3257,0.2924,0.3185,-2663891.791208791,176562.8190098996,-2394346,-3288655,-2636417.0,3560.285714285714,18.725078676164884,3574,3535,3574.0,72.00835164835165,0.3256387355346203,73.81,71.33,72.01,13.903668131868132,0.4149211774888013,14.6996,12.8877,13.9382,0.0010006483516483,0.003712
hallway,0.0,Outside3102,144509274.93406594,192623.04922976703,144997005,144106206,144487936.0,0.1437791208791208,0.0103793760943251,0.1596,0.1314,0.1405,0.2716,0.0014650748938004,0.2739,0.2691,0.272,-2245620.340659341,150455.4219870989,-1945726,-2632023,-2220758.0,4027.428571428572,6.44660609613557,4035,4022,4022.0,72.0067032967033,0.3094190073349118,73.57,71.42,71.98,13.89869010989011,0.4427508459255221,14.8708,12.871,13.9251,0.0009606483516483,0.005207
hallway,0.0,Outside3102,143778213.6153846,199926.84813961777,144185188,143378260,143743396.0,0.1575318681318681,0.053239030960212,0.4583,0.1213,0.1403,0.2764230769230769,0.0230678230775784,0.4045,0.2664,0.2694,-2321741.835164835,264492.1041554196,-1959277,-3393394,-2251154.0,4035.076923076923,10.082141273041804,4047,4026,4026.0,72.02857142857144,0.4380552259160725,73.77,71.33,71.99,13.96402967032967,0.3867171120813721,14.8697,13.0182,13.966,0.001023989010989,0.003761
hallway,1.0,Outside3102,144642976.05494505,220746.1762169145,145239651,144193874,144609864.0,0.1498934065934065,0.0028090252242766,0.1531,0.1438,0.1504,0.2856835164835165,0.0030657340515324,0.2911,0.2806,0.2858,-2245342.659340659,160271.74089639273,-1992603,-2567568,-2226617.0,4057.3406593406594,3.967142213006495,4059,4044,4059.0,72.00428571428571,0.3889477053028052,73.87,70.94,72.01,13.93052967032967,0.4976192014637754,15.2632,13.0147,13.9827,0.0009753736263736,0.00427
hallway,1.0,Outside3102,145361706.41758242,194386.76441330567,145779952,144970936,145346398.0,0.1484912087912088,0.0093724139941716,0.1731,0.1387,0.1473,0.2772351648351648,0.0013067664610168,0.2793,0.2755,0.2767,-2211573.923076923,168845.30884347833,-1843551,-2584780,-2231378.0,4066.736263736264,2.5158836081326146,4067,4043,4067.0,72.01120879120879,0.3451049282137414,73.68,71.26,72.01,13.844635164835164,0.4299635990726105,14.6359,12.8365,13.8291,0.000962,0.004519
hallway,2.0,Outside3102,145456753.83516484,201609.88782894216,145891808,145041932,145437152.0,0.1667054945054945,0.0114251804035099,0.1855,0.1476,0.1654,0.2938791208791209,0.0181395609188775,0.3424,0.2695,0.2848,-2216757.351648352,210955.79658846767,-1836593,-2797554,-2215631.0,4042.285714285714,5.346412534038774,4050,4036,4046.0,72.01153846153846,0.4908245286746763,73.6,71.01,71.97,13.952187912087911,0.6420880849636278,15.51,12.2799,13.9207,0.0010150439560439,0.004153
hallway,2.0,Outside3102,145120484.74725273,194416.40882980832,145645731,144745576,145100984.0,0.1649362637362637,0.0121631548948591,0.1848,0.1466,0.1623,0.2744098901098901,0.0058249092495564,0.2893,0.2686,0.273,-2233977.758241758,172588.70596641925,-1856369,-2702337,-2211602.0,4025.3406593406594,21.95966999358397,4050,4006,4006.0,72.01351648351648,0.3710207350491159,73.35,71.07,71.97,13.944028571428571,0.4849069111777398,15.1552,12.8923,13.9088,0.0009791538461538,0.003885
hallway,0.0,Outside3410,144092166.47252747,201496.0084723188,144541916,143702956,144062812.0,0.1429373626373626,0.0149004597121598,0.1756,0.1216,0.1394,0.3011263736263736,0.0012672661006921,0.3043,0.2999,0.3007,-2388719.824175824,199446.8817424604,-2020069,-2929393,-2396177.0,3954.428571428572,10.947493733617986,3967,3945,3945.0,72.0021978021978,0.247165271732644,73.54,71.53,72.01,13.867399999999998,0.3783840832334847,14.7757,12.7448,13.8668,0.0009511758241758,0.003701
hallway,0.0,Outside3410,144271571.0,209438.46673809885,144725908,143864164,144239204.0,0.1384230769230769,0.0113280387330932,0.1615,0.1243,0.1368,0.2983483516483516,0.0021606255594856,0.3009,0.2928,0.2983,-2381761.4725274723,189746.3569076912,-2048634,-2954662,-2360287.0,3951.483516483516,2.267463768484973,3962,3951,3951.0,72.00296703296704,0.2899635781936696,73.48,71.39,72.0,13.914380219780218,0.322434897208303,14.9878,13.0048,13.9488,0.0009505494505494,0.004132
hallway,1.0,Outside3410,145240464.94444445,213984.2641029768,145693598,144796414,145220424.0,0.1547255555555555,0.0096250324512642,0.1663,0.1384,0.1568999999999999,0.3104477777777777,0.0016940230539652,0.3145,0.3081,0.31,-2392897.277777778,209686.6809624167,-1972827,-2896067,-2419249.0,3950.766666666667,0.4253220854888283,3951,3950,3951.0,72.00111111111111,0.4173900836119952,73.33,71.13,71.965,13.926776666666669,0.5393846604431277,15.0273,12.9408,13.9106,0.0010167555555555,0.003822
hallway,1.0,Outside3410,145318710.76923078,208927.74993314635,145779792,144904840,145293385.0,0.148810989010989,0.0108647590406317,0.166,0.1315,0.141,0.3151252747252747,0.0018357918912915,0.3178,0.3117,0.3152,-2374936.153846154,157835.29364568784,-2050832,-2774848,-2381528.0,3940.6703296703295,10.63438338081316,3947,3923,3947.0,71.99978021978022,0.3885442289194595,73.98,71.13,71.99,13.906113186813188,0.4968625600726558,15.049,12.8378,13.9344,0.0009627362637362,0.003962
hallway,2.0,Outside3410,144989310.97777778,212932.3000557409,145450958,144561768,144964707.0,0.1545266666666666,0.0078074697738552,0.1663,0.1413,0.1555,0.2655566666666666,0.0036316662842281,0.2723,0.2589,0.2653999999999999,-2332230.888888889,189351.0287451364,-1950487,-2849924,-2301509.0,3934.777777777778,0.9804582484878736,3936,3934,3934.0,71.99833333333333,0.3910465646573784,73.58,71.19,71.985,13.860764444444444,0.5031736705815816,15.0069,12.6081,13.8902,0.0009864666666666,0.003997
hallway,2.0,Outside3410,145339620.31111112,211257.927632219,145799533,144916832,145314716.0,0.15378,0.0069838047001536,0.1646,0.1356,0.15225,0.28362,0.017424844719054,0.313,0.263,0.27965,-2328076.333333333,162595.820171479,-2107596,-2771552,-2296565.0,3939.1111111111113,7.99500468262218,3948,3932,3932.0,71.99811111111111,0.4229242619380326,73.14,71.07,72.00999999999999,13.998972222222225,0.5935701022612048,15.0944,12.1288,14.1288,0.0010720222222222,0.004143
kitchen,0.0,Floor2Kitchen,145646293.68131867,292053.8213988976,146203932,144996532,145589980.0,0.1461241758241758,0.0071040730204477,0.157,0.1342,0.1448,0.3184835164835164,0.0016921560038577,0.322,0.3167,0.3176,-2498537.4505494507,177720.35304446792,-2113821,-3034498,-2495789.0,3811.054945054945,13.567414096824834,3825,3798,3798.0,72.00329670329671,0.3082208982209388,73.91,71.36,71.96,13.888093406593406,0.2980255167308844,14.5476,13.2293,13.8739,0.001202901098901,0.005077
kitchen,0.0,Floor2Kitchen,145484927.75824177,278771.6760628731,146035604,144977332,145425876.0,0.1419703296703296,0.0085764858706879,0.1572,0.1279,0.1415,0.3228626373626374,0.0026650265102559,0.326,0.3185,0.3239,-2541530.087912088,200307.008599114,-2122611,-2859079,-2555849.0,3799.296703296703,18.60137062183825,3818,3781,3781.0,72.00395604395604,0.4010510610906724,74.2,70.66,72.01,13.956212087912087,0.3690823475820855,14.9304,12.6535,13.9608,0.0009297362637362,0.004235
kitchen,1.0,Floor2Kitchen,146373957.8791209,275207.0196520871,146920192,145860580,146325128.0,0.1560263736263736,0.0092004690117748,0.173,0.1438,0.1543,0.3351956043956044,0.0042256074405649,0.343,0.3294,0.335,-2504505.6923076925,194355.37810377116,-2151542,-3079910,-2517762.0,3814.175824175824,4.958927766258362,3820,3810,3810.0,72.01450549450549,0.356820103246141,72.95,71.34,72.0,13.919776923076922,0.4558949598992495,14.8322,13.0365,13.8934,0.0010297802197802,0.003896
kitchen,1.0,Floor2Kitchen,146478656.7912088,282666.0151164191,147120659,145934230,146424050.0,0.1585362637362637,0.0104261052330038,0.178,0.1413,0.1552,0.3341538461538462,0.0044973648504752,0.3424,0.3284,0.3313,-2514671.241758242,198427.5695756984,-2132865,-3113602,-2475647.0,3820.065934065934,4.289009722022677,3826,3817,3817.0,72.01307692307692,0.3917813798187058,73.63,71.23,71.96,13.958446153846152,0.5505847342815923,15.2239,12.9034,14.037,0.0010788241758241,0.003641
kitchen,2.0,Floor2Kitchen,146124364.67032966,275875.05292629567,146673192,145612442,146075944.0,0.1572384615384615,0.004875694121086,0.1666,0.1516,0.154,0.3100428571428571,0.0173083675516089,0.3423,0.2825,0.3077,-2510618.7252747254,199785.241362545,-2064015,-2969311,-2497620.0,3809.0,15.214028613969088,3818,3783,3818.0,72.01087912087912,0.3361932260261733,72.68,70.8,72.0,13.976145054945054,0.5310143551656034,16.1247,13.0204,13.9267,0.0009941098901098,0.003811
kitchen,2.0,Floor2Kitchen,146436758.2087912,288288.38080469664,147001416,145850354,146376936.0,0.156554945054945,0.0144278377816117,0.177,0.1327,0.1577,0.2935736263736264,0.0090394915683576,0.3083,0.2794,0.2954,-2479727.461538461,198839.5281025105,-2070974,-3002271,-2486267.0,3801.131868131868,5.281432447123233,3805,3794,3805.0,72.01637362637362,0.3877671594699186,73.32,71.25,71.93,13.817284615384615,0.5097358320025682,15.1138,12.5039,13.7782,0.0010206923076923,0.004215
hallway,0.0,hallway near work area,143691608.69230768,201419.01429588132,144133508,143297563,143662852.0,0.1627747252747252,0.020115331871798,0.1892,0.1354,0.1511,0.3558395604395604,0.0144493050899487,0.3692,0.3153,0.361,-2616609.208791209,214001.44170737185,-2102469,-3151323,-2631656.0,3641.3846153846152,15.60040542975247,3648,3605,3648.0,72.01043956043956,0.3478598443431942,74.04,71.36,71.97,13.863861538461538,0.2759284076910896,14.6618,13.1738,13.891,0.000983901098901,0.005154
hallway,0.0,hallway near work area,143840428.07692307,199008.14823604684,144285116,143449244,143806172.0,0.1435780219780219,0.0131621156877338,0.1696,0.1267,0.1365,0.3550450549450549,0.0146039055943285,0.3653,0.3034,0.3588,-2586913.274725274,170800.07490429436,-2242731,-2978101,-2581851.0,3643.6263736263736,6.457808970796223,3655,3640,3640.0,72.0056043956044,0.3516412590859828,73.97,71.1,71.96,13.95537912087912,0.3210790216049221,14.6122,13.4048,13.9157,0.0009151098901098,0.004039
lab,0.0,3215,144929727.43333334,273424.85468363046,145520564,144414268,144897872.0,0.1481366666666666,0.0110569155745385,0.1695,0.1261,0.14725,0.2857533333333333,0.0023688616713471,0.2899,0.282,0.2858,-2550205.033333333,197015.98753488812,-2191460,-3091629,-2534242.0,3634.4222222222224,13.651338805626498,3645,3617,3645.0,72.00155555555556,0.3403729319936548,73.74,71.34,71.99000000000001,14.014335555555554,0.3545717161134901,15.1841,13.2461,13.9758,0.0009343777777777,0.004272
lab,0.0,"3215
",145065955.34065935,244371.04541984588,145587092,144602124,145019284.0,0.1427736263736263,0.0092954449438042,0.1549,0.1286,0.1403,0.281756043956044,0.0002526344707757,0.2823,0.2814,0.2817,-2542061.3076923075,188036.49532032,-2163627,-2980298,-2511170.0,3621.956043956044,17.58529188960166,3648,3610,3610.0,72.00241758241758,0.2384642561584471,73.58,71.41,72.01,13.838638461538462,0.3474371325287916,14.4794,12.7898,13.8672,0.0009707142857142,0.004083
lab,0.0,privateeye,144765313.8901099,303530.17457212374,145329419,144284716,144787068.0,0.1760098901098901,0.0261773695943018,0.2211,0.1395,0.1588,0.354143956043956,0.0148981073278991,0.3638,0.3055,0.3599,-2790129.054945055,189565.3671391693,-2424376,-3219806,-2807076.0,3580.285714285714,6.2845236967681295,3585,3572,3585.0,72.00296703296704,0.3681319042151861,73.33,70.99,71.96,13.90037032967033,0.3717217793202346,14.9655,13.2122,13.87,0.000974934065934,0.003497
kitchen,0.0,Floor3Kitchen,144980555.5054945,318556.29412563646,145564948,144386012,144954820.0,0.1502824175824176,0.0126258517284233,0.1793,0.1385,0.145,0.3356362637362637,0.0110575616810249,0.3439,0.3011,0.3393,-2742089.769230769,187892.0036718537,-2411924,-3397422,-2752875.0,3550.7912087912086,2.1526029902653607,3552,3547,3552.0,72.00285714285714,0.2599371108312585,73.02,71.45,71.99,13.962696703296702,0.295197796758772,14.6889,13.2838,13.9776,0.0009702747252747,0.003838
