Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
14.2,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,24.827482223510746,34.2530403137207,63.28610483805338,36.71389555931091,2.861666440963745,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,693350848.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642679040.0,110126229.33333333,1181402.625,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
14.3,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.008960723876957,33.39216613769531,63.28610483805338,36.71389555931091,2.880972146987915,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,702587072.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,668695552.0,110126229.33333333,1230781.25,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
14.4,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.057239532470703,33.3490104675293,63.28610483805338,36.71389555931091,2.935415267944336,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,704085952.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,643928768.0,110126229.33333333,1182645.0,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
14.49,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.057239532470703,33.3490104675293,63.28610483805338,36.71389555931091,2.935415267944336,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,704085952.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,643928768.0,110126229.33333333,1182645.0,1806433991.0833333,0.1605613231658935,265.0,62.0,7874.0,1.0,28.741500854492188,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,73.0,2.607412099838257
14.5,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,24.901138305664062,34.179969787597656,63.28610483805338,36.71389555931091,2.8944790363311768,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,703941056.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642465920.0,110126229.33333333,1181190.25,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
14.6,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.01638412475586,33.376129150390625,63.28610483805338,36.71389555931091,2.8345754146575928,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,693693888.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642316288.0,110126229.33333333,1181094.375,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
14.7,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,24.86404228210449,34.20048904418945,63.28610483805338,36.71389555931091,2.9645044803619385,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,692876032.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,653414848.0,110126229.33333333,1215219.5,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
14.8,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.068958282470703,33.35327911376953,63.28610483805338,36.71389555931091,3.059810876846313,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,702169152.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,651741120.0,110126229.33333333,1184195.625,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
14.9,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.02576446533203,33.4197883605957,63.28610483805338,36.71389555931091,2.865079402923584,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,707482752.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642406592.0,110126229.33333333,1181439.75,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
15.0,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,24.89113426208496,34.219112396240234,63.28610483805338,36.71389555931091,2.9642882347106934,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,693255808.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642590976.0,110126229.33333333,1181240.75,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
15.1,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.033592224121094,33.392608642578125,63.28610483805338,36.71389555931091,3.0071818828582764,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,694074880.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642669056.0,110126229.33333333,1181743.0,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
15.2,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.043006896972656,33.39908218383789,63.28610483805338,36.71389555931091,2.922898769378662,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,694010048.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642609024.0,110126229.33333333,1181632.625,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
15.3,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,24.87596321105957,34.218414306640625,63.28610483805338,36.71389555931091,2.875538825988769,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,693310528.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642641728.0,110126229.33333333,1181333.875,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
15.41,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.02152633666992,33.38722229003906,63.28610483805338,36.71389555931091,2.952075958251953,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,694068032.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642662720.0,110126229.33333333,1181731.375,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
15.49,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.02152633666992,33.38722229003906,63.28610483805338,36.71389555931091,2.952075958251953,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,694068032.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642662720.0,110126229.33333333,1181731.375,1806433991.0833333,0.1605613231658935,265.0,62.0,7874.0,1.0,28.741500854492188,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,73.0,2.607412099838257
15.5,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.02152633666992,33.38722229003906,63.28610483805338,36.71389555931091,2.952075958251953,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,694068032.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642662720.0,110126229.33333333,1181731.375,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
15.51,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,24.922969818115234,34.26110076904297,63.28610483805338,36.71389555931091,2.9383304119110107,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,692598336.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,641981568.0,110126229.33333333,1180120.375,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
15.61,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.05174827575684,33.40865707397461,63.28610483805338,36.71389555931091,2.87589693069458,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,693743936.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642362624.0,110126229.33333333,1181179.5,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
15.71,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.02339172363281,33.37514877319336,63.28610483805338,36.71389555931091,2.942195177078247,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,693934720.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642539328.0,110126229.33333333,1181504.375,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
15.81,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,24.875593185424805,34.252925872802734,63.28610483805338,36.71389555931091,2.997519493103028,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,693230656.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642567680.0,110126229.33333333,1181197.75,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
15.91,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.043601989746094,33.391056060791016,63.28610483805338,36.71389555931091,2.937289237976074,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,694028736.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642626368.0,110126229.33333333,1181664.5,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
16.0,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.043601989746094,33.391056060791016,63.28610483805338,36.71389555931091,2.937289237976074,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,694028736.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642626368.0,110126229.33333333,1181664.5,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
16.01,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,24.87078666687012,34.17387390136719,63.28610483805338,36.71389555931091,2.93032169342041,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,692739840.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642112704.0,110126229.33333333,1180361.5,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
16.11,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,24.99193000793457,33.371307373046875,63.28610483805338,36.71389555931091,2.894754409790039,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,693693504.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642315968.0,110126229.33333333,1181093.75,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
16.21,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.040393829345703,33.40216064453125,63.28610483805338,36.71389555931091,2.877641439437866,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,693837504.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642449280.0,110126229.33333333,1181338.875,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
16.31,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,24.87763023376465,34.23138427734375,63.28610483805338,36.71389555931091,2.9896011352539062,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,693293632.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642626048.0,110126229.33333333,1181305.125,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
16.41,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.063556671142575,33.34885025024414,63.28610483805338,36.71389555931091,2.9345176219940186,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,694001408.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642601024.0,110126229.33333333,1181617.875,1806433991.0833333,0.7372781038284302,102.0,2.0,6330.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
16.49,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.063556671142575,33.34885025024414,63.28610483805338,36.71389555931091,2.9345176219940186,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,694001408.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642601024.0,110126229.33333333,1181617.875,1806433991.0833333,0.1605613231658935,265.0,62.0,7874.0,1.0,28.741500854492188,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,73.0,2.607412099838257
16.5,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,25.063556671142575,33.34885025024414,63.28610483805338,36.71389555931091,2.9345176219940186,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,694001408.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642601024.0,110126229.33333333,1181617.875,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
16.51,39.989541371663414,26.737414677937824,0.35067852338155103,1.9932688077290852,40.643079121907554,0.16999629512429235,24.902484893798828,34.20454406738281,63.28610483805338,36.71389555931091,2.981459379196167,-1.0,165.40243275960287,298.77208455403644,0.9733357032140096,0.268803467353185,9.091946363449097,0.6425552368164062,545050282.6666666,-1.0,6.977516174316406,82207156906.66667,142313745066.66666,9318008149.333334,-1.0,692878912.0,21.385206699371338,545000000.0,0.18429935971895853,19080412.0,44.36721420288086,1432950082.6666667,37639829.333333336,2673120.8333333335,1191000405.3333333,-1.0,0.8987730940183004,642241664.0,110126229.33333333,1180598.5,1806433991.0833333,0.7372781038284302,390.0,43.0,11693.0,1.0,6.776334285736084,3615.0,2361.0,3.0,84.0,85.0,84.0,48.0,82.0,58.0,90.0,456.0,2.0,29.834264516830444,3196.0,70.0,2.607412099838257
