Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
7.03,0.8582333411489215,22.092779976981028,0.013562175312212514,26.30125999450684,0.482203334569931,-1.0,-1.0,-1.0,0.45270776070122204,-1.0,2.292050225394113,0.692111074924469,544982592.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,11964497.69642857,47.36156463623047,928482171.4285715,23550721.987304688,1791440.458705357,778446107.4285715,-1.0,-1.0,-1.0,67038395.428571425,11267061.0,157181.5,2.1961922645568848,1155.0,459.0,12263.0,7.0,17.58568000793457,2728.0,1920.0,3.0,57.0,57.0,57.0,18.0,45.0,46.0,72.0,545.0,2.0,19.60885375738144,3196.0,63.0,2.269571304321289
7.14,0.8582333411489215,22.092779976981028,0.013562175312212514,23.50147247314453,0.614120602607727,-1.0,-1.0,-1.0,0.45270776070122204,-1.0,2.292050225394113,9.233949661254885,544982592.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,11964497.69642857,47.36156463623047,928482171.4285715,23550721.987304688,1791440.458705357,778446107.4285715,-1.0,-1.0,-1.0,67038395.428571425,9416792.0,157181.5,2.1961922645568848,1155.0,459.0,12263.0,7.0,17.58568000793457,2728.0,1920.0,3.0,57.0,57.0,57.0,18.0,45.0,46.0,72.0,545.0,2.0,19.60885375738144,3196.0,63.0,2.269571304321289
7.19,0.8582333411489215,22.092779976981028,0.013562175312212514,23.50147247314453,0.614120602607727,-1.0,-1.0,-1.0,0.45270776070122204,-1.0,2.292050225394113,9.233949661254885,544982592.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,11964497.69642857,47.36156463623047,928482171.4285715,23550721.987304688,1791440.458705357,778446107.4285715,-1.0,-1.0,-1.0,67038395.428571425,9416792.0,157181.5,0.3531629145145416,103.0,2.0,6330.0,1.0,17.58568000793457,2728.0,1920.0,3.0,57.0,57.0,57.0,18.0,45.0,46.0,72.0,545.0,2.0,19.60885375738144,3196.0,63.0,2.269571304321289
7.24,0.8582333411489215,22.092779976981028,0.013562175312212514,27.39508628845215,0.6634366512298584,-1.0,-1.0,-1.0,0.45270776070122204,-1.0,2.292050225394113,0.6577116250991821,544982592.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,11964497.69642857,47.36156463623047,928482171.4285715,23550721.987304688,1791440.458705357,778446107.4285715,-1.0,-1.0,-1.0,67038395.428571425,10094632.0,157181.5,0.3531629145145416,103.0,2.0,6330.0,1.0,17.58568000793457,2728.0,1920.0,3.0,57.0,57.0,57.0,18.0,45.0,46.0,72.0,545.0,2.0,19.60885375738144,3196.0,63.0,2.269571304321289
7.34,0.8582333411489215,22.092779976981028,0.013562175312212514,31.90900230407715,0.3140991628170013,-1.0,-1.0,-1.0,0.45270776070122204,-1.0,2.292050225394113,0.6720726490020752,544982592.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,11964497.69642857,47.36156463623047,928482171.4285715,23550721.987304688,1791440.458705357,778446107.4285715,-1.0,-1.0,-1.0,67038395.428571425,5692712.0,157181.5,0.3531629145145416,103.0,2.0,6330.0,1.0,17.58568000793457,2728.0,1920.0,3.0,57.0,57.0,57.0,18.0,45.0,46.0,72.0,545.0,2.0,19.60885375738144,3196.0,63.0,2.269571304321289
7.44,0.8582333411489215,22.092779976981028,0.013562175312212514,31.424619674682617,0.2563734352588653,-1.0,-1.0,-1.0,0.45270776070122204,-1.0,2.292050225394113,0.6470217704772949,544982592.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,11964497.69642857,47.36156463623047,928482171.4285715,23550721.987304688,1791440.458705357,778446107.4285715,-1.0,-1.0,-1.0,67038395.428571425,4961045.0,157181.5,0.3531629145145416,103.0,2.0,6330.0,1.0,17.58568000793457,2728.0,1920.0,3.0,57.0,57.0,57.0,18.0,45.0,46.0,72.0,545.0,2.0,19.60885375738144,3196.0,63.0,2.269571304321289
7.54,0.8582333411489215,22.092779976981028,0.013562175312212514,31.793514251708984,0.3673224151134491,-1.0,-1.0,-1.0,0.45270776070122204,-1.0,2.292050225394113,5.811508655548096,544982592.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,11964497.69642857,47.36156463623047,928482171.4285715,23550721.987304688,1791440.458705357,778446107.4285715,-1.0,-1.0,-1.0,67038395.428571425,6055452.5,157181.5,0.3531629145145416,103.0,2.0,6330.0,1.0,17.58568000793457,2728.0,1920.0,3.0,57.0,57.0,57.0,18.0,45.0,46.0,72.0,545.0,2.0,19.60885375738144,3196.0,63.0,2.269571304321289
7.64,0.8582333411489215,22.092779976981028,0.013562175312212514,32.59933090209961,0.5370640754699707,-1.0,-1.0,-1.0,0.45270776070122204,-1.0,2.292050225394113,0.641093909740448,544982592.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,11964497.69642857,47.36156463623047,928482171.4285715,23550721.987304688,1791440.458705357,778446107.4285715,-1.0,-1.0,-1.0,67038395.428571425,7621120.5,157181.5,0.3531629145145416,103.0,2.0,6330.0,1.0,17.58568000793457,2728.0,1920.0,3.0,57.0,57.0,57.0,18.0,45.0,46.0,72.0,545.0,2.0,19.60885375738144,3196.0,63.0,2.269571304321289
7.67,0.8582333411489215,22.092779976981028,0.013562175312212514,32.59933090209961,0.5370640754699707,-1.0,-1.0,-1.0,0.45270776070122204,-1.0,2.292050225394113,0.641093909740448,544982592.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,11964497.69642857,47.36156463623047,928482171.4285715,23550721.987304688,1791440.458705357,778446107.4285715,-1.0,-1.0,-1.0,67038395.428571425,7621120.5,157181.5,0.1605613231658935,265.0,62.0,7874.0,1.0,28.741500854492188,2728.0,1920.0,3.0,57.0,57.0,57.0,18.0,45.0,46.0,72.0,545.0,2.0,19.60885375738144,3196.0,73.0,2.269571304321289
7.7,0.8582333411489215,22.092779976981028,0.013562175312212514,32.59933090209961,0.5370640754699707,-1.0,-1.0,-1.0,0.45270776070122204,-1.0,2.292050225394113,0.641093909740448,544982592.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,545000000.0,-1.0,11964497.69642857,47.36156463623047,928482171.4285715,23550721.987304688,1791440.458705357,778446107.4285715,-1.0,-1.0,-1.0,67038395.428571425,7621120.5,157181.5,0.1605613231658935,1155.0,459.0,12263.0,5.0,23.53828430175781,2728.0,1920.0,4.0,66.0,61.0,63.0,43.0,33.0,52.0,90.0,545.0,2.0,25.00181198120117,3196.0,63.0,3.5151638984680176
