Time (s),% Linear Filtered,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
7.0,67.88150787353516,1.3299141957291536,35.83218329293387,0.4577417307134185,31.756919860839844,2.7408318519592285,0.577919065952301,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.6381673812866211,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,1897638016.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,957255744.0,71330658.85714285,7569218.5,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,6794284260.5,1920.0,4.0,85.0,82.0,84.0,80.0,75.0,85.0,90.0,545.0,2.0,24.19618368148804,2736.0,1.0,66.0,2.9955570697784424
7.01,67.63990783691406,1.3299141957291536,35.83218329293387,0.4577417307134185,32.18977355957031,3.786033868789673,0.5877314805984497,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.6596630215644836,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,2080939904.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,1077130112.0,71330658.85714285,10397868.0,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,9622913409.0,1920.0,4.0,85.0,82.0,84.0,80.0,75.0,85.0,90.0,545.0,2.0,24.19618368148804,2736.0,1.0,66.0,2.9955570697784424
7.02,67.63990783691406,1.3299141957291536,35.83218329293387,0.4577417307134185,32.18977355957031,3.786033868789673,0.5877314805984497,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.6596630215644836,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,2080939904.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,1077130112.0,71330658.85714285,10397868.0,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,8164153110.0,1920.0,4.0,85.0,82.0,84.0,80.0,75.0,85.0,90.0,545.0,2.0,24.19618368148804,2736.0,1.0,66.0,2.9955570697784424
7.03,67.63990783691406,1.3299141957291536,35.83218329293387,0.4577417307134185,32.18977355957031,3.786033868789673,0.5877314805984497,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.6596630215644836,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,2080939904.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,1077130112.0,71330658.85714285,10397868.0,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,8192631898.5,1920.0,4.0,85.0,82.0,84.0,80.0,75.0,85.0,90.0,545.0,2.0,24.19618368148804,2736.0,1.0,66.0,2.9955570697784424
7.04,67.63990783691406,1.3299141957291536,35.83218329293387,0.4577417307134185,32.18977355957031,3.786033868789673,0.5877314805984497,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.6596630215644836,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,2080939904.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,1077130112.0,71330658.85714285,10397868.0,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,6732533912.0,1920.0,4.0,85.0,82.0,84.0,80.0,75.0,85.0,90.0,545.0,2.0,24.19618368148804,2736.0,1.0,66.0,2.9955570697784424
7.05,67.63990783691406,1.3299141957291536,35.83218329293387,0.4577417307134185,32.18977355957031,3.786033868789673,0.5877314805984497,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.6596630215644836,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,2080939904.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,1077130112.0,71330658.85714285,10397868.0,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,9710023415.0,1920.0,4.0,85.0,82.0,84.0,80.0,75.0,85.0,90.0,545.0,2.0,24.19618368148804,2736.0,1.0,66.0,2.9955570697784424
7.06,67.63990783691406,1.3299141957291536,35.83218329293387,0.4577417307134185,32.18977355957031,3.786033868789673,0.5877314805984497,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.6596630215644836,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,2080939904.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,1077130112.0,71330658.85714285,10397868.0,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,8398407291.5,1920.0,4.0,85.0,82.0,84.0,80.0,75.0,85.0,90.0,545.0,2.0,24.19618368148804,2736.0,1.0,66.0,2.9955570697784424
7.07,67.63990783691406,1.3299141957291536,35.83218329293387,0.4577417307134185,32.18977355957031,3.786033868789673,0.5877314805984497,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.6596630215644836,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,2080939904.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,1077130112.0,71330658.85714285,10397868.0,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,8427687839.0,1920.0,4.0,85.0,82.0,84.0,80.0,75.0,85.0,90.0,545.0,2.0,24.19618368148804,2736.0,1.0,66.0,2.9955570697784424
7.08,67.63990783691406,1.3299141957291536,35.83218329293387,0.4577417307134185,32.18977355957031,3.786033868789673,0.5877314805984497,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.6596630215644836,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,2080939904.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,1077130112.0,71330658.85714285,10397868.0,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,9238768898.0,1920.0,4.0,85.0,82.0,84.0,80.0,75.0,85.0,90.0,545.0,2.0,24.19618368148804,2736.0,1.0,66.0,2.9955570697784424
7.1,67.63990783691406,1.3299141957291536,35.83218329293387,0.4577417307134185,32.18977355957031,3.786033868789673,0.5877314805984497,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.6596630215644836,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,2080939904.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,1077130112.0,71330658.85714285,10397868.0,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,8485257838.5,1920.0,4.0,85.0,82.0,84.0,80.0,75.0,85.0,90.0,545.0,2.0,24.19618368148804,2736.0,1.0,66.0,2.9955570697784424
