Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
7.0,25.816885811941965,46.62636947631836,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.623445510864254,23.725984573364254,95.04928588867188,4.950712203979492,0.9168627858161926,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,7.225841045379639,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,167104626688.0,2048904064.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.3881927728652954,0.5081520463739123,2294622464.0,62709576.0,12235502.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,56.0,57.0,60.0,19.0,30.0,62.0,72.0,545.0,2.0,19.380725920200348,2736.0,2.0,15.0,2.2604217529296875
7.01,25.816885811941965,46.62636947631836,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.623445510864254,23.725984573364254,95.04928588867188,4.950712203979492,0.9168627858161926,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,7.225841045379639,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,167104626688.0,2048904064.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.3881927728652954,0.5081520463739123,2294622464.0,62709576.0,12235502.0,148494.91015625,0.3669162690639496,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,56.0,57.0,60.0,19.0,30.0,62.0,72.0,545.0,2.0,19.380725920200348,2736.0,2.0,15.0,2.2604217529296875
7.1,25.816885811941965,43.70952224731445,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,27.938589096069336,25.5869140625,95.45344543457033,4.546553134918213,1.2500028610229492,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,2.9432873725891118,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,181395079168.0,1936621824.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.452481746673584,0.5081520463739123,2255300864.0,62709576.0,10779030.0,148494.91015625,0.3669162690639496,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,56.0,57.0,60.0,19.0,30.0,62.0,72.0,545.0,2.0,19.380725920200348,2736.0,2.0,15.0,2.2604217529296875
7.2,25.816885811941965,31.469039916992188,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,19.017194747924805,26.550729751586918,95.8115463256836,4.188456535339356,0.9265013933181764,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6449047923088074,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,142202437632.0,1775532288.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1076570749282837,0.5081520463739123,1443434880.0,62709576.0,9138304.0,148494.91015625,0.3669162690639496,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,56.0,57.0,60.0,19.0,30.0,62.0,72.0,545.0,2.0,19.380725920200348,2736.0,2.0,15.0,2.2604217529296875
7.3,25.816885811941965,29.743797302246094,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,20.55230712890625,27.173376083374023,96.01978302001952,3.9802134037017822,0.7629308104515076,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.603217601776123,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,147251068928.0,1976948864.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.0336183309555054,0.5081520463739123,1426576640.0,62709576.0,9566194.0,148494.91015625,0.3669162690639496,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,56.0,57.0,60.0,19.0,30.0,62.0,72.0,545.0,2.0,19.380725920200348,2736.0,2.0,15.0,2.2604217529296875
7.4,25.816885811941965,29.952438354492188,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,20.82354164123535,28.54555892944336,96.24594116210938,3.7540578842163086,0.6209266185760498,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,16.968271255493164,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,167041679360.0,2013220352.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1448663473129272,0.5081520463739123,1417772032.0,62709576.0,9547834.0,148494.91015625,0.3669162690639496,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,56.0,57.0,60.0,19.0,30.0,62.0,72.0,545.0,2.0,19.380725920200348,2736.0,2.0,15.0,2.2604217529296875
7.43,25.816885811941965,29.952438354492188,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,20.82354164123535,28.54555892944336,96.24594116210938,3.7540578842163086,0.6209266185760498,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,16.968271255493164,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,167041679360.0,2013220352.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1448663473129272,0.5081520463739123,1417772032.0,62709576.0,9547834.0,148494.91015625,16.639053344726562,441.0,64.0,11735.0,7.0,17.209728240966797,3404.0,1920.0,4.0,65.0,63.0,66.0,36.0,39.0,67.0,72.0,545.0,2.0,21.51586562395096,2736.0,2.0,62.0,4.246984958648682
7.49,25.816885811941965,29.952438354492188,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,20.82354164123535,28.54555892944336,96.24594116210938,3.7540578842163086,0.6209266185760498,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,16.968271255493164,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,167041679360.0,2013220352.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1448663473129272,0.5081520463739123,1417772032.0,62709576.0,9547834.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,65.0,63.0,66.0,36.0,39.0,67.0,72.0,545.0,2.0,21.51586562395096,2736.0,2.0,15.0,4.246984958648682
7.5,25.816885811941965,31.450912475585938,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.050731658935547,31.706954956054688,97.6495361328125,2.350466012954712,0.2709490954875946,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,5.100398063659668,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,159763087360.0,1400295296.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.5803862810134888,0.5081520463739123,780441472.0,62709576.0,5092234.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,65.0,63.0,66.0,36.0,39.0,67.0,72.0,545.0,2.0,21.51586562395096,2736.0,2.0,15.0,4.246984958648682
7.61,25.816885811941965,31.707237243652344,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.366722106933597,32.53958511352539,97.69661712646484,2.303386688232422,0.2841475307941437,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,3.571885585784912,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,159615205376.0,1400887552.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.575865626335144,0.5081520463739123,759983616.0,62709576.0,4922813.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,3404.0,1920.0,4.0,65.0,63.0,66.0,36.0,39.0,67.0,72.0,545.0,2.0,21.51586562395096,2736.0,2.0,15.0,4.246984958648682
