Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
7.05,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,25.27513885498047,0.6515715718269348,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.542694091796875,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,10288697.0,1405659146.7369792,0.3423781394958496,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,61.0,61.0,65.0,37.0,36.0,56.0,72.0,545.0,2.0,18.86710673570633,2736.0,15.0,2.208845853805542
7.08,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,25.0473747253418,0.59873366355896,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6919781565666199,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,8922807.0,1405659146.7369792,0.3423781394958496,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,61.0,61.0,65.0,37.0,36.0,56.0,72.0,545.0,2.0,18.86710673570633,2736.0,15.0,2.208845853805542
7.19,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,28.67616081237793,0.615432620048523,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.5963502526283264,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,9170700.0,1405659146.7369792,0.3423781394958496,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,61.0,61.0,65.0,37.0,36.0,56.0,72.0,545.0,2.0,18.86710673570633,2736.0,15.0,2.208845853805542
7.29,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.735918045043945,0.2574455738067627,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6870013475418091,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,5102031.0,1405659146.7369792,0.3423781394958496,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,61.0,61.0,65.0,37.0,36.0,56.0,72.0,545.0,2.0,18.86710673570633,2736.0,15.0,2.208845853805542
7.39,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.071964263916016,0.2774392664432525,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6507741808891296,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,4938392.0,1405659146.7369792,0.3423781394958496,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,3.0,61.0,61.0,65.0,37.0,36.0,56.0,72.0,545.0,2.0,18.86710673570633,2736.0,15.0,2.208845853805542
7.44,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.071964263916016,0.2774392664432525,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6507741808891296,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,4938392.0,1405659146.7369792,0.3423781394958496,1058.0,456.0,12240.0,7.0,17.505390167236328,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,64.0,3.804807662963867
7.49,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.824539184570312,0.3301755785942077,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6356397271156311,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,5648199.0,1405659146.7369792,0.3423781394958496,1058.0,456.0,12240.0,7.0,17.505390167236328,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,64.0,3.804807662963867
7.54,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.824539184570312,0.3301755785942077,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6356397271156311,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,5648199.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,15.0,3.804807662963867
7.59,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.74799919128418,0.5457860231399536,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6359699368476868,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7423747.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,15.0,3.804807662963867
7.69,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.53963088989258,0.5401673316955566,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6345002055168152,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7621146.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,15.0,3.804807662963867
7.79,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.83148765563965,0.5228500962257385,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6688891053199768,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7422009.5,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,15.0,3.804807662963867
7.89,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.739347457885746,0.5598364472389221,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.657905638217926,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7420607.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,15.0,3.804807662963867
7.99,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.49824523925781,0.5447827577590942,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6535195708274841,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7360390.5,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,15.0,3.804807662963867
8.05,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.49824523925781,0.5447827577590942,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6535195708274841,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7360390.5,1405659146.7369792,274.7228088378906,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,15.0,3.804807662963867
8.1,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.76148796081543,0.524967610836029,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6308696866035461,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7620616.5,1405659146.7369792,274.7228088378906,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,15.0,3.804807662963867
8.2,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.524166107177734,0.5566778779029846,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.7350662350654602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7425497.0,1405659146.7369792,274.7228088378906,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,15.0,3.804807662963867
8.3,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.82426643371582,0.5731491446495056,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6705018877983093,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7395003.5,1405659146.7369792,274.7228088378906,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,15.0,3.804807662963867
8.4,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.772422790527344,0.5450627207756042,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6644816994667053,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7428053.5,1405659146.7369792,274.7228088378906,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,82.0,82.0,87.0,72.0,75.0,68.0,90.0,545.0,3.0,22.316499054431915,2736.0,15.0,3.804807662963867
8.44,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.772422790527344,0.5450627207756042,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6644816994667053,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7428053.5,1405659146.7369792,274.7228088378906,1058.0,456.0,12240.0,2.0,27.1671085357666,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,65.0,3.3595573902130127
8.5,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.52799606323242,0.5080546736717224,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,4.115752696990967,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7625410.5,1405659146.7369792,274.7228088378906,1058.0,456.0,12240.0,2.0,27.1671085357666,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,65.0,3.3595573902130127
8.54,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.52799606323242,0.5080546736717224,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,4.115752696990967,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7625410.5,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,15.0,3.3595573902130127
8.6,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.788148880004883,0.5871994495391846,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.7368685007095337,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7424812.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,15.0,3.3595573902130127
8.7,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.541831970214844,0.5233017802238464,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.635965883731842,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7425737.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,15.0,3.3595573902130127
8.8,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.795166015625,0.4955841302871704,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6502307653427124,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7416109.5,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,15.0,3.3595573902130127
8.9,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.78653907775879,0.5633406639099121,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6359767913818359,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7623217.5,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,15.0,3.3595573902130127
9.0,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.527591705322266,0.486636072397232,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,4.617197036743164,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7428538.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,15.0,3.3595573902130127
9.04,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.527591705322266,0.486636072397232,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,4.617197036743164,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7428538.0,1405659146.7369792,0.6209481954574585,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,1.0,3.3595573902130127
9.1,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.778369903564453,0.549216628074646,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.656804621219635,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7427207.0,1405659146.7369792,0.6209481954574585,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,1.0,3.3595573902130127
9.2,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.49058151245117,0.5750904083251953,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6590058207511902,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7422852.0,1405659146.7369792,0.6209481954574585,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,1.0,3.3595573902130127
9.3,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.781810760498047,0.5513956546783447,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,7.297303199768066,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7859336.0,1405659146.7369792,0.6209481954574585,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,1.0,3.3595573902130127
9.4,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.759990692138672,0.536996066570282,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6447422504425049,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7460639.5,1405659146.7369792,0.6209481954574585,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,86.0,86.0,83.0,78.0,89.0,82.0,90.0,545.0,2.0,28.366467356681824,2736.0,1.0,3.3595573902130127
9.44,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.759990692138672,0.536996066570282,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6447422504425049,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7460639.5,1405659146.7369792,0.8737417459487915,1058.0,456.0,12240.0,2.0,17.81114387512207,2876.0,1920.0,4.0,73.0,70.0,66.0,59.0,67.0,81.0,90.0,545.0,2.0,30.27317225933075,2736.0,73.0,3.3580164909362797
9.5,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.50297927856445,0.5399598479270935,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6458426117897034,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7484604.5,1405659146.7369792,0.8737417459487915,1058.0,456.0,12240.0,2.0,17.81114387512207,2876.0,1920.0,4.0,73.0,70.0,66.0,59.0,67.0,81.0,90.0,545.0,2.0,30.27317225933075,2736.0,73.0,3.3580164909362797
9.54,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.50297927856445,0.5399598479270935,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,0.6458426117897034,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7484604.5,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,73.0,70.0,66.0,59.0,67.0,81.0,90.0,545.0,2.0,30.27317225933075,2736.0,15.0,3.3580164909362797
