Total Resident Memory on Device,Value
,474.570

Allocated Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Android Runtime",1183.531,12.660
"Executables & Mapped",785.137,237.469
"Graphics (Estimated)",445.272,
"Native",235.321,101.106
"Untracked*",148.447,
"Managed",50.862,50.233

Managed Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Virtual Machine",44.874,44.710
"Empty Heap Space",4.197,3.732
"Objects",1.791,1.791
