Total Resident Memory on Device,Value
,460.336

Allocated Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Android Runtime",1183.531,9.762
"Executables & Mapped",785.137,225.359
"Graphics (Estimated)",445.314,
"Native",235.321,101.481
"Untracked*",142.179,
"Managed",50.862,50.472

Managed Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Virtual Machine",44.874,44.710
"Empty Heap Space",4.187,3.961
"Objects",1.801,1.801
