Total Resident Memory on Device,Value
,464.406

Allocated Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Android Runtime",1183.535,8.066
"Executables & Mapped",785.137,234.824
"Graphics (Estimated)",445.254,
"Native",235.321,98.810
"Untracked*",140.187,
"Managed",50.862,50.241

Managed Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Virtual Machine",44.874,44.706
"Empty Heap Space",4.238,3.785
"Objects",1.751,1.751
