Total Resident Memory on Device,Value
,450.363

Allocated Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Android Runtime",1183.535,6.105
"Executables & Mapped",785.137,214.875
"Graphics (Estimated)",445.271,
"Native",235.321,106.911
"Untracked*",151.526,
"Managed",50.862,50.233

Managed Memory Breakdown
Category,Allocated(MB),Resident(MB)
"Virtual Machine",44.874,44.710
"Empty Heap Space",4.197,3.732
"Objects",1.791,1.791
